order,uniqueVar,variable,dataFile,keepDiscard,notesforDL,codebookDescription,codebookValues,timeVaryng,duplicated,dateTime,flag,notesforOnt,type,example,minValue,maxValue,values,uniqueValueCount,percentMissing,In OWL FILE
28,F3_HOSP_NONDYS,f3_hosp_nondys,vida_enrl.csv,keep,,f. Hospitalized with dysentery,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.854519135,YES
19,F3_NOT_GEMS,f3_not_gems,vida_enrl.csv,keep,,"If eligible but not enrolled, what was the reason? [Check one of the two main reasons.]",,,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.562109834,YES
37,F3_RECT_SWAB,f3_rect_swab,vida_enrl.csv,keep,,"If ""Yes"" to Question 12, were rectal swabs taken before antibiotics AND was a whole stool collected within 12 hours of registration?",,,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.996652493,YES
36,F3_STOOL_SMPL,f3_stool_smpl,vida_enrl.csv,keep,,"If ""No"" to Question 12, was a stool sample collected from the child within 12 hours of registration?",,,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.565457342,YES
33,F3_VIDA_CON,f3_vida_con,vida_enrl.csv,keep,,Consent for VIDA,,,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.562109834,YES
31,F3_VIDA_ELIG,f3_vida_elig,vida_enrl.csv,keep,,Eligible for VIDA study,,,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.562109834,YES
32,F3_VPL_ELIG,f3_vpl_elig,vida_enrl.csv,keep,,Eligible for Vida Plus,,,,NA,NA,,chr,0,n/a,n/a,"., 0",2,0.562109834,YES
111,F4A_ANI_CAT,f4a_ani_cat,vida_enrl.csv,keep,,Household has animal cat,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
103,F4A_ANI_COW,f4a_ani_cow,vida_enrl.csv,keep,,Household has animal cow,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
108,F4A_ANI_DOG,f4a_ani_dog,vida_enrl.csv,keep,,Household has animal dog,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
104,F4A_ANI_DONK,f4a_ani_donk,vida_enrl.csv,keep,,Household has animal donkey,"Y, """"",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
109,F4A_ANI_FOWL,f4a_ani_fowl,vida_enrl.csv,keep,,Household has animal fowl,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
102,F4A_ANI_GOAT,f4a_ani_goat,vida_enrl.csv,keep,,Household has animal goat,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
107,F4A_ANI_HORS,f4a_ani_hors,vida_enrl.csv,keep,,Household has animal horses,"Y, """"",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
110,F4A_ANI_NO,f4a_ani_no,vida_enrl.csv,keep,,Household has no animals,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
113,F4A_ANI_OTHER,f4a_ani_other,vida_enrl.csv,keep,,Household has animal other,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
112,F4A_ANI_PIG,f4a_ani_pig,vida_enrl.csv,keep,,Household has animal pig,"Y, """"",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
106,F4A_ANI_RODENTS,f4a_ani_rodents,vida_enrl.csv,keep,,Household has animal rodents,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
105,F4A_ANI_SHEEP,f4a_ani_sheep,vida_enrl.csv,keep,,Household has animal sheep,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
170,F4A_ANY_VOMIT,f4a_any_vomit,vida_enrl.csv,keep,,"Did the child vomit? [If 'No', go to Question 27. If 'Yes', continue]","N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.562109834,YES
146,F4A_CUR_BMILK,f4a_cur_bmilk,vida_enrl.csv,keep,,Post diarrhea breast milk,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.562109834,YES
179,F4A_CUR_DRYMOUTH,f4a_cur_drymouth,vida_enrl.csv,keep,,"Dry mouth, right now","N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
180,F4A_CUR_FASTBREATH,f4a_cur_fastbreath,vida_enrl.csv,keep,,"Fast breath, right now","N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562109834,YES
148,F4A_CUR_FDRK,f4a_cur_fdrk,vida_enrl.csv,keep,,Post diarrhea other food,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
147,F4A_CUR_H2O,f4a_cur_h2o,vida_enrl.csv,keep,,Post diarrhea drink water,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
178,F4A_CUR_LETHRGY,f4a_cur_lethrgy,vida_enrl.csv,keep,,Lethargy/LOC right now,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562109834,YES
174,F4A_CUR_NODRINK,f4a_cur_nodrink,vida_enrl.csv,keep,,Drinks poorly right now,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
177,F4A_CUR_RESTLESS,f4a_cur_restless,vida_enrl.csv,keep,,Irritable right now,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
176,F4A_CUR_SKIN,f4a_cur_skin,vida_enrl.csv,keep,,Wrinkled skin right now,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
175,F4A_CUR_SUNKEYES,f4a_cur_sunkeyes,vida_enrl.csv,keep,,Sunken eyes,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
173,F4A_CUR_THIRSTY,f4a_cur_thirsty,vida_enrl.csv,keep,,Very thirsty right now,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
65,F4A_DAD_LIVE,f4a_dad_live,vida_enrl.csv,keep,,Where does the child's father live?,"1=Living in household
3=Abroad, 
5=Died, 
2=Lives outside of household but nearby, 
4=Whereabouts unknown",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.562109834,YES
155,F4A_DAILY_MAX,f4a_daily_max,vida_enrl.csv,keep,,"During the illness, what was the maximum number of loose stools that the child passed in a day (24 hour period)?","1=3, 
2=4 to 5, 
3=6 to 10, 
4=More than 10 times per day",,,NA,NA,,chr,2,n/a,n/a,"., 1, 2, 3, 4",5,0.562109834,YES
61,F4A_DATE,f4a_date,vida_enrl.csv,keep,,Date ,,,,date?,NA,GEMS,date,5/11/2015,.,12/31/2017,. to 12/31/17,1013,0.562109834,YES
172,F4A_DAYS_VOMIT,f4a_days_vomit,vida_enrl.csv,keep,,How many days did the child have vomiting including today?,,,,NA,NA,,chr,1,n/a,n/a,>10 unique values,11,0.795440152,YES
232,F4A_DPT_TYPE,f4a_dpt_type,vida_enrl.csv,keep,,Which vaccine was given,"1=DPT, 2=Pentavalent, 3=Don't know",,,NA,NA,,chr,2,n/a,n/a,"., 1, 2, 9",4,0.586628065,YES
217,F4A_DPT1,f4a_dpt1,vida_enrl.csv,keep,,DPT/Pentavalent #1:,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.579842577,YES
218,F4A_DPT1_DATE,f4a_dpt1_date,vida_enrl.csv,keep,,DPT/Pentavalent 1 date,,,,date?,NA,,date,1/15/2015,.,12/31/2015,. to 12/31/15,1330,0.587080431,YES
220,F4A_DPT1_DK,f4a_dpt1_dk,vida_enrl.csv,keep,,DPT/Pentavalent 1 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.98860038,YES
219,F4A_DPT1_HC,f4a_dpt1_hc,vida_enrl.csv,keep,,DPT/Pentavalent 1 health center name,,,,NA,NA,,chr,BASSE H/C,n/a,n/a,>10 unique values,626,0.587080431,YES
221,F4A_DPT1_HCID,f4a_dpt1_hcid,vida_enrl.csv,keep,,DPT/Pentavalent 1 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,73,0.599927621,YES
222,F4A_DPT2,f4a_dpt2,vida_enrl.csv,keep,,DPT/Pentavalent 2,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.586356645,YES
225,F4A_DPT2_DK,f4a_dpt2_dk,vida_enrl.csv,keep,,DPT/Pentavalent 2 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.989233692,YES
224,F4A_DPT2_HC,f4a_dpt2_hc,vida_enrl.csv,keep,,DPT/Pentavalent 2 health center name,,,,NA,NA,,chr,BASSE H/C,n/a,n/a,>10 unique values,611,0.599294309,YES
226,F4A_DPT2_HCID,f4a_dpt2_hcid,vida_enrl.csv,keep,,DPT/Pentavalent 2 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,73,0.611508188,YES
227,F4A_DPT3,f4a_dpt3,vida_enrl.csv,keep,,DPT/Pentavalent 3,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.598208631,YES
228,F4A_DPT3_DATE,f4a_dpt3_date,vida_enrl.csv,keep,,DPT/Pentavalent 3 date,,,,date?,NA,,date,5/4/2015,.,12/31/2016,. to 12/31/16,1307,0.61983172,YES
230,F4A_DPT3_DK,f4a_dpt3_dk,vida_enrl.csv,keep,,DPT/Pentavalent 3 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.989595585,YES
229,F4A_DPT3_HC,f4a_dpt3_hc,vida_enrl.csv,keep,,DPT/Pentavalent 3 health center name,,,,NA,NA,,chr,BASSE H/C,n/a,n/a,>10 unique values,586,0.61983172,YES
231,F4A_DPT3_HCID,f4a_dpt3_hcid,vida_enrl.csv,keep,,DPT/Pentavalent 3 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,69,0.631955125,YES
160,F4A_DRH_BELLYPAIN,f4a_drh_bellypain,vida_enrl.csv,keep,,Belly pain,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
156,F4A_DRH_BLOOD,f4a_drh_blood,vida_enrl.csv,keep,,Blood in stools,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
168,F4A_DRH_BREATH,f4a_drh_breath,vida_enrl.csv,keep,,Difficulty breathing,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
164,F4A_DRH_CONSC,f4a_drh_consc,vida_enrl.csv,keep,,Loss of consciousness,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
169,F4A_DRH_CONV,f4a_drh_conv,vida_enrl.csv,keep,,Convulsion,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562109834,YES
167,F4A_DRH_COUGH,f4a_drh_cough,vida_enrl.csv,keep,,Cough,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562109834,YES
153,F4A_DRH_DATE,f4a_drh_date,vida_enrl.csv,keep,,Date of onset of diarrhea:,,,,date?,NA,,date,5/9/2015,.,12/31/2017,. to 12/31/17,1098,0.562109834,YES
152,F4A_DRH_DAYS,f4a_drh_days,vida_enrl.csv,keep,,How many days including today has this episode of diarrhea lasted?,,,,NA,NA,GEMS,chr,3,n/a,n/a,"., 1, 10, 2, 3, 4, 5, 6, 7",9,0.562109834,YES
161,F4A_DRH_FEVER,f4a_drh_fever,vida_enrl.csv,keep,,Fever at least 38C,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
158,F4A_DRH_LESSDRINK,f4a_drh_lessdrink,vida_enrl.csv,keep,,Drank less than usual,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
163,F4A_DRH_LETHRGY,f4a_drh_lethrgy,vida_enrl.csv,keep,,Dec. activity or lethargy,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
166,F4A_DRH_PROLAPSE,f4a_drh_prolapse,vida_enrl.csv,keep,,Rectal prolapse,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
162,F4A_DRH_RESTLESS,f4a_drh_restless,vida_enrl.csv,keep,,Irritable or restless,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562109834,YES
154,F4A_DRH_STOOLS,f4a_drh_stools,vida_enrl.csv,keep,,"Since the child became ill with diarrhea, how would you best describe the stool? [Check the most common.]","1=Simple watery, 
2=Rice watery stool, 
3=Sticky/mucoid, 
4=Bloody",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4",5,0.562109834,YES
165,F4A_DRH_STRAIN,f4a_drh_strain,vida_enrl.csv,keep,,Rectal straining,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
157,F4A_DRH_THIRST,f4a_drh_thirst,vida_enrl.csv,keep,,Very thirsty,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
159,F4A_DRH_UNDRINK,f4a_drh_undrink,vida_enrl.csv,keep,,Not able to drink,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 9",4,0.562109834,YES
138,F4A_FETCH_WATER,f4a_fetch_water,vida_enrl.csv,keep,,"Do you or other members from your Household has go and fetch drinking water for the Household has every day? [If ""Yes"", go to Question 16a, if ""No"" go to Question 16b.]","N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.655387678,YES
171,F4A_FREQ_VOMIT,f4a_freq_vomit,vida_enrl.csv,keep,,"On the worst day, how many times did s/he vomit?","1=1, 
2=2-4, 
3=5 or more",,,NA,NA,,chr,2,n/a,n/a,"., 1, 2, 3",4,0.795440152,YES
89,F4A_FUEL_BIOGAS,f4a_fuel_biogas,vida_enrl.csv,keep,,Cooking fuel biogas,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
99,F4A_FUEL_BUT,f4a_fuel_but,vida_enrl.csv,keep,,Cooking fuel butane gas,"Y, """"",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
95,F4A_FUEL_CHARCOAL,f4a_fuel_charcoal,vida_enrl.csv,keep,,Cooking fuel charcoal,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
92,F4A_FUEL_COAL,f4a_fuel_coal,vida_enrl.csv,keep,,Cooking fuel coal/lignite,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
96,F4A_FUEL_CROP,f4a_fuel_crop,vida_enrl.csv,keep,,Cooking fuel crop residue,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
93,F4A_FUEL_DUNG,f4a_fuel_dung,vida_enrl.csv,keep,,Cooking fuel animal dung,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
88,F4A_FUEL_ELEC,f4a_fuel_elec,vida_enrl.csv,keep,,Cooking fuel electricity,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
90,F4A_FUEL_GRASS,f4a_fuel_grass,vida_enrl.csv,keep,,Cooking fuel strawithshrubs,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
97,F4A_FUEL_KERO,f4a_fuel_kero,vida_enrl.csv,keep,,Cooking fuel kerosene,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
94,F4A_FUEL_NATGAS,f4a_fuel_natgas,vida_enrl.csv,keep,,Cooking fuel natural gas,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
100,F4A_FUEL_OTHER,f4a_fuel_other,vida_enrl.csv,keep,,Cooking fuel other,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0",2,0.562652673,YES
91,F4A_FUEL_PROPANE,f4a_fuel_propane,vida_enrl.csv,keep,,Cooking fuel propane gas,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562652673,YES
98,F4A_FUEL_WOOD,f4a_fuel_wood,vida_enrl.csv,keep,,Cooking fuel wood,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562652673,YES
185,F4A_HOMETRT_AB,f4a_hometrt_ab,vida_enrl.csv,keep,,Antibiotics,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
186,F4A_HOMETRT_HERB,f4a_hometrt_herb,vida_enrl.csv,keep,,Home remedy/herb med,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
182,F4A_HOMETRT_MAIZE,f4a_hometrt_maize,vida_enrl.csv,keep,,Homemade fluid,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
183,F4A_HOMETRT_MILK,f4a_hometrt_milk,vida_enrl.csv,keep,,Spec milk/infant formula,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
192,F4A_HOMETRT_NONE,f4a_hometrt_none,vida_enrl.csv,keep,,No special remedies,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
181,F4A_HOMETRT_ORS,f4a_hometrt_ors,vida_enrl.csv,keep,,Oralite or ORS,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
190,F4A_HOMETRT_OTHR1,f4a_hometrt_othr1,vida_enrl.csv,keep,,Child given other (1),"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562200308,YES
191,F4A_HOMETRT_OTHR2,f4a_hometrt_othr2,vida_enrl.csv,keep,,Child given other (2),"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
184,F4A_HOMETRT_OTHRLIQ,f4a_hometrt_othrliq,vida_enrl.csv,keep,,Any other liquids,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
189,F4A_HOMETRT_ZINC,f4a_hometrt_zinc,vida_enrl.csv,keep,,Zinc (tablet/syrup),"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562200308,YES
84,F4A_HOUSE_AGLAND,f4a_house_agland,vida_enrl.csv,keep,,Household has agricultural land,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
77,F4A_HOUSE_BIKE,f4a_house_bike,vida_enrl.csv,keep,,Household has bike/rickshaw,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
86,F4A_HOUSE_BOAT,f4a_house_boat,vida_enrl.csv,keep,,Household has boat with motor,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
80,F4A_HOUSE_CAR,f4a_house_car,vida_enrl.csv,keep,,Household has car/truck,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
81,F4A_HOUSE_CART,f4a_house_cart,vida_enrl.csv,keep,,Household has animal cart,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
76,F4A_HOUSE_ELEC,f4a_house_elec,vida_enrl.csv,keep,,Household has  electricity,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
83,F4A_HOUSE_FRIDGE,f4a_house_fridge,vida_enrl.csv,keep,,Household has refrigerator,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
87,F4A_HOUSE_NONE,f4a_house_none,vida_enrl.csv,keep,,Household has none of above,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
78,F4A_HOUSE_PHONE,f4a_house_phone,vida_enrl.csv,keep,,Household has telephone,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
85,F4A_HOUSE_RADIO,f4a_house_radio,vida_enrl.csv,keep,,Household has radio,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
82,F4A_HOUSE_SCOOT,f4a_house_scoot,vida_enrl.csv,keep,,Household has moto/scooter,"Y, """"",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.562381254,YES
79,F4A_HOUSE_TELE,f4a_house_tele,vida_enrl.csv,keep,,Household has television,"Y, """"",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562381254,YES
263,F4A_IPV1,f4a_ipv1,vida_enrl.csv,keep,,Inactivated polio vaccine 1,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1, 9",4,0.581380621,YES
264,F4A_IPV1_DATE,f4a_ipv1_date,vida_enrl.csv,keep,,Inactivated polio vaccine 1 date,,,,date?,NA,,date,5/13/2015,.,12/31/2016,. to 12/31/16,554,0.885551434,YES
266,F4A_IPV1_DK,f4a_ipv1_dk,vida_enrl.csv,keep,,Inactivated polio vaccine 1 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.997376278,YES
265,F4A_IPV1_HC,f4a_ipv1_hc,vida_enrl.csv,keep,,Inactivated polio vaccine 1 health center name,,,,NA,NA,,chr,BASSE HEALTH CENTRE,n/a,n/a,>10 unique values,239,0.885551434,YES
267,F4A_IPV1_HCID,f4a_ipv1_hcid,vida_enrl.csv,keep,,Inactivated polio vaccine 1 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,56,0.888175156,YES
268,F4A_IPV2,f4a_ipv2,vida_enrl.csv,keep,,Inactivated polio vaccine 2,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1, 9",4,0.883651497,YES
269,F4A_IPV2_DATE,f4a_ipv2_date,vida_enrl.csv,keep,,Inactivated polio vaccine 2 date,,,,date?,NA,,date,6/23/2014,.,11/16/2015,. to 11/16/15,13,0.998914322,YES
271,F4A_IPV2_DK,f4a_ipv2_dk,vida_enrl.csv,keep,,Inactivated polio vaccine 2 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,YES
270,F4A_IPV2_HC,f4a_ipv2_hc,vida_enrl.csv,keep,,Inactivated polio vaccine 2 HC,,,,NA,NA,,chr,BANSANG,n/a,n/a,", abidha, AKALA, BANSANG, BRIKAMA BA, BRIKAMABA HEALTH CENTER, MULAHA, NDORI, TINGWANGI HEALTH CENTER",8,0.998914322,YES
272,F4A_IPV2_HCID,f4a_ipv2_hcid,vida_enrl.csv,keep,,Inactivated polio vaccine 2 HC code,,,,NA,NA,,chr,107,n/a,n/a,", 103, 107, 108, 13, 2, 311, 6, 8, 90",9,0.998823849,YES
273,F4A_IPV3,f4a_ipv3,vida_enrl.csv,keep,,Inactivated polio vaccine 3,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,9,n/a,n/a,"., 0, 1, 9",4,0.997738171,YES
274,F4A_IPV3_DATE,f4a_ipv3_date,vida_enrl.csv,keep,,Inactivated polio vaccine 3 date,,,,date?,NA,,date,11/27/2013,.,12/9/2015,. to 12/09/15,7,0.999457161,YES
276,F4A_IPV3_DK,f4a_ipv3_dk,vida_enrl.csv,keep,,Inactivated polio vaccine 3 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,YES
275,F4A_IPV3_HC,f4a_ipv3_hc,vida_enrl.csv,keep,,Inactivated polio vaccine 3 HC,,,,NA,NA,,chr,BRIKAMA BA,n/a,n/a,", abidha, BRIKAMA BA, NDORI",3,0.999457161,YES
277,F4A_IPV3_HCID,f4a_ipv3_hcid,vida_enrl.csv,keep,,Inactivated polio vaccine 3 HC code,,,,NA,NA,,chr,108,n/a,n/a,", 103, 108, 13, 2, 90",5,0.999366688,YES
64,F4A_MOM_LIVE,f4a_mom_live,vida_enrl.csv,keep,,Where does the child's mother live?,"1=Living in household, 
3=Abroad, 
4=Died, 
2=Living outside of household, 
5=Whereabouts unknown",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.562109834,YES
