overallOrder,variable,dataSet,dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag,variable_dataFile,Question,VIDA Coding,CRF,Q. no
386,f4b_trt_pres_zinc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_ZINC,Zinc home,"1 = Selected, 0 = Not selected",F7,25
387,f4b_trt_give_zinc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_ZINC,Zinc center,"1 = Selected, 0 = Not selected",F7,20
388,f4b_trt_pres_cxl,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_CXL,Cotrimoxazole home,"1 = Selected, 0 = Not selected",F7,25
389,f4b_trt_give_cxl,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_CXL,Cotrimoxazole center,"1 = Selected, 0 = Not selected",F7,13
390,f4b_trt_pres_gent,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_GENT,Gentamycin home,"1 = Selected, 0 = Not selected",F7,25
391,f4b_trt_give_gent,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_GENT,Gentamycin center,"1 = Selected, 0 = Not selected",F7,13
392,f4b_trt_pres_chlor,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_CHLOR,Chloramphenicol home,"1 = Selected, 0 = Not selected",F7,23
393,f4b_trt_give_chlor,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_CHLOR,Chloramphenicol center,"1 = Selected, 0 = Not selected",F7,13
394,f4b_trt_pres_ery,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_ERY,Erythromycin home,"1 = Selected, 0 = Not selected",F7,25
395,f4b_trt_give_ery,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_ERY,Erythromycin center,"1 = Selected, 0 = Not selected",F7,13
396,f4b_trt_pres_azi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_AZI,Azithromycin home,"1 = Selected, 0 = Not selected",F7,22
397,f4b_trt_give_azi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_AZI,Azithromycin center,"1 = Selected, 0 = Not selected",F7,13
398,f4b_trt_pres_macr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_MACR,Other macrolides home,"1 = Selected, 0 = Not selected",F7,25
399,f4b_trt_give_macr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.566440525,NA,F4B_TRT_GIVE_MACR,Other macrolides center,"1 = Selected, 0 = Not selected",F7,13
400,f4b_trt_pres_pen,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_PEN,Penicillin home,"1 = Selected, 0 = Not selected",F7,25
401,f4b_trt_give_pen,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_PEN,Penicillin center,"1 = Selected, 0 = Not selected",F7,16.a
402,f4b_trt_pres_amox,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_AMOX,Amoxycillin home,"1 = Selected, 0 = Not selected",F7,21
403,f4b_trt_give_amox,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_AMOX,Amoxycillin center,"1 = Selected, 0 = Not selected",F7,13
404,f4b_trt_pres_cef,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_CEF,Ceftriaxone home,"1 = Selected, 0 = Not selected",F7,22
405,f4b_trt_give_cef,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_CEF,Ceftriaxone center,"1 = Selected, 0 = Not selected",F7,13
406,f4b_trt_pres_cip,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_CIP,Cephalosporin home,"1 = Selected, 0 = Not selected",F7,24
407,f4b_trt_give_cip,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_CIP,Cephalosporin center,"1 = Selected, 0 = Not selected",F7,13
408,f4b_trt_pres_ampi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_AMPI,Ampicillin home,"1 = Selected, 0 = Not selected",F7,21
409,f4b_trt_give_ampi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_AMPI,Ampicillin center,"1 = Selected, 0 = Not selected",F7,13
410,f4b_trt_pres_nalid,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_NALID,Nalidixic acid home,"1 = Selected, 0 = Not selected",F7,25
411,f4b_trt_give_nalid,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_NALID,Nalidixic acid center,"1 = Selected, 0 = Not selected",F7,13
412,f4b_trt_pres_cpnr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_CPNR,Ciprofloxacin home,"1 = Selected, 0 = Not selected",F7,25
413,f4b_trt_give_cpnr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_CPNR,Ciprofloxacin center,"1 = Selected, 0 = Not selected",F7,13
414,f4b_trt_pres_slpy,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_SLPY,Selexid home,"1 = Selected, 0 = Not selected",F7,25
415,f4b_trt_give_slpy,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_SLPY,Selexid center,"1 = Selected, 0 = Not selected",F7,16.b
416,f4b_trt_pres_flag,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_FLAG,Metronidazole home,"1 = Selected, 0 = Not selected",F7,25
417,f4b_trt_give_flag,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_FLAG,Metronidazole center,"1 = Selected, 0 = Not selected",F7,13
418,f4b_trt_pres_othr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_OTHR,"Other antibiotic, home","1 = Selected, 0 = Not selected",F7,25
419,f4b_trt_give_othr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_OTHR,"Other antibiotic, center","1 = Selected, 0 = Not selected",F7,14
420,f4b_trt_pres_spec,VIDA,vida_enrl.csv,chr,PARACETAMOL,NA,NA,n/a,n/a,>10 unique values,33,0.996381728,NA,F4B_TRT_PRES_SPEC,Other antibiotics home sp,string,F7,25
421,f4b_trt_give_spec,VIDA,vida_enrl.csv,chr,CLOXACILLIN,NA,NA,n/a,n/a,", AMOXICILLINE, CLOXACILLIN, maltivitamin syrup, paracetamol, Vitamin A supplement, VOGALENE INJ",6,0.999457259,NA,F4B_TRT_GIVE_SPEC,Other antibiotics at center sp,string,F7,17
422,f4b_trt_pres_home,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_HOME,Homemade fluid home,"1 = Selected, 0 = Not selected",F7,25
423,f4b_trt_give_home,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.566440525,NA,F4B_TRT_GIVE_HOME,Homemade fluid center,"1 = Selected, 0 = Not selected",F7,13
424,f4b_trt_pres_anti,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_ANTI,Antimalarial home,"1 = Selected, 0 = Not selected",F7,22
425,f4b_trt_give_anti,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_ANTI,Antimalarial center,"1 = Selected, 0 = Not selected",F7,13
426,f4b_trt_pres_othr1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_OTHR1,Other medicine home,"1 = Selected, 0 = Not selected",F7,25
427,f4b_trt_give_othr1,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_OTHR1,Other medicine center 1,"1 = Selected, 0 = Not selected",F7,14
428,f4b_trt_pres_spec1,VIDA,vida_enrl.csv,chr,PARACETAMOL SYRUP,NA,NA,n/a,n/a,>10 unique values,303,0.709995477,NA,F4B_TRT_PRES_SPEC1,Other medicine specify,string,F7,25
429,f4b_trt_give_spec1,VIDA,vida_enrl.csv,chr,PARACETAMOL,NA,NA,n/a,n/a,>10 unique values,139,0.904387155,NA,F4B_TRT_GIVE_SPEC1,Other medicine 2 specify,string,F7,18
430,f4b_trt_pres_othr2,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_OTHR2,Other medicine home,"1 = Selected, 0 = Not selected",F7,25
431,f4b_trt_give_othr2,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_OTHR2,Other medicine center 2,"1 = Selected, 0 = Not selected",F7,15
432,f4b_trt_pres_spec2,VIDA,vida_enrl.csv,chr,MULTIVITAMIN SYRUP,NA,NA,n/a,n/a,>10 unique values,303,0.895160561,NA,F4B_TRT_PRES_SPEC2,Other medicine 3 specify,string,F7,25
433,f4b_trt_give_spec2,VIDA,vida_enrl.csv,chr,ZINCOVIL SYRUP,NA,NA,n/a,n/a,>10 unique values,126,0.964269561,NA,F4B_TRT_GIVE_SPEC2,Other medicine 4 specify,string,F7,19
434,f4b_trt_pres_othr3,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_PRES_OTHR3,Other medicine home,"1 = Selected, 0 = Not selected",F7,25
435,f4b_trt_give_othr3,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.566440525,NA,F4B_TRT_GIVE_OTHR3,Other medicine center 3,"1 = Selected, 0 = Not selected",F7,16
436,f4b_trt_pres_spec3,VIDA,vida_enrl.csv,chr,FOLIC ACID,NA,NA,n/a,n/a,>10 unique values,143,0.974943464,NA,F4B_TRT_PRES_SPEC3,Other medicine 5 specify,string,F7,25
437,f4b_trt_give_spec3,VIDA,vida_enrl.csv,chr,FERROUS AND SULPHATE,NA,NA,n/a,n/a,>10 unique values,63,0.987878788,NA,F4B_TRT_GIVE_SPEC3,Other medicine 6 specify,string,F7,19
438,f4b_trt_none,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.566440525,NA,F4B_TRT_NONE,None prescribed,"1 = Selected, 0 = Not selected",F7,21
439,f4b_outcome,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5, 6",7,0.562098598,NA,F4B_OUTCOME,Outcome when leaving hospital/health center.,"1 = ""Resolved or healthy"", 
2 = ""Improved"", 
3 = 'No better', 
4 = 'Worse', 
5 = 'Died in hospital/health center', 
6 = 'Unknown/lost to follow up'",F7,10
440,f4b_discharge_date,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2017,. to 12/31/17,1023,0.562641339,NA,F4B_DISCHARGE_DATE,Date of discharge:,date,F6,20
441,f4b_discharge_time,VIDA,vida_enrl.csv,chr,12:26,NA,NA,n/a,n/a,>10 unique values,641,0.562641339,NA,F4B_DISCHARGE_TIME,Time of discharge:,string,F6,20
442,f4b_date_death,VIDA,vida_enrl.csv,date,9/29/2015,date?,NA,.,9/29/2015,. to 09/29/15,7,0.999457259,NA,F4B_DATE_DEATH,"If the child died, what was the date of death:",date,F6,19
443,f4b_comment,VIDA,vida_enrl.csv,chr,"HB OF 9.6MMLDL, AS TO COME BACK AFTER TWO WEEKS FOR HB CHECKING.",NA,NA,n/a,n/a,>10 unique values,236,0.978290366,NA,F4B_COMMENT,Notes or comments,string,F6,17
444,f4b_intvwr,VIDA,vida_enrl.csv,chr,HABBY JALLOW,NA,NA,n/a,n/a,>10 unique values,332,0.562189055,NA,F4B_INTVWR,Interviewer's name,string,F7,
445,f4b_int_code,VIDA,vida_enrl.csv,chr,19,NA,NA,n/a,n/a,>10 unique values,99,0.562189055,NA,F4B_INT_CODE,Interviewer's staff code,integer,F7,
446,f4b_qc,VIDA,vida_enrl.csv,chr,DEMBA JOBE,NA,NA,n/a,n/a,>10 unique values,110,0.562189055,NA,F4B_QC,Quality control's name,string,F7,11
447,f4b_qc_code,VIDA,vida_enrl.csv,chr,6,NA,NA,n/a,n/a,>10 unique values,27,0.562189055,NA,F4B_QC_CODE,QC staff code,integer,F7,11
448,f4b_qc_date,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2016,. to 12/31/16,991,0.562279512,NA,F4B_QC_DATE,QC date,date,F7,11
449,f5_date,VIDA,vida_enrl.csv,date,7/23/2015,date?,NA,.,12/31/2017,. to 12/31/17,1066,0.000180914,NA,F5_DATE,Follow-up visit date,Date,F7,25
450,f5_status,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000180914,NA,F5_STATUS,What was the outcome of the follow-up interview?,"1 = 'Conducted', 0 = 'Not conducted'",F7,30.d
451,f5_not_conduct,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3, 4",5,0.963093623,NA,F5_NOT_CONDUCT,"If ""Not conducted"", what was the reason?","1 = 'Child cannot be found', 
2 = 'Caretaker not available after 3 visits',  
3 = 'Caretaker refused',
4 = 'Other'
5 = 'Caretaker refused because the child died'",F7,29
452,f5_relation,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,>10 unique values,11,0.036996834,NA,F5_RELATION,What is your relationship with the child?,"1 = 'Mother', 
2 = 'Father', 
3 = 'Sister', 
4 = 'Brother', 
5 = 'Grandmother', 
6 = 'Grandfather', 
7 = 'Aunt', 
8 = 'Uncle', 
9 = 'No relation', 
10 = 'Other'",F7,30.b
453,f5_relation_spec,VIDA,vida_enrl.csv,chr,STEP MOTHER,NA,NA,n/a,n/a,", GRAND GRANDMOTHER, sister in law, step mother, Step mother, STEP MOTHER, Stepmother",6,0.999185889,NA,F5_RELATION_SPEC,"Other, specify:",string,F7,30.b
454,f5_child_health,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.036996834,NA,F5_CHILD_HEALTH,How is child's health since the last study visit?,"1 = 'Appears health', 
2 = 'Health improved but not back to normal', 
3= 'No better/unchanged', 
4 = 'health has deteriorated', 
5 = 'Died'",F7,25
455,f5_date_death,VIDA,vida_enrl.csv,date,6/25/2015,date?,NA,.,12/1/2015,. to 12/01/15,41,0.996381728,NA,F5_DATE_DEATH,"If the child died, what was the date of death?",date,F7,25
456,f5_place_death,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2",3,0.996381728,NA,F5_PLACE_DEATH,"If the child died, what was the place of death?","1 = 'Health facility', 
2 = 'Home or elsewhere'",F7,30.a
457,f5_died_facility,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,", 1, 101, 107, 201, 206, 301, 4, 90",8,0.998100407,NA,F5_DIED_FACILITY,"If the child died in a health facility, what was the name of the health facility?",numeric,F7,25
458,f5_facility_spec,VIDA,vida_enrl.csv,chr,MADIANY,NA,NA,n/a,n/a,", MADIANY",1,0.999909543,NA,F5_FACILITY_SPEC,"Other, specify:",string,F7,27
459,f5_exp_drh,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_EXP_DRH,Diarrhea illness,"0 = ""No"", 1 = ""Yes""",F7,25
460,f5_exp_drh_visit,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.705924921,NA,F5_EXP_DRH_VISIT,Visited facility-diarrhea,"0 = ""No"", 1 = ""Yes""",F7,25
461,f5_exp_dys,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_EXP_DYS,Bloody diarrhea illness,"0 = ""No"", 1 = ""Yes""",F7,25
462,f5_exp_dys_visit,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.984260516,NA,F5_EXP_DYS_VISIT,Visited health facility - bloody stool,"0 = ""No"", 1 = ""Yes""",F7,25
463,f5_exp_cou,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_EXP_COU,Cough illness,"0 = ""No"", 1 = ""Yes""",F7,25
464,f5_exp_cou_visit,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.946087743,NA,F5_EXP_COU_VISIT,Visited facility - cough,"0 = ""No"", 1 = ""Yes""",F7,25
465,f5_exp_fever,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_EXP_FEVER,Fever illness,"0 = ""No"", 1 = ""Yes""",F7,25
466,f5_exp_fever_visit,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.792672999,NA,F5_EXP_FEVER_VISIT,Visited facility - fever,"0 = ""No"", 1 = ""Yes""",F7,26
467,f5_exp_othr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037268204,NA,F5_EXP_OTHR,Other illness 1,"0 = ""No"", 1 = ""Yes""",F7,27
468,f5_exp_othr_visit,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.756037992,NA,F5_EXP_OTHR_VISIT,Visited facility - other reason 1,"0 = ""No"", 1 = ""Yes""",F7,27
469,f5_exp_othr2,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037268204,NA,F5_EXP_OTHR2,Other illness 2,"0 = ""No"", 1 = ""Yes""",F7,27
470,f5_exp_othr2_visit,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.906558118,NA,F5_EXP_OTHR2_VISIT,Visited facility - other 2,"0 = ""No"", 1 = ""Yes""",F7,27
471,f5_exp_spec,VIDA,vida_enrl.csv,chr,PIMPLES,NA,NA,n/a,n/a,>10 unique values,293,0.756309362,NA,F5_EXP_SPEC,Other illness 1 specify,string,F7,27
472,f5_exp_spec2,VIDA,vida_enrl.csv,chr,PIMPLES,NA,NA,n/a,n/a,>10 unique values,171,0.906558118,NA,F5_EXP_SPEC2,Other illness 2 specify,string,F7,27
473,f5_diag_typ,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_DIAG_TYP,Diagnosed with typhoid,"0 = ""No"", 1 = ""Yes""",F7,25
474,f5_diag_mal,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_DIAG_MAL,Diagnosed with malaria,"0 = ""No"", 1 = ""Yes""",F7,25
475,f5_diag_pne,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_DIAG_PNE,Diagnosed with pneumonia,"0 = ""No"", 1 = ""Yes""",F7,25
476,f5_diag_meng,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_DIAG_MENG,Diagnosed with meningitis,"0 = ""No"", 1 = ""Yes""",F7,25
477,f5_diag_othr,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_DIAG_OTHR,Diagnosed with other,"0 = ""No"", 1 = ""Yes""",F7,25
478,f5_diag_spec,VIDA,vida_enrl.csv,chr,ABSCESS,NA,NA,n/a,n/a,>10 unique values,102,0.969063772,NA,F5_DIAG_SPEC,Diagnosed with specify,string,F7,25
479,f5_exp_rectal,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_EXP_RECTAL,Rectal prolapse [Some pink tissue appears outside of the child's anus]:,"0 = ""No"", 1 = ""Yes""",F7,27
480,f5_exp_convul,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_EXP_CONVUL,Convulsions:,"0 = ""No"", 1 = ""Yes""",F7,25
481,f5_exp_arthritis,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.037177748,NA,F5_EXP_ARTHRITIS,"Arthritis [Swollen, painful joints]:","0 = ""No"", 1 = ""Yes""",F7,25
482,f5_agecat,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2",3,0.04079602,NA,F5_AGECAT,Child's age,"1 = ""0-23 months"", 
2 = ""24-59 months""",F7,25
483,f5_wt_child,VIDA,vida_enrl.csv,chr,78.8,NA,NA,n/a,n/a,>10 unique values,675,0.376390773,NA,F5_WT_CHILD,Caretaker + child weight,numeric,F7,30.h
484,f5_wt_care,VIDA,vida_enrl.csv,chr,69.9,NA,NA,n/a,n/a,>10 unique values,659,0.376390773,NA,F5_WT_CARE,Caretaker weight,numeric,F7,30.g
485,f5_wt,VIDA,vida_enrl.csv,chr,11.5,NA,NA,n/a,n/a,>10 unique values,127,0.664495703,NA,F5_WT,24-59 months old: (Weight of child alone):,numeric,F7,30.f
486,f5_ht1,VIDA,vida_enrl.csv,chr,69.5,NA,NA,n/a,n/a,>10 unique values,545,0.040886477,NA,F5_HT1,Height 1st,numeric,F7,27
487,f5_ht2,VIDA,vida_enrl.csv,chr,69.4,NA,NA,n/a,n/a,>10 unique values,538,0.040886477,NA,F5_HT2,Height 2nd,numeric,F7,27
488,f5_ht3,VIDA,vida_enrl.csv,chr,69.5,NA,NA,n/a,n/a,>10 unique values,543,0.040886477,NA,F5_HT3,Height 3rd,numeric,F7,27
489,f5_muac1,VIDA,vida_enrl.csv,chr,14,NA,NA,n/a,n/a,>10 unique values,98,0.040886477,NA,F5_MUAC1,MUAC 1st,numeric,F7,27
490,f5_muac2,VIDA,vida_enrl.csv,chr,14,NA,NA,n/a,n/a,>10 unique values,98,0.040886477,NA,F5_MUAC2,MUAC 2nd,numeric,F7,27
491,f5_muac3,VIDA,vida_enrl.csv,chr,14.1,NA,NA,n/a,n/a,>10 unique values,98,0.040886477,NA,F5_MUAC3,MUAC 3rd,numeric,F7,28
492,f5_temp,VIDA,vida_enrl.csv,chr,36.2,NA,NA,n/a,n/a,>10 unique values,53,0.04079602,NA,F5_TEMP,Axillary temperature,numeric,F7,30.e
493,f5_resp1,VIDA,vida_enrl.csv,chr,34,NA,NA,n/a,n/a,>10 unique values,47,0.04079602,NA,F5_RESP1,Respiratory rate 1st,numeric,F7,30.c
494,f5_resp2,VIDA,vida_enrl.csv,chr,30,NA,NA,n/a,n/a,>10 unique values,46,0.04079602,NA,F5_RESP2,Respiratory rate 2nd,numeric,F7,30.c
495,f5_rectal,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.04079602,NA,F5_RECTAL,Rectal prolapse:,"0 = 'Absent', 1 = 'Present'",F7,30.b
496,f5_bipedal,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.04079602,NA,F5_BIPEDAL,Bipedal edema [Both feet]:,"0 = 'Absent', 1 = 'Present'",F7,25
497,f5_abn_hair,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.04079602,NA,F5_ABN_HAIR,"Abnormal hair: sparse, loose, straight:","0 = 'Absent', 1 = 'Present'",F7,25
498,f5_under_nutr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.040886477,NA,F5_UNDER_NUTR,Undernutrition: wasted/very thin:,"0 = 'Absent', 1 = 'Present'",F7,30.e
499,f5_skin_flaky,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.04079602,NA,F5_SKIN_FLAKY,Skin has 'flaky paint' appearance:,"0 = 'Absent', 1 = 'Present'",F7,30.c
500,f5_cfusdoc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.869018544,NA,F5_CFUSDOC,,,,
501,f5_cfudob,VIDA,vida_enrl.csv,date,10/10/2016,date?,NA,.,12/30/2017,. to 12/30/17,672,0.902578019,NA,F5_CFUDOB,,,,
502,f5_cfuwyn,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.902578019,NA,F5_CFUWYN,,,,
503,f5_cfuwt,VIDA,vida_enrl.csv,chr,3.5,NA,NA,n/a,n/a,>10 unique values,62,0.924739937,NA,F5_CFUWT,,,,
504,f5_cfuftw,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.977838082,NA,F5_CFUFTW,,,,
505,f5_cfuwtdy,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,>10 unique values,36,0.985979195,NA,F5_CFUWTDY,,,,
506,f5_cfufw,VIDA,vida_enrl.csv,chr,2.5,NA,NA,n/a,n/a,>10 unique values,41,0.986069652,NA,F5_CFUFW,,,,
507,f5_cfulmp,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.902668476,NA,F5_CFULMP,,,,
508,f5_cfulmpdt,VIDA,vida_enrl.csv,chr,10/10/2015,NA,NA,n/a,n/a,>10 unique values,401,0.946720941,NA,F5_CFULMPDT,,,,
509,f5_cfu1ukdt,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.998824062,NA,F5_CFU1UKDT,,,,
510,f5_cfuedd,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.902668476,NA,F5_CFUEDD,,,,
511,f5_cfuexpdt,VIDA,vida_enrl.csv,chr,6/15/2016,NA,NA,n/a,n/a,>10 unique values,460,0.941022162,NA,F5_CFUEXPDT,,,,
