"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"30","lt_raw_otis_visit::otis_op1_vag_exam_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason vaginal exam not performed on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"31","lt_raw_otis_visit::otis_op1_vag_exam_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason vaginal exam not performed on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"32","lt_raw_otis_visit::otis_op1_vag_exam_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason vaginal exam not performed on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"33","lt_raw_otis_visit::otis_op1_exam_water","lt_raw_otis_visit","","Hands cleaned with water before exam","","Community","","Observed activites on admission","Was water used to clean hands before examination ?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason hands not cleaned with water before exam on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"34","lt_raw_otis_visit::otis_op1_water_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason hands not cleaned with water before exam on admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"35","lt_raw_otis_visit::otis_op1_water_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason hands not cleaned with water before exam on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"36","lt_raw_otis_visit::otis_op1_water_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason hands not cleaned with water before exam on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"37","lt_raw_otis_visit::otis_op1_water_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason hands not cleaned with water before exam on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"38","lt_raw_otis_visit::otis_op1_exam_soap","lt_raw_otis_visit","","Hands cleaned with soap or alcohol rub before exam","","Community","","Observed activites on admission","Was soap or alcohol rub used to clean hands before exam?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason hands not cleaned with soap or alcohol rub before exam on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"39","lt_raw_otis_visit::otis_op1_soap_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason hands not cleaned with soap or alcohol rub before exam on admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"40","lt_raw_otis_visit::otis_op1_soap_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason hands not cleaned with soap or alcohol rub before exam on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"41","lt_raw_otis_visit::otis_op1_soap_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason hands not cleaned with soap or alcohol rub before exam on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"42","lt_raw_otis_visit::otis_op1_soap_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason hands not cleaned with soap or alcohol rub before exam on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"43","lt_raw_otis_visit::otis_op1_exam_gloves","lt_raw_otis_visit","","Clean gloves used","","Community","","Observed activites on admission","Were clean gloves used?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason clean gloves not used on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"44","lt_raw_otis_visit::otis_op1_gloves_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason clean gloves not used on admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"45","lt_raw_otis_visit::otis_op1_gloves_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason clean gloves not used on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"46","lt_raw_otis_visit::otis_op1_gloves_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason clean gloves not used on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"47","lt_raw_otis_visit::otis_op1_gloves_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason clean gloves not used on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"48","lt_raw_otis_visit::otis_op1_danger_signs_mother","lt_raw_otis_visit","","Danger signs explained to mother","","Community","","Observed activites on admission","Did birth attendant explain danger signs to mother?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason danger signs not explained to mother on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"49","lt_raw_otis_visit::otis_op1_signs_mother_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason danger signs not explained to mother on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"50","lt_raw_otis_visit::otis_op1_signs_mother_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason danger signs not explained to mother on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"51","lt_raw_otis_visit::otis_op1_signs_mother_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason danger signs not explained to mother on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"52","lt_raw_otis_visit::otis_op1_danger_signs_bc","lt_raw_otis_visit","","Danger signs explained to birth companion","","Community","","Observed activites on admission","Did birth attendant explain danger signs to birth companion?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason danger signs not explained to birth companion on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"53","lt_raw_otis_visit::otis_op1_signs_bc_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason danger signs not explained to birth companion on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"54","lt_raw_otis_visit::otis_op1_signs_bc_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason danger signs not explained to birth companion on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"55","lt_raw_otis_visit::otis_op1_signs_bc_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason danger signs not explained to birth companion on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"56","lt_raw_otis_visit::otis_op1_checklist","lt_raw_otis_visit","","Used Safe Childbirth Checklist","","Community","","Observed activites on admission","Did birth attendant use the SCC during admission?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason did not use Safe Childbirth Checklist during admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"57","lt_raw_otis_visit::otis_op1_checklist_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason did not use Safe Childbirth Checklist during admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"58","lt_raw_otis_visit::otis_op1_checklist_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason did not use Safe Childbirth Checklist during admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"59","lt_raw_otis_visit::otis_op1_checklist_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason did not use Safe Childbirth Checklist during admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"60","lt_raw_otis_visit::otis_op1_checklist_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason did not use Safe Childbirth Checklist during admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Observed activites just before delivery","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"61","lt_raw_otis_visit::otis_op2_mother_temp","lt_raw_otis_visit","","Temperature measured","","Community","","Observed activites just before delivery","Did birth attendant take Mother<U+2019>s temperature?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"62","lt_raw_otis_visit::otis_op2_mother_temp_value","lt_raw_otis_visit","","Patient temperature just before delivery","","Community","","Health center delivery care","Temperature Recorded (F)","0","variable","","yes","","","BetterBirth","F","","","","","","","",""
"","","","","Reason temperature not measured just before delivery","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"63","lt_raw_otis_visit::otis_op2_mother_temp_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason temperature not measured just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"64","lt_raw_otis_visit::otis_op2_mother_temp_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason temperature not measured just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"65","lt_raw_otis_visit::otis_op2_mother_temp_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason temperature not measured just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
