colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL
301,301,,GAcomputed::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Gestational age computed from estimated date of delivery,,Observation,Obstetric history,,,,variable,,,
374,374,,GAcomputed::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Gestational age computed from estimated date of delivery,,Observation,Obstetric history,,Gestational age computed from EDD,,variable,,,
897,897,,GAdelivery::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Gestational age in weeks computed at delivery,,Participant,Delivery,,Gestational age in weeks computed at delivery,,variable,,,
300,300,,GAenroll::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Gestational age at enrollment (wks),Gestational age at enrollment,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Gestational age at enrollment,,variable,,,
1031,1031,,GAenroll::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Gestational age at enrollment (wks),,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Gestational age at enrollment,,variable,,,
288,288,,game::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",Was gametocytes present or not ,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Gametocytes,"
0 = Absent,1 = Present",variable,,,
591,591,,game::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Gametocytes,"0=Absent, 1=Present",variable,,,
1174,1174,,game::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Gametocytes,"0 = Absent,1 = Present",variable,,,
448,448,,game::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Gametocytes,"0 = Absent,1 = Present",variable,,,
638,638,,game1::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",Gametocytes,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,gametocytes1,"0 = Absent,1 = Present
",variable,,,
1175,1175,,game1::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",Gametocytes,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,gametocytes1,"0 = Absent,1 = Present",variable,,Difference between this and game?,
640,640,,game2::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",Gametocytes,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,gametocytes2,"0 = Absent,1 = Present
",variable,,,
1176,1176,,game2::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",Gametocytes,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,gametocytes2,"0 = Absent,1 = Present",variable,,Difference between this and game?,
642,642,,game3::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",Gametocytes,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,gametocytes3,"0 = Absent,1 = Present
",variable,,,
1177,1177,,game3::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes present, by microscopy",Gametocytes,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,gametocytes3,"0 = Absent,1 = Present",variable,,Difference between this and game?,
954,954,,gender::Individual level database FINAL,Individual level database FINAL,http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Gender of child if singleton birth,"1=Male, 2=Female",variable,,,
1048,1048,,gender::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Gender,"1=Male, 2=Female",variable,,,
624,624,,gestage::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Gestational age,,Observation,Obstetric history,,gestation age at next routine visit,"1=16wks,
2=20wks,
3=24wks,
4=28wks,
5=32wks,
6=36wks,
7=40wks",variable,,,
1052,1052,,gestage::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Gestational age at birth (weeks),,Participant,,,Gestational age at birth in weeks,,variable,,,
73,73,,gestdays::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Gestational age (days),specified the participant's gestation age that is less than a week.,Observation,Pregnancy,,days,,variable,"If forexample the participant was 20 weeks and 3 days gestation age, the 3 days would go in this section while the 20 weeks would go in the gestwks section",,
72,72,,gestwks::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Gestational age (weeks),Specified the participant's gestation age in weeks,Observation,Pregnancy,, weeks,,variable,,,
483,483,,gestwks::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Gestational age (weeks),,Observation,Obstetric history,,If routine visit weeks of gestation,,variable,,,
883,883,,gestwks::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Gestational age (weeks),,Observation,Obstetric history,,Weeks of gestation,,variable,,,
331,331,,gestwks::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Gestational age (weeks),,Observation,Obstetric history,,If routine visit weeks of gestation,"1=16wks,2=20wks,3=24wks,4=28wks,5=32wks,6=36wks,7=40wks",variable,,,
223,223,,gi::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Gastrointestinal condition,gastrointestinal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gi,,variable,,,
546,546,,gi::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Gastrointestinal condition,gastrointestinal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gi,,variable,,,
1129,1129,,gi::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Gastrointestinal condition,gastrointestinal,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gi,,variable,,,
225,225,,gidur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Gastrointestinal condtion duration (days),gastrointestinal duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GI Duration,,variable,,,
548,548,,gidur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Gastrointestinal condtion duration (days),gastrointestinal duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GI Duration,,variable,,,
1131,1131,,gidur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Gastrointestinal condtion duration (days),gastrointestinal duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GI Duration,,variable,,,
224,224,,gigrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Gastrointestinal condition grade,gastrointestinal grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GI Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
547,547,,gigrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Gastrointestinal condition grade,gastrointestinal grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GI Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1130,1130,,gigrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Gastrointestinal condition grade,gastrointestinal grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GI Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
920,920,,Gravidcat::Individual level database FINAL,Individual level database FINAL,,Gravidity categorical,,Participant,Obstetric history,,Categories of gravidity,"1,2,3=>3",variable,,,
1034,1034,,Gravidcat::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal gravidity category,,Participant,,,Categories of gravidity,"1,2,3=>3",variable,,,
921,921,,Graviddich::Individual level database FINAL,Individual level database FINAL,,Gravidity binary,,Participant,Obstetric history,,Gravidity dichotomized,"1,2=>2",variable,,,
1033,1033,,Gravidity::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Maternal gravidity,,Participant,,,Total number of pregnancies,,variable,,,
226,226,,gu::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Genitourinary condition,genitourinary ,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gu,,variable,,,
549,549,,gu::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Genitourinary condition,genitourinary ,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gu,,variable,,,
1132,1132,,gu::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Genitourinary condition,genitourinary ,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,gu,,variable,,,
228,228,,gudur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Genitourinary condition duration (days),genitourinary duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GU Duration,,variable,,,
551,551,,gudur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Genitourinary condition duration (days),genitourinary duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GU Duration,,variable,,,
1134,1134,,gudur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Genitourinary condition duration (days),genitourinary duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GU Duration,,variable,,,
227,227,,gugrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Genitourinary condition grade,genitourinary grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GU Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
550,550,,gugrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Genitourinary condition grade,genitourinary grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GU Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1133,1133,,gugrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Genitourinary condition grade,genitourinary grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,GU Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
664,664,,hampm::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Hospital presentation at labor,When participant presented to the hospital (am or pm),Observation,Labor and delivery,,AM/PM hospital,"0=AM,
1=PM",variable,,????,
272,272,,hb::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),Hemoglobin results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Hemoglobin,,variable,,,
578,578,,hb::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,hemoglobin result,,variable,,,
836,836,,hb::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Hemoglobin,,variable,,,
345,345,,hb::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,hemoglobin result,,variable,,,
441,441,,hb::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,hemoglobin result,,variable,,,
1157,1157,,hb::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,hemoglobin result,,variable,,Define?,
445,445,,hb10::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Hemoglobin less than 10g/dL,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011797,Hb < 10 gm/dL,"0=No, 1=Yes",variable,,,
444,444,,hb8::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Hemoglobin less than 8g/dL,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011796,Hb < 8 gm/dL,"0=No, 1=Yes",variable,,,
829,829,,hbcord::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Hemoglobin (g/dL) from cord blood,Hemoglobin measurement from cord blood,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Hemoglobin measurement from cord blood,"0=Not made, 1=Done",variable,,Cord blood,
924,924,,HBenroll::Individual level database FINAL,Individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Hemoglobin g/dL at enrollment,,variable,,,
273,273,,hbgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Hemoglobin grade,The grade of the Hemoglobin results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Hemoglobin grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
579,579,,hbgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Hemoglobin grade,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,hemoglobin grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
837,837,,hbgrade::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Hemoglobin grade,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Hemoglobin grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
