colOrder,variable,dataset,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
1145,EAEpos_bfpAneg,gems1a_case_control_study_data,drop,,,,,,,
1147,Shig_Toxin,gems1a_case_control_study_data,drop,,,,,,,
1151,EHEC_GEMS1A,gems1a_case_control_study_data,drop,,,,,,,
1154,Shig_flex,gems1a_case_control_study_data,drop,,,,,,,
1156,Shig_sonnei,gems1a_case_control_study_data,drop,,,,,,,
1158,Shig_Dysent,gems1a_case_control_study_data,drop,,,,,,,
1160,Shig_Boydii,gems1a_case_control_study_data,drop,,,,,,,
1162,Shig_NONTYPE,gems1a_case_control_study_data,drop,,,,,,,
1165,NOROVirus,gems1a_case_control_study_data,drop,,,,,,,
1169,ADENO_4041,gems1a_case_control_study_data,drop,,,,,,,
1171,ADENO_non4041,gems1a_case_control_study_data,drop,,,,,,,
1173,VIB_O1,gems1a_case_control_study_data,drop,,,,,,,
1175,VIB_O139,gems1a_case_control_study_data,drop,,,,,,,
1177,VIB_O1orO139,gems1a_case_control_study_data,drop,,,,,,,
1178,pn51,gems1a_case_control_study_data,drop,,,,,,,
1184,Campy,gems1a_case_control_study_data,drop,,,,,,,
1191,GDH_noToxin,gems1a_case_control_study_data,drop,,,,,,,
1193,CDIFF_Toxin,gems1a_case_control_study_data,drop,,,,,,,
1195,noGDH_Toxin,gems1a_case_control_study_data,drop,,,,,,,
1199,HOOKWORM,gems1a_case_control_study_data,drop,,,,,,,
1204,pn63,gems1a_case_control_study_data,drop,,,,,,,
1205,pn64,gems1a_case_control_study_data,drop,,,,,,,
1207,agegroup2,gems1a_case_control_study_data,drop,,,,,,,
1208,agegroup3,gems1a_case_control_study_data,drop,,,,,,,
1209,agegrp,gems1a_case_control_study_data,drop,,,,,,,
1210,gender,gems1a_case_control_study_data,drop,,,,,,,
1211,case,gems1a_case_control_study_data,drop,,,,,,,
1212,time,gems1a_case_control_study_data,drop,,,,,,,
1213,deathDate,gems1a_case_control_study_data,drop,,,,,,Yes,
1214,timetodeath,gems1a_case_control_study_data,drop,,,,,,,
1215,deathcensor,gems1a_case_control_study_data,drop,,,,,,,
1216,continent,gems1a_case_control_study_data,drop,,,,,,,
1217,hivprev,gems1a_case_control_study_data,drop,,,,,,,
1218,hivprevdummy1,gems1a_case_control_study_data,drop,,,,,,,
1219,hivprevdummy2,gems1a_case_control_study_data,drop,,,,,,,
1220,highhiv,gems1a_case_control_study_data,drop,,,,,,,
1221,urban,gems1a_case_control_study_data,drop,,,,,,,
1222,urban123,gems1a_case_control_study_data,drop,,,,,,,
1223,durdays,gems1a_case_control_study_data,drop,,,,,,,
1224,durdays_cat,gems1a_case_control_study_data,drop,,,,,,,
1225,drh_days,gems1a_case_control_study_data,drop,,,,,,,
1226,drh_days_bin,gems1a_case_control_study_data,drop,,,,,,,
1227,dur_DRH,gems1a_case_control_study_data,drop,,,,,,,
1228,DUR_14plus,gems1a_case_control_study_data,drop,,,,,,,
1231,st1season,gems1a_case_control_study_data,drop,,,,,,,
1232,st2season,gems1a_case_control_study_data,drop,,,,,,,
1233,st3season,gems1a_case_control_study_data,drop,,,,,,,
1234,st4season,gems1a_case_control_study_data,drop,,,,,,,
1235,st5season,gems1a_case_control_study_data,drop,,,,,,,
1236,st6season,gems1a_case_control_study_data,drop,,,,,,,
1237,st7season,gems1a_case_control_study_data,drop,,,,,,,
1238,season,gems1a_case_control_study_data,drop,,,,,,,
1239,base_rectal,gems1a_case_control_study_data,drop,,,,,,,
1240,end_rectal,gems1a_case_control_study_data,drop,,,,,,,
1241,base_bipedal,gems1a_case_control_study_data,drop,,,,,,,
1242,end_bipedal,gems1a_case_control_study_data,drop,,,,,,,
1243,base_hair,gems1a_case_control_study_data,drop,,,,,,,
1244,end_hair,gems1a_case_control_study_data,drop,,,,,,,
1245,base_nutr,gems1a_case_control_study_data,drop,,,,,,,
1246,end_nutr,gems1a_case_control_study_data,drop,,,,,,,
1247,base_skin,gems1a_case_control_study_data,drop,,,,,,,
1248,end_skin,gems1a_case_control_study_data,drop,,,,,,,
1249,f4a_mothercare,gems1a_case_control_study_data,drop,,,,,,,
1250,f4a_edu,gems1a_case_control_study_data,drop,,,,,,,
1251,f4a_prim_edu,gems1a_case_control_study_data,drop,,,,,,,
1252,f7_prim_edu,gems1a_case_control_study_data,drop,,,,,,,
1253,prim_edu,gems1a_case_control_study_data,drop,,,,,,,
1254,ppl_house,gems1a_case_control_study_data,drop,,,,,,,
1255,trt_water,gems1a_case_control_study_data,drop,,,,,,,
1256,f4a_floorind,gems1a_case_control_study_data,drop,,,,,,,
1257,f7_floorind,gems1a_case_control_study_data,drop,,,,,,,
1258,floorind,gems1a_case_control_study_data,drop,,,,,,,
1259,f4a_mswater,gems1a_case_control_study_data,drop,,,,,,,
1260,f4a_notrtwater,gems1a_case_control_study_data,drop,,,,,,,
1261,f4a_improved_water,gems1a_case_control_study_data,drop,,,,,,,
1262,f7_improved_water,gems1a_case_control_study_data,drop,,,,,,,
1263,improved_water,gems1a_case_control_study_data,drop,,,,,,,
1264,f4a_improved_sanitation,gems1a_case_control_study_data,drop,,,,,,,
1265,f7_improved_sanitation,gems1a_case_control_study_data,drop,,,,,,,
1266,improved_sanitation,gems1a_case_control_study_data,drop,,,,,,,
1267,f4a_shfac,gems1a_case_control_study_data,drop,,,,,,,
1268,f7_shfac,gems1a_case_control_study_data,drop,,,,,,,
1269,share_fac,gems1a_case_control_study_data,drop,,,,,,,
1270,f4a_drink,gems1a_case_control_study_data,drop,,,,,,,
1271,f4a_drink_bin,gems1a_case_control_study_data,drop,,,,,,,
1272,f4a_eat,gems1a_case_control_study_data,drop,,,,,,,
1273,f4a_eat_bin,gems1a_case_control_study_data,drop,,,,,,,
1274,breastfed,gems1a_case_control_study_data,drop,,"N=7672; 0,1,2",,,,,
1275,f4a_breastfed,gems1a_case_control_study_data,drop,,Null,,,,,
1276,breastfedbin,gems1a_case_control_study_data,drop,,"N=7672; 0,1",,,,,
1277,exclu_breastfed,gems1a_case_control_study_data,drop,,,,,,,
1278,Q19_store,gems1a_case_control_study_data,drop,,,,,,,
1279,q27_wateronly,gems1a_case_control_study_data,drop,,,,,,,
1280,q27_watersoap,gems1a_case_control_study_data,drop,,,,,,,
1281,trnsport_time,gems1a_case_control_study_data,drop,,,,,,,
1282,child_rehyd,gems1a_case_control_study_data,drop,,,,,,,
1283,child_rehyd_IV,gems1a_case_control_study_data,drop,,,,,,,
1284,profuse_ind,gems1a_case_control_study_data,drop,,,,,,,
1285,persist_ind,gems1a_case_control_study_data,drop,,,,,,,
1286,simple_DRH,gems1a_case_control_study_data,drop,,,,,,,
1287,severe_rank,gems1a_case_control_study_data,drop,,,,,,,
1288,feverind,gems1a_case_control_study_data,drop,,,,,,,
1289,fever,gems1a_case_control_study_data,drop,,,,,,,
1290,febrile_dys,gems1a_case_control_study_data,drop,,,,,,,
1291,drh_fever,gems1a_case_control_study_data,drop,,,,,,,
1292,severe_dehy,gems1a_case_control_study_data,drop,,,,,,,
1293,RICE_DRH,gems1a_case_control_study_data,drop,,,,,,,
1294,MUCUS_DRH,gems1a_case_control_study_data,drop,,,,,,,
1295,BLOOD_DRH,gems1a_case_control_study_data,drop,,Sum: 375,,,,,
1296,MOD_DRH,gems1a_case_control_study_data,drop,,,,,,,
1297,SEV_DRH,gems1a_case_control_study_data,drop,,,,,,,
1298,very_dry,gems1a_case_control_study_data,drop,,,,,,,
1299,dry_mouth,gems1a_case_control_study_data,drop,,,,,,,
1300,very_slow,gems1a_case_control_study_data,drop,,,,,,,
1301,skin_pinch,gems1a_case_control_study_data,drop,,,,,,,
1302,lethargic,gems1a_case_control_study_data,drop,,,,,,,
1303,mental_status,gems1a_case_control_study_data,drop,,,,,,,
1304,liquid_stool,gems1a_case_control_study_data,drop,,,,,,,
1305,blood_stool,gems1a_case_control_study_data,drop,,Sum: 395,,,,,
1306,base_ht,gems1a_case_control_study_data,drop,,,,,,,
1307,end_ht,gems1a_case_control_study_data,drop,,,,,,,
1308,diff_ht,gems1a_case_control_study_data,drop,,,,,,,
1309,f4b_ht_median,gems1a_case_control_study_data,drop,,,,,,,
1310,f7_ht_median,gems1a_case_control_study_data,drop,,,,,,,
1311,base_ht_median,gems1a_case_control_study_data,drop,,,,,,,
1312,end_ht_median,gems1a_case_control_study_data,drop,,,,,,,
1313,diff_ht_median,gems1a_case_control_study_data,drop,,,,,,,
1314,base_haz,gems1a_case_control_study_data,drop,,,,,,,
1315,end_haz,gems1a_case_control_study_data,drop,,,,,,,
1316,diff_haz,gems1a_case_control_study_data,drop,,,,,,,
1317,base_stunting_YN,gems1a_case_control_study_data,drop,,,,,,,
1318,end_stunting_YN,gems1a_case_control_study_data,drop,,,,,,,
1319,diff_stunting,gems1a_case_control_study_data,drop,,,,,,,
1320,base_stunting3_YN,gems1a_case_control_study_data,drop,,,,,,,
1321,end_stunting3_YN,gems1a_case_control_study_data,drop,,,,,,,
1322,diff_stunting3,gems1a_case_control_study_data,drop,,,,,,,
1323,base_stunting_medYN,gems1a_case_control_study_data,drop,,,,,,,
1324,end_stunting_medYN,gems1a_case_control_study_data,drop,,,,,,,
1325,diff_stunting_med,gems1a_case_control_study_data,drop,,,,,,,
1326,base_stunting3_medYN,gems1a_case_control_study_data,drop,,,,,,,
1327,end_stunting3_medYN,gems1a_case_control_study_data,drop,,,,,,,
1328,diff_stunting3_med,gems1a_case_control_study_data,drop,,,,,,,
1329,basestunting3cat,gems1a_case_control_study_data,drop,,,,,,,
1330,endstunting3cat,gems1a_case_control_study_data,drop,,,,,,,
1331,diffstunting3cat,gems1a_case_control_study_data,drop,,,,,,,
1332,base_wt,gems1a_case_control_study_data,drop,,,,,,,
1333,end_wt,gems1a_case_control_study_data,drop,,,,,,,
1334,diff_wt,gems1a_case_control_study_data,drop,,,,,,,
1335,base_waz,gems1a_case_control_study_data,drop,,,,,,,
1336,end_waz,gems1a_case_control_study_data,drop,,,,,,,
1337,diff_waz,gems1a_case_control_study_data,drop,,,,,,,
1338,base_under_wt,gems1a_case_control_study_data,drop,,,,,,,
1339,end_under_wt,gems1a_case_control_study_data,drop,,,,,,,
1340,diff_under_wt,gems1a_case_control_study_data,drop,,,,,,,
1341,base_underwt3_YN,gems1a_case_control_study_data,drop,,,,,,,
1342,end_underwt3_YN,gems1a_case_control_study_data,drop,,,,,,,
1343,diff_underwt3,gems1a_case_control_study_data,drop,,,,,,,
1344,base_waz2,gems1a_case_control_study_data,drop,,,,,,,
1345,end_waz2,gems1a_case_control_study_data,drop,,,,,,,
1346,diff_waz2,gems1a_case_control_study_data,drop,,,,,,,
1347,base_whz,gems1a_case_control_study_data,drop,,,,,,,
1348,end_whz,gems1a_case_control_study_data,drop,,,,,,,
1349,diff_whz,gems1a_case_control_study_data,drop,,,,,,,
1350,base_wasting_YN,gems1a_case_control_study_data,drop,,,,,,,
1351,end_wasting_YN,gems1a_case_control_study_data,drop,,,,,,,
1352,diff_wasting,gems1a_case_control_study_data,drop,,,,,,,
1353,base_wasting3_YN,gems1a_case_control_study_data,drop,,,,,,,
1354,end_wasting3_YN,gems1a_case_control_study_data,drop,,,,,,,
1355,diff_wasting3,gems1a_case_control_study_data,drop,,,,,,,
1356,base_whz2,gems1a_case_control_study_data,drop,,,,,,,
1357,end_whz2,gems1a_case_control_study_data,drop,,,,,,,
1358,diff_whz2,gems1a_case_control_study_data,drop,,,,,,,
1359,base_waz3,gems1a_case_control_study_data,drop,,,,,,,
1360,base_muac_median,gems1a_case_control_study_data,drop,,,,,,,
1361,end_muac_median,gems1a_case_control_study_data,drop,,,,,,,
1362,diff_muac_median,gems1a_case_control_study_data,drop,,,,,,,
1363,base_mua,gems1a_case_control_study_data,drop,,,,,,,
1364,end_mua,gems1a_case_control_study_data,drop,,,,,,,
1365,diff_mua,gems1a_case_control_study_data,drop,,,,,,,
1366,base_muaz,gems1a_case_control_study_data,drop,,,,,,,
1367,end_muaz,gems1a_case_control_study_data,drop,,,,,,,
1368,diff_muaz,gems1a_case_control_study_data,drop,,,,,,,
1369,base_bmi,gems1a_case_control_study_data,drop,,,,,,,
1370,end_bmi,gems1a_case_control_study_data,drop,,,,,,,
1371,diff_bmi,gems1a_case_control_study_data,drop,,Presumably difference in BMI from Enrollment to 60-day f-up,,,,,
1372,base_bmiz,gems1a_case_control_study_data,drop,,,,,,,
1373,end_bmiz,gems1a_case_control_study_data,drop,,,,,,,
1374,diff_bmiz,gems1a_case_control_study_data,drop,,,,,,,
1380,msddys_ind,gems1a_case_control_study_data,drop,,,,,,,
1381,enrollstart,gems1a_case_control_study_data,drop,,,,,,,
1382,biweekday1,gems1a_case_control_study_data,drop,,,,,,,
1383,biweekday14,gems1a_case_control_study_data,drop,,,,,,,
1384,LSD_IND,gems1a_case_control_study_data,drop,,,,,,,
1385,enrollend,gems1a_case_control_study_data,drop,,,,,,,
1386,ndays,gems1a_case_control_study_data,drop,,,,,,,
1387,biweeknum,gems1a_case_control_study_data,drop,,,,,,,
1388,bi_fortnt,gems1a_case_control_study_data,drop,,,,,,,
1389,four_fortnt,gems1a_case_control_study_data,drop,,,,,,,
1390,Nodysentery_ind,gems1a_case_control_study_data,drop,,,,,,,
1391,wt_dys,gems1a_case_control_study_data,drop,,,,,,,
1392,wt_Nodys,gems1a_case_control_study_data,drop,,,,,,,
1393,wt_LSD,gems1a_case_control_study_data,drop,,,,,,,
1394,wt_MSD,gems1a_case_control_study_data,drop,,,,,,,
1395,wt_dys_Both,gems1a_case_control_study_data,drop,,,,,,,
1396,wt_Nodys_Both,gems1a_case_control_study_data,drop,,,,,,,
1397,wt_DysNodysLSD,gems1a_case_control_study_data,drop,,,,,,,
1398,wt_DysNodysLSD_Both,gems1a_case_control_study_data,drop,,,,,,,
1399,wt_MSDLSD,gems1a_case_control_study_data,drop,,,,,,,
1400,F16CRF_SHIG_SPP,gems1a_case_control_study_data,drop,,,,,,,
1401,F16CRF_S_DYSENT,gems1a_case_control_study_data,drop,,,,,,,
1402,F16CRF_S_FLEXNERI,gems1a_case_control_study_data,drop,,,,,,,
1403,F16CRF_S_BOYDII,gems1a_case_control_study_data,drop,,,,,,,
1404,F16CRF_S_SONNEI,gems1a_case_control_study_data,drop,,,,,,,
1405,F16CRF_S_NONTYPE,gems1a_case_control_study_data,drop,,,,,,,
1406,F16CRF_SHIG_1A,gems1a_case_control_study_data,drop,,,,,,,
1407,F16CRF_SHIG_1B,gems1a_case_control_study_data,drop,,,,,,,
1408,F16CRF_SHIG_2A,gems1a_case_control_study_data,drop,,,,,,,
1409,F16CRF_SHIG_2B,gems1a_case_control_study_data,drop,,,,,,,
1410,F16CRF_SHIG_3A,gems1a_case_control_study_data,drop,,,,,,,
1411,F16CRF_SHIG_3B,gems1a_case_control_study_data,drop,,,,,,,
1413,F16CRF_SHIG_4A,gems1a_case_control_study_data,drop,,,,,,,
1414,F16CRF_SHIG_4B,gems1a_case_control_study_data,drop,,,,,,,
1415,F16CRF_SHIG_4C,gems1a_case_control_study_data,drop,,,,,,,
1416,F16CRF_SHIG_5A,gems1a_case_control_study_data,drop,,,,,,,
1417,F16CRF_SHIG_5B,gems1a_case_control_study_data,drop,,,,,,,
1418,F16CRF_SHIG_6,gems1a_case_control_study_data,drop,,,,,,,
1420,F16CRF_SHIG_X,gems1a_case_control_study_data,drop,,,,,,,
1421,F16CRF_SHIG_Y,gems1a_case_control_study_data,drop,,,,,,,
1422,F16CRF_SHIG_NONTYP,gems1a_case_control_study_data,drop,,,,,,,
1423,F16CRF_SHIG_DYSENT1,gems1a_case_control_study_data,drop,,,,,,,
1424,F16CRF_NONEPATHOS,gems1a_case_control_study_data,drop,,,,,,,
1425,F16CRF_ECOLI,gems1a_case_control_study_data,drop,,,,,,,
1426,F17CRF_RESULT_ESTA,gems1a_case_control_study_data,drop,,,,,,,
1427,F17CRF_RESULT_ELTB,gems1a_case_control_study_data,drop,,,,,,,
1428,F17CRF_RESULT_BFPA,gems1a_case_control_study_data,drop,,,,,,,
1429,F17CRF_RESULT_AATA,gems1a_case_control_study_data,drop,,,,,,,
1430,F17CRF_RESULT_AAIC,gems1a_case_control_study_data,drop,,,,,,,
1431,F17CRF_RESULT_EAE,gems1a_case_control_study_data,drop,,,,,,,
1432,F17CRF_EPEC_EAE,gems1a_case_control_study_data,drop,,,,,,,
1433,F17CRF_EAE_RESULTS,gems1a_case_control_study_data,drop,,,,,,,
1434,F17CRF_EPEC_ST,gems1a_case_control_study_data,drop,,,,,,,
1435,F17CRF_ST_RESULTS,gems1a_case_control_study_data,drop,,,,,,,
1436,F17CRF_EPEC_BFPA,gems1a_case_control_study_data,drop,,,,,,,
1437,F17CRF_BFPA_RESULTS,gems1a_case_control_study_data,drop,,,,,,,
88,F4A_VERSION,gems1a_case_control_study_data,,,,,,,,
308,F4B_VERSION,gems1a_case_control_study_data,,,,,,,,
894,F17_VERSION,gems1a_case_control_study_data,,,,,,,,
951,F19_VERSION,gems1a_case_control_study_data,,,,,,,,
