"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI"
"http://purl.obolibrary.org/obo/EUPATH_0032137","Citrobacter in induced sputum","13","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032140","Coliform in induced sputum","14","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032288","Commensal diphtheroid bacilli, by bacteriology","6","_diph_iscxg","_lab_rev_de","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","DIPH ISCx gram stain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032289","Commensal diphtheroid bacilli, by culture","5","_diph_iscx","_lab_rev_de","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032142","Corynebacterium in induced sputum","15","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032143","Cronobacter in induced sputum","16","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032144","Enterobacter in induced sputum","17","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032147","Enterococcus in induced sputum","18","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032149","Escherichia coli in induced sputum","19","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032150","Haemophilus in induced sputum","20","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032155","Kingella in induced sputum","21","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032156","Klebsiella in induced sputum","22","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032175","Legionella in induced sputum","23","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032339","Mixed gram-negative rods, by bacteriology","4","_mgnr_iscxg","_lab_rev_de","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","Mixed gram negative rods induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032340","Mixed gram-negative rods, by culture","3","_mgnr_iscx","_lab_rev_de","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","Mixed Gram Negative Rods induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032161","Moraxella in induced sputum","24","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032178","Mycoplasma in induced sputum","25","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032164","Neisseria in induced sputum","26","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032165","Proteus in induced sputum","27","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032166","Pseudomonas in induced sputum","28","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032170","Salmonella in induced sputum","29","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032172","Serratia in induced sputum","30","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032174","Staphylococcus in induced sputum","31","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032176","Stenotrophomonas in induced sputum","32","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus in induced sputum","33","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032633","Any noncontaminant bacteria, by culture","","_anybac_noncontam_lacx","_lab_rev_de","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","Any noncontaminant bacteria detected by lung aspirate culture","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032634","Any noncontaminant bacteria, by multiplexed qPCR","","_anybac_noncontam_lapcr","_lab_rev_de","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","Any noncontaminant bacteria detected by lung aspirate PCR","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033313","Bordetella in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033312","Chlamydia in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032187","Haemophilus in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033314","Legionella in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032188","Moraxella in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033311","Mycoplasma in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033310","Salmonella in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032189","Staphylococcus in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032190","Streptococcus in lung aspirate","","","","","Sample","Bacteria in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032018","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032827","Any bacteria, by multiplexed qPCR","","_anybac_all_nppcr","_lab_rev_de","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","Any bacteria NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032828","Any noncolonizer bacteria, by multiplexed qPCR","","_anybac_noncolon_nppcr","_lab_rev_de","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","Any noncolonizer bacteria NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032977","Any noncontaminant bacteria, by absolute qPCR","","_anybac_noncontam_thr_nppcr","_lab_rev_de","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","Any non-contaminant bacteria on NPPCR, with threshold","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032829","Any noncontaminant bacteria, by multiplexed qPCR","","_anybac_noncontam_nppcr","_lab_rev_de","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","Any noncontaminant bacteria NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033321","Bordetella in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033322","Chlamydia in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032195","Haemophilus in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033320","Legionella in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033319","Moraxella in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033317","Mycoplasma in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033316","Salmonella in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033318","Staphylococcus in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032196","Streptococcus in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Bacteria in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032026","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032993","Any noncontaminant bacteria, by culture","","_anybac_noncontam_pfcx","_lab_rev_de","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","Any noncontaminant bacteria detected by plerual fluid culture","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032994","Any noncontaminant bacteria, by multiplexed qPCR","","_anybac_noncontam_pfpcr","_lab_rev_de","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","Any noncontaminant bacteria detected by plerual fluid PCR","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033343","Bordetella in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033342","Escherichia coli in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032198","Haemophilus in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033344","Legionella in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033341","Moraxella in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033340","Mycoplasma in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033339","Salmonella in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033338","Staphylococcus in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033337","Streptococcus in pleural fluid","","","","","Sample","Bacteria in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032010","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032613","Coronavirus 43, by multiplexed qPCR","","cor_43_ispcr","_lab_rev_de","","Sample","Betacoronavirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033369","Cor43 induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032615","Coronavirus HKU, by multiplexed qPCR","","cor_hku_ispcr","_lab_rev_de","","Sample","Betacoronavirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033369","CorHKU induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032719","Coronoavirus 43, by multiplexed qPCR","","cor_43_lapcr","_lab_rev_de","","Sample","Betacoronavirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033371","Cor43 lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
