variable	IRI	values	mappedTerm
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	2	Gov't health center
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	3	Private hospital/clinic
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	4	Private pharmacy
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	5	Shop
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	6	Open market
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	7	Hawker
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	8	 Project/ngo
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	9	Campaign/VHT
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	10	Church
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	11	Friend/Relative
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	12	Village Leader
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	96	Other
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	98	Does not know
BC3_Household_Survey_Data.dta::wheren1	BC3_Household_Survey_Data.dta::wheren1	99	Refused to answer
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	-9	skipped
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	11	permanet
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	12	duranet
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	13	interceptor
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	14	netprotect
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	15	olyset
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	21	ko net
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	22	kooper net
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	23	iconet
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	24	safi net
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	31	B52
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	32	bamboo hut
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	33	century
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	34	lucky net
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	35	victoria
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	41	homemade net
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	96	other
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	98	Don't know brand
BC3_Household_Survey_Data.dta::brand1	BC3_Household_Survey_Data.dta::brand1	99	Refused to answer
BC3_Household_Survey_Data.dta::smnet1	BC3_Household_Survey_Data.dta::smnet1	-9	skipped
BC3_Household_Survey_Data.dta::smnet1	BC3_Household_Survey_Data.dta::smnet1	1	Yes
BC3_Household_Survey_Data.dta::smnet1	BC3_Household_Survey_Data.dta::smnet1	2	No
BC3_Household_Survey_Data.dta::smnet1	BC3_Household_Survey_Data.dta::smnet1	8	Not sure
BC3_Household_Survey_Data.dta::smnet1	BC3_Household_Survey_Data.dta::smnet1	9	Refused to answer
BC3_Household_Survey_Data.dta::slpnet1	BC3_Household_Survey_Data.dta::slpnet1	-9	skipped
BC3_Household_Survey_Data.dta::slpnet1	BC3_Household_Survey_Data.dta::slpnet1	1	Yes
BC3_Household_Survey_Data.dta::slpnet1	BC3_Household_Survey_Data.dta::slpnet1	2	No
BC3_Household_Survey_Data.dta::slpnet1	BC3_Household_Survey_Data.dta::slpnet1	8	Not sure
BC3_Household_Survey_Data.dta::slpnet1	BC3_Household_Survey_Data.dta::slpnet1	9	Refused to answer
BC3_Household_Survey_Data.dta::nuseda1	BC3_Household_Survey_Data.dta::nuseda1	-9	skipped
BC3_Household_Survey_Data.dta::nuseda1	BC3_Household_Survey_Data.dta::nuseda1	1	Yes
BC3_Household_Survey_Data.dta::nuseda1	BC3_Household_Survey_Data.dta::nuseda1	2	No
BC3_Household_Survey_Data.dta::nuseda1	BC3_Household_Survey_Data.dta::nuseda1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedb1	BC3_Household_Survey_Data.dta::nusedb1	-9	skipped
BC3_Household_Survey_Data.dta::nusedb1	BC3_Household_Survey_Data.dta::nusedb1	1	Yes
BC3_Household_Survey_Data.dta::nusedb1	BC3_Household_Survey_Data.dta::nusedb1	2	No
BC3_Household_Survey_Data.dta::nusedb1	BC3_Household_Survey_Data.dta::nusedb1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedc1	BC3_Household_Survey_Data.dta::nusedc1	-9	skipped
BC3_Household_Survey_Data.dta::nusedc1	BC3_Household_Survey_Data.dta::nusedc1	1	Yes
BC3_Household_Survey_Data.dta::nusedc1	BC3_Household_Survey_Data.dta::nusedc1	2	No
BC3_Household_Survey_Data.dta::nusedc1	BC3_Household_Survey_Data.dta::nusedc1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedd1	BC3_Household_Survey_Data.dta::nusedd1	-9	skipped
BC3_Household_Survey_Data.dta::nusedd1	BC3_Household_Survey_Data.dta::nusedd1	1	Yes
BC3_Household_Survey_Data.dta::nusedd1	BC3_Household_Survey_Data.dta::nusedd1	2	No
BC3_Household_Survey_Data.dta::nusedd1	BC3_Household_Survey_Data.dta::nusedd1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusede1	BC3_Household_Survey_Data.dta::nusede1	-9	skipped
BC3_Household_Survey_Data.dta::nusede1	BC3_Household_Survey_Data.dta::nusede1	1	Yes
BC3_Household_Survey_Data.dta::nusede1	BC3_Household_Survey_Data.dta::nusede1	2	No
BC3_Household_Survey_Data.dta::nusede1	BC3_Household_Survey_Data.dta::nusede1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedf1	BC3_Household_Survey_Data.dta::nusedf1	-9	skipped
BC3_Household_Survey_Data.dta::nusedf1	BC3_Household_Survey_Data.dta::nusedf1	1	Yes
BC3_Household_Survey_Data.dta::nusedf1	BC3_Household_Survey_Data.dta::nusedf1	2	No
BC3_Household_Survey_Data.dta::nusedf1	BC3_Household_Survey_Data.dta::nusedf1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedg1	BC3_Household_Survey_Data.dta::nusedg1	-9	skipped
BC3_Household_Survey_Data.dta::nusedg1	BC3_Household_Survey_Data.dta::nusedg1	1	Yes
BC3_Household_Survey_Data.dta::nusedg1	BC3_Household_Survey_Data.dta::nusedg1	2	No
BC3_Household_Survey_Data.dta::nusedg1	BC3_Household_Survey_Data.dta::nusedg1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedh1	BC3_Household_Survey_Data.dta::nusedh1	-9	skipped
BC3_Household_Survey_Data.dta::nusedh1	BC3_Household_Survey_Data.dta::nusedh1	1	Yes
BC3_Household_Survey_Data.dta::nusedh1	BC3_Household_Survey_Data.dta::nusedh1	2	No
BC3_Household_Survey_Data.dta::nusedh1	BC3_Household_Survey_Data.dta::nusedh1	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedi1	BC3_Household_Survey_Data.dta::nusedi1	-9	skipped
BC3_Household_Survey_Data.dta::nusedi1	BC3_Household_Survey_Data.dta::nusedi1	1	Yes
BC3_Household_Survey_Data.dta::nusedi1	BC3_Household_Survey_Data.dta::nusedi1	2	No
BC3_Household_Survey_Data.dta::nusedi1	BC3_Household_Survey_Data.dta::nusedi1	99	Refused to answer
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	-9	skipped
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	1	Nowhere to hang
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	2	Don't know how to hang net
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	3	No tools to hang net
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	4	Shape did not fit
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	5	Size did not fit
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	6	Don't want to hang
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	7	Extra net/Used for Visitor/ Owner not home
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	96	other
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	98	not sure
BC3_Household_Survey_Data.dta::nthung1	BC3_Household_Survey_Data.dta::nthung1	99	Refused to answer
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	-9	skipped
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	1	Gov't hospital
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	2	Gov't health center
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	3	Private hospital/clinic
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	4	Private pharmacy
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	5	Shop
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	6	Open market
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	7	Hawker
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	8	 Project/ngo
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	9	Campaign/VHT
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	10	Church
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	11	Friend/Relative
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	12	Village Leader
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	96	Other
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	98	Does not know
BC3_Household_Survey_Data.dta::wheren2	BC3_Household_Survey_Data.dta::wheren2	99	Refused to answer
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	-9	skipped
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	11	permanet
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	12	duranet
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	13	interceptor
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	14	netprotect
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	15	olyset
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	21	ko net
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	22	kooper net
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	23	iconet
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	24	safi net
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	31	B52
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	32	bamboo hut
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	33	century
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	34	lucky net
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	35	victoria
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	41	homemade net
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	96	other
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	98	Don't know brand
BC3_Household_Survey_Data.dta::brand2	BC3_Household_Survey_Data.dta::brand2	99	Refused to answer
BC3_Household_Survey_Data.dta::smnet2	BC3_Household_Survey_Data.dta::smnet2	-9	skipped
BC3_Household_Survey_Data.dta::smnet2	BC3_Household_Survey_Data.dta::smnet2	1	Yes
BC3_Household_Survey_Data.dta::smnet2	BC3_Household_Survey_Data.dta::smnet2	2	No
BC3_Household_Survey_Data.dta::smnet2	BC3_Household_Survey_Data.dta::smnet2	8	Not sure
BC3_Household_Survey_Data.dta::smnet2	BC3_Household_Survey_Data.dta::smnet2	9	Refused to answer
BC3_Household_Survey_Data.dta::slpnet2	BC3_Household_Survey_Data.dta::slpnet2	-9	skipped
BC3_Household_Survey_Data.dta::slpnet2	BC3_Household_Survey_Data.dta::slpnet2	1	Yes
BC3_Household_Survey_Data.dta::slpnet2	BC3_Household_Survey_Data.dta::slpnet2	2	No
BC3_Household_Survey_Data.dta::slpnet2	BC3_Household_Survey_Data.dta::slpnet2	8	Not sure
BC3_Household_Survey_Data.dta::slpnet2	BC3_Household_Survey_Data.dta::slpnet2	9	Refused to answer
BC3_Household_Survey_Data.dta::nuseda2	BC3_Household_Survey_Data.dta::nuseda2	-9	skipped
BC3_Household_Survey_Data.dta::nuseda2	BC3_Household_Survey_Data.dta::nuseda2	1	Yes
BC3_Household_Survey_Data.dta::nuseda2	BC3_Household_Survey_Data.dta::nuseda2	2	No
BC3_Household_Survey_Data.dta::nuseda2	BC3_Household_Survey_Data.dta::nuseda2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedb2	BC3_Household_Survey_Data.dta::nusedb2	-9	skipped
BC3_Household_Survey_Data.dta::nusedb2	BC3_Household_Survey_Data.dta::nusedb2	1	Yes
BC3_Household_Survey_Data.dta::nusedb2	BC3_Household_Survey_Data.dta::nusedb2	2	No
BC3_Household_Survey_Data.dta::nusedb2	BC3_Household_Survey_Data.dta::nusedb2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedc2	BC3_Household_Survey_Data.dta::nusedc2	-9	skipped
BC3_Household_Survey_Data.dta::nusedc2	BC3_Household_Survey_Data.dta::nusedc2	1	Yes
BC3_Household_Survey_Data.dta::nusedc2	BC3_Household_Survey_Data.dta::nusedc2	2	No
BC3_Household_Survey_Data.dta::nusedc2	BC3_Household_Survey_Data.dta::nusedc2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedd2	BC3_Household_Survey_Data.dta::nusedd2	-9	skipped
BC3_Household_Survey_Data.dta::nusedd2	BC3_Household_Survey_Data.dta::nusedd2	1	Yes
BC3_Household_Survey_Data.dta::nusedd2	BC3_Household_Survey_Data.dta::nusedd2	2	No
BC3_Household_Survey_Data.dta::nusedd2	BC3_Household_Survey_Data.dta::nusedd2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusede2	BC3_Household_Survey_Data.dta::nusede2	-9	skipped
BC3_Household_Survey_Data.dta::nusede2	BC3_Household_Survey_Data.dta::nusede2	1	Yes
BC3_Household_Survey_Data.dta::nusede2	BC3_Household_Survey_Data.dta::nusede2	2	No
BC3_Household_Survey_Data.dta::nusede2	BC3_Household_Survey_Data.dta::nusede2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedf2	BC3_Household_Survey_Data.dta::nusedf2	-9	skipped
BC3_Household_Survey_Data.dta::nusedf2	BC3_Household_Survey_Data.dta::nusedf2	1	Yes
BC3_Household_Survey_Data.dta::nusedf2	BC3_Household_Survey_Data.dta::nusedf2	2	No
BC3_Household_Survey_Data.dta::nusedf2	BC3_Household_Survey_Data.dta::nusedf2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedg2	BC3_Household_Survey_Data.dta::nusedg2	-9	skipped
BC3_Household_Survey_Data.dta::nusedg2	BC3_Household_Survey_Data.dta::nusedg2	1	Yes
BC3_Household_Survey_Data.dta::nusedg2	BC3_Household_Survey_Data.dta::nusedg2	2	No
BC3_Household_Survey_Data.dta::nusedg2	BC3_Household_Survey_Data.dta::nusedg2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedh2	BC3_Household_Survey_Data.dta::nusedh2	-9	skipped
BC3_Household_Survey_Data.dta::nusedh2	BC3_Household_Survey_Data.dta::nusedh2	1	Yes
BC3_Household_Survey_Data.dta::nusedh2	BC3_Household_Survey_Data.dta::nusedh2	2	No
BC3_Household_Survey_Data.dta::nusedh2	BC3_Household_Survey_Data.dta::nusedh2	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedi2	BC3_Household_Survey_Data.dta::nusedi2	-9	skipped
BC3_Household_Survey_Data.dta::nusedi2	BC3_Household_Survey_Data.dta::nusedi2	1	Yes
BC3_Household_Survey_Data.dta::nusedi2	BC3_Household_Survey_Data.dta::nusedi2	2	No
BC3_Household_Survey_Data.dta::nusedi2	BC3_Household_Survey_Data.dta::nusedi2	99	Refused to answer
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	-9	skipped
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	1	Nowhere to hang
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	2	Don't know how to hang net
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	3	No tools to hang net
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	4	Shape did not fit
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	5	Size did not fit
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	6	Don't want to hang
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	7	Extra net/Used for Visitor/ Owner not home
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	96	other
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	98	not sure
BC3_Household_Survey_Data.dta::nthung2	BC3_Household_Survey_Data.dta::nthung2	99	Refused to answer
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	-9	skipped
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	1	Gov't hospital
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	2	Gov't health center
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	3	Private hospital/clinic
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	4	Private pharmacy
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	5	Shop
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	6	Open market
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	7	Hawker
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	8	 Project/ngo
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	9	Campaign/VHT
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	10	Church
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	11	Friend/Relative
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	12	Village Leader
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	96	Other
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	98	Does not know
BC3_Household_Survey_Data.dta::wheren3	BC3_Household_Survey_Data.dta::wheren3	99	Refused to answer
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	-9	skipped
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	11	permanet
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	12	duranet
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	13	interceptor
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	14	netprotect
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	15	olyset
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	21	ko net
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	22	kooper net
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	23	iconet
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	24	safi net
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	31	B52
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	32	bamboo hut
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	33	century
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	34	lucky net
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	35	victoria
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	41	homemade net
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	96	other
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	98	Don't know brand
BC3_Household_Survey_Data.dta::brand3	BC3_Household_Survey_Data.dta::brand3	99	Refused to answer
BC3_Household_Survey_Data.dta::smnet3	BC3_Household_Survey_Data.dta::smnet3	-9	skipped
BC3_Household_Survey_Data.dta::smnet3	BC3_Household_Survey_Data.dta::smnet3	1	Yes
BC3_Household_Survey_Data.dta::smnet3	BC3_Household_Survey_Data.dta::smnet3	2	No
BC3_Household_Survey_Data.dta::smnet3	BC3_Household_Survey_Data.dta::smnet3	8	Not sure
BC3_Household_Survey_Data.dta::smnet3	BC3_Household_Survey_Data.dta::smnet3	9	Refused to answer
BC3_Household_Survey_Data.dta::slpnet3	BC3_Household_Survey_Data.dta::slpnet3	-9	skipped
BC3_Household_Survey_Data.dta::slpnet3	BC3_Household_Survey_Data.dta::slpnet3	1	Yes
BC3_Household_Survey_Data.dta::slpnet3	BC3_Household_Survey_Data.dta::slpnet3	2	No
BC3_Household_Survey_Data.dta::slpnet3	BC3_Household_Survey_Data.dta::slpnet3	8	Not sure
BC3_Household_Survey_Data.dta::slpnet3	BC3_Household_Survey_Data.dta::slpnet3	9	Refused to answer
BC3_Household_Survey_Data.dta::nuseda3	BC3_Household_Survey_Data.dta::nuseda3	-9	skipped
BC3_Household_Survey_Data.dta::nuseda3	BC3_Household_Survey_Data.dta::nuseda3	1	Yes
BC3_Household_Survey_Data.dta::nuseda3	BC3_Household_Survey_Data.dta::nuseda3	2	No
BC3_Household_Survey_Data.dta::nuseda3	BC3_Household_Survey_Data.dta::nuseda3	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedb3	BC3_Household_Survey_Data.dta::nusedb3	-9	skipped
BC3_Household_Survey_Data.dta::nusedb3	BC3_Household_Survey_Data.dta::nusedb3	1	Yes
BC3_Household_Survey_Data.dta::nusedb3	BC3_Household_Survey_Data.dta::nusedb3	2	No
