colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesforOnt
329,,21,F4B_MUAC2,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010085,"MUAC, 2nd (cm)",,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: 1c. MUAC 2nd,Num,
330,,22,F4B_MUAC3,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010086,"MUAC, 3rd (cm)",,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: 1c. MUAC 3rd,Num,
331,,6,F4B_MUAC,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010087,MUAC; mean (cm),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: Calculated mean MUAC,Num,GEMS1
332,,7,F4B_MUAC_MEDIAN,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010088,MUAC; median (cm),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: Calculated median MUAC,Num,GEMS1
333,,15,F4B_MUAC_AGEZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000710,MUAC for age z-score,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: Arm circumference-for-age z score,Num,GEMS1
334,,6,F4B_MUAC_AGEZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015126,MUAC for age z-score <-5 or >5,,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Physical findings: Flag for _ZAC<-5 or _ZAC>5,0,GEMS1
335,,16,F4B_MED_MUAC_AGEZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010090,MUAC for age z-score (median ac),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: Arm circumference-for-age z score (median ac),Num,GEMS1
336,,7,F4B_MED_MUAC_AGEZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015127,MUAC for age z-score <-5 or >5 (median ac),,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Physical findings: Flag for _ZAC<-5 or _ZAC>5 (median ac),0,GEMS1
337,,4,F4B_BMI,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000661,BMI (kg/m**2),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: Calculated BMI=weight / squared(_CLENHEI),Num,GEMS1
338,,13,F4B_BMIZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000662,BMI for age z-score,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: BMI-for-age z-score,Num,GEMS1
339,,8,F4B_BMIZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015128,BMI z-score<-5 or >5,,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Physical findings: Flag for _ZBMI<-5 or _ZBMI>5,0,GEMS1
340,,5,F4B_MED_BMI,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010093,BMI (median ht),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: Calculated BMI=weight / squared(_CLENHEI) (median ht),Num,GEMS1
341,,14,F4B_MED_BMIZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010094,BMI for age z-score (median ht),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: BMI-for-age z-score (median ht),Num,GEMS1
342,,9,F4B_MED_BMIZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015129,BMI z-score<-5 or >5 (median ht),,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Physical findings: Flag for _ZBMI<-5 or _ZBMI>5 (median ht),0,GEMS1
343,,1,F4B_TEMP,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010206,Axillary temperature (C),,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: 1d. Axillary temperature,Num,GEMS1
344,,2,F4B_RESP1,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010208,"Respiratory rate per minute, 1st",,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings:  1e. Respiratory rate per minute 1st,Num,GEMS1
345,,3,F4B_RESP2,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010210,"Respiratory rate per minute, 2nd",,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings:  1e. Respiratory rate per minute 2nd,Num,GEMS1
346,,4,F4B_RESP,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010212,"Respiratory rate, mean",,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings:  Calculated resp rate,Num,GEMS1
347,,9,F4B_CHEST_INDRW,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015115,Chest indrawing,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings:  1f. Chest indrawing,0,GEMS1
348,,5,F4B_EYES,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010291,Sunken Eyes,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Eyes,0,GEMS1
349,,6,F4B_MOUTH,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010292,Dry Mouth,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Mouth,0,GEMS1
350,,7,F4B_SKIN,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010293,Skin pinch,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Skin pinch,0,GEMS1
351,,8,F4B_MENTAL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010294,Mental status,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Mental status,0,GEMS1
352,,10,F4B_RECTAL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015116,Rectal prolapse,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Rectal prolapse,0,GEMS1
353,,11,F4B_BIPEDAL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015117,Bipedal edema,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Bipedal edema [Both feet],0,GEMS1
354,,12,F4B_ABN_HAIR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015118,Abnormal hair,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,"Physical findings: Abnormal hair: sparse, loose, straight",0,GEMS1
355,,13,F4B_UNDER_NUTR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015119,Undernutrition,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Undernutrition: wasted/very thin,0,GEMS1
356,,14,F4B_SKIN_FLAKY,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015120,Skin has 'flaky paint' appearance,,Observation,Signs at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010023,Physical findings: Skin has 'flaky paint' appearance,0,GEMS1
357,,4,F4B_OBSERVE_STOOL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010295,Staff observed stool sample,,Observation,Clinical findings after rehydration,http://purl.obolibrary.org/obo/EUPATH_0010025,Did either the iterviewer or the study staff observe a stool sample from this child?,0,GEMS1
358,,3,F4B_NATURE_STOOL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010296,Nature of the stool,,Observation,Clinical findings at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010015,"If yes, what was the nature of the stool?",0,GEMS1
359,,1,F4B_CHILD_REHYD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010297,Child required rehydration,,Observation,Rehydration therapy,http://purl.obolibrary.org/obo/EUPATH_0010024,Does the child require rehydration,0,GEMS1
360,,2,F4B_RECOMMEND,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010298,Child received recommended rehydration,,Observation,Rehydration therapy,http://purl.obolibrary.org/obo/EUPATH_0010024,Will child receive recommended rehydration at this hopsital/health center?,0,GEMS1
365,,3,F4B_CHILD_EVAL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010299,Child evaluated after 4 hours,,Observation,Rehydration therapy,http://purl.obolibrary.org/obo/EUPATH_0010024,Outcome 4hrs after starting rehydration: Was the child evaluated after 4 hours?,0,GEMS1
366,,4,F4B_CHILD_EVAL_SPEC,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010300,Reason not evaluated after rehydration,,Observation,Rehydration therapy,http://purl.obolibrary.org/obo/EUPATH_0010024,If not evaluated after 4 hours what was the reason?,Char,GEMS1
367,,,F4B_CHILD_COMP_REHYD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015412,Child completely rehydrated 4 hrs after starting rehydration,,Observation,,,Outcome 4 hrs after starting rehydration: Was the child completely rehydrated?,,
368,,24,F4B_FIND_WT_CHILD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010070,Weight of caretaker + child (kg),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Weight 4 hrs after caretaker + child,Num,GEMS1
369,,25,F4B_FIND_WT_CARE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010071,Weight of caretaker alone (kg),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Weight after 4 hrs caretaker alone,Num,GEMS1
370,,1,F4B_FIND_WT,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Weight 4 hrs after child alone,Num,GEMS1
371,,1,F4B_FIND_WEIGHT,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Calculated mean Weight 4 hrs after,Num,GEMS1
372,,8,F4B_FIND_WAZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000733,Weight for age z-score,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Weight-for-age z-score,Num,GEMS1
373,,1,F4B_FIND_WAZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015121,WAZ <-6 or >5,,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Outcome 4hrs After Rehyd: Flag for _ZWEI<-6 or _ZWEI>5,0,GEMS1
374,,9,F4B_FIND_WHZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000734,Weight for length/height z-score,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Weight-for-length/height z-score,Num,GEMS1
375,,3,F4B_FIND_WHZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015123,WHZ <-5 or >5,,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Outcome 4hrs After Rehyd: Flag for _WHZ<-5 or _WHZ>5,0,GEMS1
376,,10,F4B_FIND_MED_WHZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010083,Weight for length/height z-score (median ht),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Weight-for-length/height z-score (median ht),Num,GEMS1
377,,5,F4B_FIND_MED_WHZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015125,WHZ <-5 or >5 (median ht),,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Outcome 4hrs After Rehyd: Flag for _ZWFL<-5 or _ZWFL>5 (median ht),0,GEMS1
378,,20,F4B_FIND_MUAC_1,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010084,"MUAC, 1st (cm)",,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,4 hrs after. MUAC 1st,,
379,,21,F4B_FIND_MUAC_2,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010085,"MUAC, 2nd (cm)",,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,4 hrs after. MUAC 2nd,,
380,,22,F4B_FIND_MUAC_3,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010086,"MUAC, 3rd (cm)",,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,4 hrs after. MUAC 3rd,,
381,,6,F4B_FIND_MUAC,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010087,MUAC; mean (cm),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,4 hrs after: Calculated mean MUAC,,
382,,7,F4B_FIND_MUAC_MEDIAN,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010088,MUAC; median (cm),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,4hrs after: Calculated median MUAC,,
383,,15,F4B_FIND_MUAC_AGEZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000710,MUAC for age z-score,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,4 hrs after: Arm circumference-for-age z score,,
384,,6,F4B_FIND_MUAC_AGEZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015126,MUAC for age z-score <-5 or >5,,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,4 hrs after: Flag for _ZAC<-5 or _ZAC>5,,
385,,16,F4B_FIND_MED_MUAC_AGEZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010090,MUAC for age z-score (median ac),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,4 hrs after: Median Arm circumference-for-age z score,,
386,,7,F4B_FIND_MED_MUAC_AGEZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015127,MUAC for age z-score <-5 or >5 (median ac),,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,4 hrs after: Flag for median _ZAC<-5 or _ZAC>5,,
387,,4,F4B_FIND_BMI,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000661,BMI (kg/m**2),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Calculated BMI=weight / squared(_CLENHEI),Num,GEMS1
388,,13,F4B_FIND_BMIZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000662,BMI for age z-score,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: BMI-for-age z-score,Num,GEMS1
389,,8,F4B_FIND_BMIZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015128,BMI z-score<-5 or >5,,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Outcome 4hrs After Rehyd: Flag for _ZBMI<-5 or _ZBMI>5,0,GEMS1
390,,5,F4B_FIND_MED_BMI,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010093,BMI (median ht),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: Calculated BMI=weight / squared(_CLENHEI) (median ht),Num,GEMS1
391,,14,F4B_FIND_MED_BMIZ,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010094,BMI for age z-score (median ht),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome 4hrs After Rehyd: BMI-for-age z-score (median ht),Num,GEMS1
392,,9,F4B_FIND_MED_BMIZ_F,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015129,BMI z-score<-5 or >5 (median ht),,Observation,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,Outcome 4hrs After Rehyd: Flag for _ZBMI<-5 or _ZBMI>5 (median ht),0,GEMS1
393,,1,F4B_FIND_MOUTH,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010312,Dry Mouth,,Observation,Clinical findings after rehydration,http://purl.obolibrary.org/obo/EUPATH_0010025,Outcome 4hrs After Rehyd: Mouth,0,GEMS1
