# version-2			
health_facility::country	uganda	Uganda	
hh_member_12m::othhm_covidvac_type2	MODERNA	Moderna	
hh_member_12m::othhm_covidvac_type2	MODRNA	Moderna	
hh_member_12m::othhm_covidvac_type2	MORDENA	Moderna	
hh_member_12m::othhm_covidvac_type2	P FIZER	Pfizer/BioNtech	
hh_member_12m::othhm_covidvac_type2	PFEZER	Pfizer/BioNtech	
hh_member_12m::othhm_covidvac_type2	PFIZER	Pfizer/BioNtech	
hh_member_12m::othhm_covidvac_type2	VAXZERVIA	Vaxzervia (Astra-Zeneca)	
hh_member_24m::othhm_covidvac_type2	-9	:::UNDEF:::	
hh_member_24m::othhm_covidvac_type3	-9	:::UNDEF:::	
hh_member_12m::othreasonnotreat	-9	:::UNDEF:::	
hh_member_12m::othspecost1	-9	:::UNDEF:::	
hh_member_12m::othspecost1	3000SHS FOR GLOVES  1500SHS FOR INJECTION	Medical Supplies	
hh_member_12m::othspecost1	BOUGHT SYRUP AT 12000	Medication	
hh_member_12m::othspecost2	-9	:::UNDEF:::	
hh_member_12m::othtransport1	-9	:::UNDEF:::	
hh_member_12m::othtransport1	BICYCLE	Bicycle	
hh_member_12m::othtransport1	HAD THE DRUG AT HOME	:::UNDEF:::	
hh_member_12m::othtransport1	NOT APPLICABLE	:::UNDEF:::	
hh_member_12m::outsidecountry	-9	:::UNDEF:::	
hh_member_12m::outsidecountry	-7	Don't know	
hh_member_12m::outsidecountry	0	No	
hh_member_12m::outsidecountry	1	Yes	
hh_member_12m::outsidecountry	NA	:::UNDEF:::	
hh_member_12m::outsidevillage	-9	:::UNDEF:::	
hh_member_12m::outsidevillage	-7	Don't know	
hh_member_12m::outsidevillage	0	No	
hh_member_12m::outsidevillage	1	Yes	
hh_member_12m::outsidevillage	NA	:::UNDEF:::	
hh_member_12m::overnight1	-9	:::UNDEF:::	
hh_member_12m::overnight2	-9	:::UNDEF:::	
hh_member_12m::panacost1	-9	:::UNDEF:::	
hh_member_12m::panacost2	-9	:::UNDEF:::	
hh_member_12m::panadol	-9	:::UNDEF:::	
hh_member_12m::panadol	0	No	
hh_member_12m::panadol	1	Yes	
hh_member_12m::panadol	NA	:::UNDEF:::	
hh_member_24m::panadol	-9	:::UNDEF:::	
hh_member_24m::panadol	0	No	
hh_member_24m::panadol	1	Yes	
hh_member_24m::panadol	NA	:::UNDEF:::	
hh_member_12m::panadose1	-9	:::UNDEF:::	
hh_member_12m::panadose1	1	1 bottle syrup	1
hh_member_12m::panadose1	3	3 tablets	2
hh_member_12m::panadose1	6	6 tablets	3
hh_member_12m::panadose1	12	12 tablets	4
hh_member_12m::panadose1	18	18 tablets	5
hh_member_12m::panadose2	-9	:::UNDEF:::	
hh_member_12m::panadose2	1	1 bottle syrup	1
hh_member_12m::panadose2	3	3 tablets	2
hh_member_12m::panadose2	6	6 tablets	3
hh_member_12m::panadose2	12	12 tablets	4
hh_member_12m::panadose2	18	18 tablets	5
hh_member_12m::parasitedensity	NA	:::UNDEF:::	
hh_member_24m::parasitedensity	NA	:::UNDEF:::	
hh_member_12m::providerperson1	-9	:::UNDEF:::	
hh_member_12m::providerperson1	1	Doctor	
hh_member_12m::providerperson1	2	Medical assistant	
hh_member_12m::providerperson1	3	Nurse	
hh_member_12m::providerperson1	4	Nursing assistant	
hh_member_12m::providerperson1	5	Pharmacist	
hh_member_12m::providerperson1	6	Relative of healthcare worker	
hh_member_12m::providerperson1	7	Shopkeeper	
hh_member_12m::providerperson1	8	Village health worker	
hh_member_12m::providerperson1	11	:::UNDEF:::	
hh_member_12m::providerperson2	-9	:::UNDEF:::	
hh_member_12m::providerperson2	1	Doctor	
hh_member_12m::providerperson2	2	Medical assistant	
hh_member_12m::providerperson2	3	Nurse	
hh_member_12m::providerperson2	5	Pharmacist	
hh_12m::pspray	0	No	
hh_12m::pspray	1	Yes	
hh_24m::pspray	-7	Don't know	
hh_24m::pspray	0	No	
hh_24m::pspray	1	Yes	
hh_member_12m::qncost1	-9	:::UNDEF:::	
hh_member_12m::qncost2	-9	:::UNDEF:::	
hh_member_12m::qndose1	-9	:::UNDEF:::	
hh_member_12m::qndose2	-9	:::UNDEF:::	
hh_member_12m::qndose2	14	14 tablets	
hh_member_12m::qnivcost1	-9	:::UNDEF:::	
hh_member_12m::qnivcost2	-9	:::UNDEF:::	
hh_member_12m::qnivdose1	-9	:::UNDEF:::	
hh_member_12m::qnivdose1	1	1 dose	1
hh_member_12m::qnivdose1	2	2 doses	2
hh_member_12m::qnivdose1	3	3 or more doses	3
hh_member_12m::qnivdose2	-9	:::UNDEF:::	
hh_12m::radio	0	No	
hh_12m::radio	1	Yes	
hh_24m::radio	0	No	
hh_24m::radio	1	Yes	
hh_member_12m::rdtdone	-9	:::UNDEF:::	
hh_member_12m::rdtdone	0	No	
hh_member_12m::rdtdone	1	Yes	
hh_member_12m::rdtdone	NA	:::UNDEF:::	
hh_member_24m::rdtdone	-9	:::UNDEF:::	
hh_member_24m::rdtdone	1	Yes	
hh_member_24m::rdtdone	NA	:::UNDEF:::	
hh_member_12m::rdtiffebrile	0	No	
hh_member_12m::rdtiffebrile	1	Yes	
hh_member_12m::rdtiffebrile	NA	:::UNDEF:::	
hh_member_24m::rdtiffebrile	1	Yes	
hh_member_24m::rdtiffebrile	NA	:::UNDEF:::	
hh_member_12m::rdtrslt	NA	:::UNDEF:::	
hh_member_12m::rdtrslt	Negative	Negative	
hh_member_12m::rdtrslt	Positive	Positive	
hh_member_12m::rdtrslt	Skipped	:::UNDEF:::	
hh_member_24m::rdtrslt	NA	:::UNDEF:::	
hh_member_24m::rdtrslt	Negative	Negative	
hh_member_24m::rdtrslt	Positive	Positive	
hh_member_24m::rdtrslt	Skipped	:::UNDEF:::	
hh_member_12m::reasonnotreat	-9	:::UNDEF:::	
hh_member_12m::reasonnotreat	1	Illness not severe enough	
hh_member_12m::reasonnotreat	2	Got better	
hh_member_12m::reasonnotreat	3	Not enough money	
hh_member_12m::reasonnotreat	4	Too far away	
hh_member_12m::reasonnotreat	5	No transport	
hh_member_12m::reasonnotreat	7	Other	
hh_member_12m::reasonprovider1	-9	:::UNDEF:::	
hh_member_12m::reasonprovider1	1	Proximity	
hh_member_12m::reasonprovider1	2	Good reputation	
hh_member_12m::reasonprovider1	3	Inexpensive	
hh_member_12m::reasonprovider1	4	Good personal experience	
hh_member_12m::reasonprovider1	5	Qualificaition of staff	
hh_member_12m::reasonprovider1	6	Availability of drugs	
hh_member_12m::reasonprovider1	7	Relative/friend works here	
hh_member_12m::reasonprovider1	8	Can get treatment on credit	
hh_member_12m::reasonprovider1	9	Just to see	
hh_member_12m::reasonprovider2	-9	:::UNDEF:::	
hh_member_12m::reasonprovider2	1	Proximity	
hh_member_12m::reasonprovider2	2	Good reputation	
hh_member_12m::reasonprovider2	3	Inexpensive	
hh_member_12m::reasonprovider2	4	Good personal experience	
hh_member_12m::reasonprovider2	5	Qualificaition of staff	
hh_member_12m::reasonprovider2	6	Availability of drugs	
hh_member_12m::reasonprovider2	8	Can get treatment on credit	
hh_member_12m::reasonprovider2	10	Other	
hh_member_12m::receivedrugs1	-9	:::UNDEF:::	
hh_member_12m::receivedrugs1	1	Received medicine	
hh_member_12m::receivedrugs1	2	Received prescription	
hh_member_12m::receivedrugs1	3	Did not receive medicine nor prescription	
hh_member_12m::receivedrugs2	-9	:::UNDEF:::	
hh_member_12m::receivedrugs2	1	Received medicine	
hh_member_12m::receivedrugs2	2	Received prescription	
hh_12m::receivenet	0	No	
hh_12m::receivenet	1	Yes	
hh_24m::receivenet	-7	Don't know	
hh_24m::receivenet	0	No	
hh_24m::receivenet	1	Yes	
hh_member_12m::recommendation1	-9	:::UNDEF:::	
hh_member_12m::recommendation1	-7	Don't know	
hh_member_12m::recommendation1	5	Artusenate	
hh_member_12m::recommendation1	6	Artemether	
hh_member_12m::recommendation1	7	Dihydrodartemisinin	
hh_member_12m::recommendation1	12	Amoxicillin	
hh_member_12m::recommendation1	15	Paracetemol	
hh_member_12m::recommendation1	16	Other	
hh_member_12m::recommendation1	14,15	Cotrimoxazole and Paracetemol	
hh_member_12m::recommendation1	3,15,16	Sulphadoxine-pyrimethamine, Paracetemol, and Dexamethasone	
hh_member_12m::recommendation1	3,7,8,15	Sulphadoxine-pyrimethamine, Dihydrodartemisinin, Coartem, and Paracetemol	
hh_member_12m::recommendation1	4,15	Quinine and Paracetemol	
hh_member_12m::recommendation1	5,15	Artusenate and Paracetemol	
hh_member_12m::recommendation1	5,16	Artusenate and other	
hh_member_12m::recommendation1	5,7,15	Artusenate, Dihydrodartemisinin, and Paracetemol	
hh_member_12m::recommendation1	6,12	Artemether and Amoxicillin	
hh_member_12m::recommendation1	6,15	Artemether and Paracetemol	
hh_member_12m::recommendation1	7,10,15	Dihydrodartemisinin, Artusenate - Amodiaquine, and Paracetemol	
hh_member_12m::recommendation1	7,15	Dihydrodartemisinin and Paracetemol	
hh_member_12m::recommendation1	7,8,12,15	Dihydrodartemisinin, Coartem, Amoxicillin and Paracetemol	
hh_member_12m::recommendation1	7,8,15	Dihydrodartemisinin, Coartem and Paracetemol	
hh_member_12m::recommendation1	P-alaxin	P-alaxin	
hh_member_12m::recommendation2	-9	:::UNDEF:::	
hh_member_12m::recommendation2	16	Other	
hh_member_12m::recommendation2	BENZOATE	Benzoate	
hh_member_12m::recommendation2	CEFTRIAXONE	Ceftriaxone	
hh_member_12m::recommendation2	9,15	Duocotexcin, Azithromycin, and Paracetemol	
hh_member_12m::referred	-9	:::UNDEF:::	
hh_member_12m::referred	0	No	
hh_member_12m::referred	1	Yes	
hh_member_12m::referred	NA	:::UNDEF:::	
hh_member_24m::referred	-9	:::UNDEF:::	
hh_member_24m::referred	0	No	
hh_member_24m::referred	1	Yes	
hh_member_24m::referred	NA	:::UNDEF:::	
bednet_12m::region	1	North Buganda/Tooro	
bednet_12m::region	2	Bunyoro	
bednet_12m::region	3	West Nile	
bednet_12m::region	4	Acholi	
bednet_12m::region	5	Lango	
bednet_12m::region	6	Teso / Karamoja	
bednet_12m::region	7	Busoga / Bukedi	
bednet_24m::region	1	North Buganda/Tooro	
bednet_24m::region	2	Bunyoro	
bednet_24m::region	3	West Nile	
bednet_24m::region	4	Acholi	
bednet_24m::region	5	Lango	
bednet_24m::region	6	Teso / Karamoja	
bednet_24m::region	7	Busoga / Bukedi	
health_facility::region	1	North Buganda/Tooro	
health_facility::region	2	Bunyoro	
health_facility::region	3	West Nile	
health_facility::region	4	Acholi	
health_facility::region	5	Lango	
health_facility::region	6	Teso / Karamoja	
health_facility::region	7	Busoga / Bukedi	
hh_12m::region	Acholi	Acholi	
hh_12m::region	Bunyoro	Bunyoro	
hh_12m::region	Busoga / Bukedi	Busoga / Bukedi	
hh_12m::region	Lango	Lango	
hh_12m::region	North Buganda/Tooro	North Buganda/Tooro	
hh_12m::region	Teso / Karamoja	Teso / Karamoja	
hh_12m::region	West Nile	West Nile	
hh_24m::region	Acholi	Acholi	
hh_24m::region	Bunyoro	Bunyoro	
hh_24m::region	Busoga / Bukedi	Busoga / Bukedi	
hh_24m::region	Lango	Lango	
hh_24m::region	North Buganda/Tooro	North Buganda/Tooro	
hh_24m::region	Teso / Karamoja	Teso / Karamoja	
hh_24m::region	West Nile	West Nile	
hh_member_12m::region	1	North Buganda/Tooro	
hh_member_12m::region	2	Bunyoro	
hh_member_12m::region	3	West Nile	
hh_member_12m::region	4	Acholi	
hh_member_12m::region	5	Lango	
hh_member_12m::region	6	Teso / Karamoja	
hh_member_12m::region	7	Busoga / Bukedi	
hh_member_24m::region	1	North Buganda/Tooro	
hh_member_24m::region	2	Bunyoro	
hh_member_24m::region	3	West Nile	
hh_member_24m::region	4	Acholi	
hh_member_24m::region	5	Lango	
hh_member_24m::region	6	Teso / Karamoja	
hh_member_24m::region	7	Busoga / Bukedi	
hh_member_12m::relation	Aunt/Uncle	Aunt / uncle	
hh_member_12m::relation	Boyfriend	Boyfriend / girlfriend	
hh_member_12m::relation	Brother/Sister	Brother / sister	
hh_member_12m::relation	Cousin	Cousin	
hh_member_12m::relation	Employee	Employee	
hh_member_12m::relation	father/mother	Father / mother	
hh_member_12m::relation	Foster child	Foster child / stepchild	
hh_member_12m::relation	Girlfriend	Boyfriend / girlfriend	
hh_member_12m::relation	grandmother/grandfather/great-grandmother/great-grandfather	Grandfather / grandmother / great-grandfather / great-grandmother	
hh_member_12m::relation	grandson/granddaughter/great-grandson/great-granddaughter	Grandson / granddaughter / great-grandson / great-granddaughter	
hh_member_12m::relation	House helper	House helper	
hh_member_12m::relation	husband/wife	Husband / wife	
hh_member_12m::relation	In-law	In-law	
hh_member_12m::relation	Niece/Nephew	Nephew / neice	
hh_member_12m::relation	Other not related	Other (not related)	
hh_member_12m::relation	Renter	Other (not related)	
hh_member_12m::relation	Self (household head)	Self (household head)	
hh_member_12m::relation	son/daughter	Son / daughter	
hh_member_12m::relation	Stepchild	Foster child / stepchild	
hh_member_24m::relation	Aunt/Uncle	Aunt / uncle	
hh_member_24m::relation	Boyfriend	Boyfriend / girlfriend	
hh_member_24m::relation	Brother/Sister	Brother / sister	
hh_member_24m::relation	Cousin	Cousin	
hh_member_24m::relation	Employee	Employee	
hh_member_24m::relation	father/mother	Father / mother	
hh_member_24m::relation	Foster child	Foster child / stepchild	
hh_member_24m::relation	Girlfriend	Boyfriend / girlfriend	
hh_member_24m::relation	grandmother/grandfather/great-grandmother/great-grandfather	Grandfather / grandmother / great-grandfather / great-grandmother	
hh_member_24m::relation	grandson/granddaughter/great-grandson/great-granddaughter	Grandson / granddaughter / great-grandson / great-granddaughter	
hh_member_24m::relation	House helper	House helper	
hh_member_24m::relation	husband/wife	Husband / wife	
hh_member_24m::relation	In-law	In-law	
hh_member_24m::relation	Niece/Nephew	Nephew / neice	
hh_member_24m::relation	Other not related	Other (not related)	
hh_member_24m::relation	Self (household head)	Self (household head)	
hh_member_24m::relation	son/daughter	Son / daughter	
hh_member_24m::relation	Stepchild	Foster child / stepchild	
hh_member_12m::relationcat	1	Head of household	1
hh_member_12m::relationcat	2	1st degree relative	2
hh_member_12m::relationcat	3	2nd degree relative	3
hh_member_12m::relationcat	4	Not related	4
hh_member_24m::relationcat	1	Head of household	1
hh_member_24m::relationcat	2	1st degree relative	2
hh_member_24m::relationcat	3	2nd degree relative	3
hh_member_24m::relationcat	4	Not related	4
hh_member_12m::returnvisit1	-9	:::UNDEF:::	
hh_member_12m::returnvisit2	-9	:::UNDEF:::	
hh_24m::rgspray	Don't know	Don't know	
hh_24m::rgspray	had a sick person/baby	Someone in the house was pregnant, sick, or a baby	
hh_24m::rgspray	other	:::UNDEF:::	
hh_24m::rgspray	Refused to answer	Refused to answer	
hh_24m::rgspray	Skipped or NA	:::UNDEF:::	
hh_24m::rgspray	someone in the house was pregnant	Someone in the house was pregnant, sick, or a baby	
hh_24m::rgspray	spraying chemicals are harmful	Spraying chemicals is harmful	
hh_24m::rgspray	spraying not effective against mosquitoes	Believes spraying is not effective against mosquitoes	
hh_12m::sanitationcat	0	Uncovered pit latrine or no facility	
hh_12m::sanitationcat	1	Flush toilet, VIP, or covered pit latrine	
hh_24m::sanitationcat	0	Uncovered pit latrine or no facility	
hh_24m::sanitationcat	1	Flush toilet, VIP, or covered pit latrine	
hh_member_24m::schlinsubcounty	-9	:::UNDEF:::	
hh_member_24m::schlinsubcounty	-7	Don't know	
hh_member_24m::schlinsubcounty	0	No	
hh_member_24m::schlinsubcounty	1	Yes	
hh_member_24m::schoolname	-9	:::UNDEF:::	
hh_member_24m::schoolname	7	:::UNDEF:::	
hh_member_24m::schoolname	12	:::UNDEF:::	
hh_12m::scooter	0	No	
hh_12m::scooter	1	Yes	
hh_24m::scooter	0	No	
hh_24m::scooter	1	Yes	
hh_24m::scrairbricks	No	No	
hh_24m::scrairbricks	Skipped or NA	:::UNDEF:::	
hh_24m::scrairbricks	Yes	Yes	
hh_12m::screened	-9	:::UNDEF:::	
hh_12m::screened	0	No	
hh_12m::screened	1	Yes	
hh_24m::screened	-9	:::UNDEF:::	
hh_24m::screened	0	No	
hh_24m::screened	1	Yes	
hh_member_12m::secondprovider	-9	:::UNDEF:::	
hh_member_12m::secondprovider	0	Malaria Reference Center (MRC)	
hh_member_12m::secondprovider	1	Other public health facility	
hh_member_12m::secondprovider	2	Traditional healer	
hh_member_12m::secondprovider	3	Private pharmacy	
hh_member_12m::secondprovider	4	Private health facility	
hh_member_12m::secondprovider	5	Community Health Worker	
hh_member_12m::secondprovider	7	Dispensary	
hh_member_12m::secondprovider	8	NGO health facility	
hh_member_12m::secondprovider	9	Dispensary	
hh_member_12m::secondprovider	10	Shop/Kiosk	
hh_member_12m::secondprovider	11	Petty Trader	
hh_12m::senergy	candles	Candles	
hh_12m::senergy	electricity	Electricity	
hh_12m::senergy	firewood	Firewood	
hh_12m::senergy	gas	Gas	
hh_12m::senergy	paraffin - hurricane lamp	Paraffin - hurricane lamp	
hh_12m::senergy	paraffin - pressure lamp	Paraffin - pressure lamp	
hh_12m::senergy	paraffin - wick lamp	Paraffin - wick lamp	
hh_12m::senergy	Phone	Phone	
hh_12m::senergy	Refused to answer	Refused to answer	
hh_12m::senergy	solar	Solar	
hh_12m::senergy	torch/battery powered lamp	Torch/battery powered lamp	
hh_24m::senergy	candles	Candles	
hh_24m::senergy	electricity	Electricity	
hh_24m::senergy	firewood	Firewood	
hh_24m::senergy	gas	Gas	
hh_24m::senergy	paraffin - hurricane lamp	Paraffin - hurricane lamp	
hh_24m::senergy	paraffin - pressure lamp	Paraffin - pressure lamp	
hh_24m::senergy	paraffin - wick lamp	Paraffin - wick lamp	
hh_24m::senergy	Phone	Phone	
hh_24m::senergy	solar	Solar	
hh_24m::senergy	torch/battery powered lamp	Torch/battery powered lamp	
hh_12m::senergycol	-8	Refused to answer	
hh_12m::senergycol	1	Electricity / solar / battery power	
hh_12m::senergycol	2	Gas or paraffin	
hh_12m::senergycol	3	Firewood or candles	
hh_24m::senergycol	1	Electricity / solar / battery power	
hh_24m::senergycol	2	Gas or paraffin	
hh_24m::senergycol	3	Firewood or candles	
hh_member_12m::shortbryn	-9	:::UNDEF:::	
hh_member_12m::shortbryn	-7	Don't know	
hh_member_12m::shortbryn	0	No	
hh_member_12m::shortbryn	1	Yes	
hh_member_12m::shortbryn	NA	:::UNDEF:::	
bednet_12m::slpnet	No	No	
bednet_12m::slpnet	Yes	Yes	
bednet_24m::slpnet	No	No	
bednet_24m::slpnet	Yes	Yes	
hh_12m::smartphone	-9	:::UNDEF:::	
hh_12m::smartphone	0	No	
hh_12m::smartphone	1	Yes	
hh_24m::smartphone	-9	:::UNDEF:::	
hh_24m::smartphone	0	No	
hh_24m::smartphone	1	Yes	
hh_12m::sofa	0	No	
hh_12m::sofa	1	Yes	
hh_24m::sofa	0	No	
hh_24m::sofa	1	Yes	
hh_member_12m::sorethryn	-9	:::UNDEF:::	
hh_member_12m::sorethryn	-7	Don't know	
hh_member_12m::sorethryn	0	No	
hh_member_12m::sorethryn	1	Yes	
hh_member_12m::sorethryn	NA	:::UNDEF:::	
hh_12m::survey	12-month	12 month	1
hh_24m::survey	24-month	24 month	2
hh_12m::swater	borehole	Borehole	
hh_12m::swater	bottled water	Bottled water	
hh_12m::swater	open public well	Open public well	
hh_12m::swater	open well in yard/compound	Open well in yard/compound	
hh_12m::swater	pipe into dwelling	Piped into dwelling	
hh_12m::swater	piped into yard/compound	Piped into yard/compound	
hh_12m::swater	pond/lake	Pond/lake	
hh_12m::swater	protected public well	Protected public well	
hh_12m::swater	protected spring	Protected spring	
hh_12m::swater	protected well in yard/compound	Protected well in yard/compound	
hh_12m::swater	public tap	Public tap	
hh_12m::swater	rainwater	Rainwater	
hh_12m::swater	river/stream	River/stream	
hh_12m::swater	unprotected spring	Unprotected spring	
hh_12m::swater	water truck	Water truck	
hh_24m::swater	borehole	Borehole	
hh_24m::swater	open public well	Open public well	
hh_24m::swater	open well in yard/compound	Open well in yard/compound	
hh_24m::swater	pipe into dwelling	Piped into dwelling	
hh_24m::swater	piped into yard/compound	Piped into yard/compound	
hh_24m::swater	pond/lake	Pond/lake	
hh_24m::swater	Private/personal tap	Private/personal tap	
hh_24m::swater	protected public well	Protected public well	
hh_24m::swater	protected spring	Protected spring	
hh_24m::swater	protected well in yard/compound	Protected well in yard/compound	
hh_24m::swater	public tap	Public tap	
hh_24m::swater	rainwater	Rainwater	
hh_24m::swater	river/stream	River/stream	
hh_24m::swater	Tap in the neighborhood	Tap in the neighborhood	
hh_24m::swater	unprotected spring	Unprotected spring	
hh_12m::swatercol	1	Piped or bottled water	
hh_12m::swatercol	2	Well water	
hh_12m::swatercol	3	Open water source	
hh_24m::swatercol	1	Piped or bottled water	
hh_24m::swatercol	2	Well water	
hh_24m::swatercol	3	Open water source	
hh_12m::tablet	-9	:::UNDEF:::	
hh_12m::tablet	0	No	
hh_12m::tablet	1	Yes	
hh_24m::tablet	-9	:::UNDEF:::	
hh_24m::tablet	0	No	
hh_24m::tablet	1	Yes	
hh_12m::tble	0	No	
hh_12m::tble	1	Yes	
hh_24m::tble	0	No	
hh_24m::tble	1	Yes	
hh_12m::tcat	1	Thatched / Thatched	
hh_12m::tcat	2	Mud and poles / Thatched	
hh_12m::tcat	3	Mud and poles / Iron sheets	
hh_12m::tcat	4	Bricks no plaster / Thatched	
hh_12m::tcat	5	Bricks no plaster / Iron sheets	
hh_12m::tcat	6	Bricks with plaster / Thatched	
hh_12m::tcat	7	Bricks with plaster / Iron sheets	
hh_12m::tcat	NA	:::UNDEF:::	
hh_member_12m::temperature	-9	:::UNDEF:::	
hh_member_12m::temperature	NA	:::UNDEF:::	
hh_member_24m::temperature	-9	:::UNDEF:::	
hh_member_24m::temperature	NA	:::UNDEF:::	
hh_member_12m::test1	-9	:::UNDEF:::	
hh_member_12m::test1	-7	Don't know	
hh_member_12m::test1	1	RDT	
hh_member_12m::test1	2	Microscopy	
hh_member_12m::test1	3	Both RDT and microscopy	
hh_member_12m::test2	-9	:::UNDEF:::	
