variable,dataFile,IRI,label,displayOrder,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceStringType,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
cdq35reviewvisit5reason1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063226,Review visit 5 reason 1,16,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 5, reason 1",Participant,http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 5, reason 1","1=Services not available
2=Did not have money to pay for the services
3=Not finished PrEP drugs given during last visit
4=Decided to do without the PrEP drugs/services
5=Did not need PrEP drugs/services
6=Referred",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq35reviewvisit5reason2,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063227,Review visit 5 reason 2,17,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 5, reason 2",Participant,http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 5, reason 2","1=Services not available
2=Did not have money to pay for the services
3=Not finished PrEP drugs given during last visit
4=Decided to do without the PrEP drugs/services
5=Did not need PrEP drugs/services
6=Referred",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq35reviewvisit5reason3,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063228,Review visit 5 reason 3,18,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 5, reason 3",Participant,http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 5, reason 3","1=Services not available
2=Did not have money to pay for the services
3=Not finished PrEP drugs given during last visit
4=Decided to do without the PrEP drugs/services
5=Did not need PrEP drugs/services
6=Referred",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq35reviewvisit6reason1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063229,Review visit 6 reason 1,19,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 6, reason 1",Participant,http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 6, reason 1","1=Services not available
2=Did not have money to pay for the services
3=Not finished PrEP drugs given during last visit
4=Decided to do without the PrEP drugs/services
5=Did not need PrEP drugs/services
6=Referred",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq35reviewvisit6reason2,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063230,Review visit 6 reason 2,20,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 6, reason 2",Participant,http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 6, reason 2","1=Services not available
2=Did not have money to pay for the services
3=Not finished PrEP drugs given during last visit
4=Decided to do without the PrEP drugs/services
5=Did not need PrEP drugs/services
6=Referred",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq35reviewvisit6reason3,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063231,Review visit 6 reason 3,21,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 6, reason 3",Participant,http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 6, reason 3","1=Services not available
2=Did not have money to pay for the services
3=Not finished PrEP drugs given during last visit
4=Decided to do without the PrEP drugs/services
5=Did not need PrEP drugs/services
6=Referred",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq35reviewvisit7reason1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063232,Review visit 7 reason 1,22,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 7, reason 1",Participant,http://purl.obolibrary.org/obo/EUPATH_0063210,Reason for obtaining only some PrEP services during visit,"If only some of the PrEP services were obtained, what were the main reasons? Review visit 7, reason 1","1=Services not available
2=Did not have money to pay for the services
3=Not finished PrEP drugs given during last visit
4=Decided to do without the PrEP drugs/services
5=Did not need PrEP drugs/services
6=Referred",value,,,,,jilinde_costing_survey,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0011680,Income,1,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,,,,,,,,,,,,,,,
q24bspecifyother1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house count,2,How many people live in the house?,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,Map to variable: q24ahowmanypeoplelivethere,,variable,,,,,jilinde_costing_survey,,,,,,,,,
q24ahowmanypeoplelivethere,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house count,3,How many people live in the house?,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,How many people live in the house?,"1=Myself
2=Two people
3=Three people
4=Four people
5=Other (specify)",variable,,,,,jilinde_costing_survey,,,,,,,,,
,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,4,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,multifilter,,,,,jilinde_costing_survey,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0063326,Expenditure,5,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,,,,,,,,,,,,,,,
cdq28ainterviewee,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063133,Interviewee,1,Who provides monetary support for your family: Interviewee,Household,http://purl.obolibrary.org/obo/EUPATH_0063132,Source of monetary support,Who provides monetary support for your family: Interviewee,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq28bspouceorpartner,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063134,Spouse or partner,2,Who provides monetary support for your family: Spouse or partner,Household,http://purl.obolibrary.org/obo/EUPATH_0063132,Source of monetary support,Who provides monetary support for your family: Spouse or partner,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq28cchildren,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063135,Children,3,Who provides monetary support for your family: Children,Household,http://purl.obolibrary.org/obo/EUPATH_0063132,Source of monetary support,Who provides monetary support for your family: Children,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq6areadnewspaper,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0054676,Read newspaper,1,Do you read a newspaper at least once a week?,Participant,http://purl.obolibrary.org/obo/EUPATH_0063389,Use of media at least once a week,Do you read a newspaper at least once a week?,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq6clistentoradio,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0054747,Listen to radio,2,Do you listen to the radio at least once a week?,Participant,http://purl.obolibrary.org/obo/EUPATH_0063389,Use of media at least once a week,Do you listen to the radio at least once a week?,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq6bwatchtv,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0054787,Watch television,3,Do you watch television at least once a week?,Participant,http://purl.obolibrary.org/obo/EUPATH_0063389,Use of media at least once a week,Do you watch television at least once a week?,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq6dallthreemedia,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063114,"Use newspaper, radio and television",4,"Do you use all three media- newspaper, TV, radio- at least once a week?",Participant,http://purl.obolibrary.org/obo/EUPATH_0063389,Use of media at least once a week,"Do you use all three media- newspaper, TV, radio- at least once a week?","1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq6enomedia,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063115,No media,5,"Do you use no media- newspaper, TV, radio- at least once a week?",Participant,http://purl.obolibrary.org/obo/EUPATH_0063389,Use of media at least once a week,"Do you use no media- newspaper, TV, radio- at least once a week?","1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq25atypeoftoiletfacility,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0025150,Toilet type,1,What type of toilet facility does the household use?,Household,http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,What type of toilet facility does the household use?,"1=Flush Toilet
2=Traditional Pit latrine
3=Ventilated Improved Pit Latrine (VIP)
4=No Facility/Bush/Field 
5=Bucket Latrine
6=Other (Specify)",variable,,,,,jilinde_costing_survey,,,,,,,,,
cdq25bothertype1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063128,Toilet type specified,2,Other type of toilet facility,Household,http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,Other type of toilet facility,"1=Yes, 2=No",variable,,,,,jilinde_costing_survey,,,,,,,,,
cdq27atappedwater,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063130,Tap water,1,Source of water: tap water,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Source of water: tap water,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq27bprotctdshalowwellorboreho,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0015050,Protected shallow well or borehole,2,Source of water: protected shallow well or borehole,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Source of water: protected shallow well or borehole,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq27cprotectedspring,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0015038,Protected spring,3,Source of water: protected spring,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Source of water: protected spring,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq27drainwater,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0015046,Rainwater,4,Source of water: rainwater,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Source of water: rainwater,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq27eunprotectedwellspring,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0015040,Unprotected dug well or spring,5,Source of water: unprotected dug well /unprotected spring,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Source of water: unprotected dug well /unprotected spring,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq27fsurfacewater,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0031313,Surface water,6,Source of water: surface water,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Source of water: surface water,"1=Yes, 2=No",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq27gotherssources1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0015049,Other water source,7,Other water source,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Other water source,,variable,,,,,jilinde_costing_survey,,,,,,,,,
cdq27hothersources2,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0015049,Other water source,8,Other water source,Household,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,Other water source,,variable,,,,,jilinde_costing_survey,,,,,,,,,
cdq34initialvisit,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063202,Initial visit,1,Did you obtain PrEP services during the visit to this facility/site? Initial visit,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Initial visit,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq34reviewvisit1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063203,Review visit 1,2,Did you obtain PrEP services during the visit to this facility/site? Review visit 1,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Review visit 1,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq34reviewvisit2,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063204,Review visit 2,3,Did you obtain PrEP services during the visit to this facility/site? Review visit 2,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Review visit 2,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq34reviewvisit3,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063205,Review visit 3,4,Did you obtain PrEP services during the visit to this facility/site? Review visit 3,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Review visit 3,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq34reviewvisit4,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063206,Review visit 4,5,Did you obtain PrEP services during the visit to this facility/site? Review visit 4,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Review visit 4,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq34reviewvisit5,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063207,Review visit 5,6,Did you obtain PrEP services during the visit to this facility/site? Review visit 5,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Review visit 5,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq34reviewvisit6,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063208,Review visit 6,7,Did you obtain PrEP services during the visit to this facility/site? Review visit 6,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Review visit 6,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq34reviewvisit7,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063209,Review visit 7,8,Did you obtain PrEP services during the visit to this facility/site? Review visit 7,Participant,http://purl.obolibrary.org/obo/EUPATH_0063201,Whether obtain PrEP service during visit,Did you obtain PrEP services during the visit to this facility/site? Review visit 7,"1=Yes (all)
2=Yes (some of the PrEP services)
3=No
8= Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51initialvisit,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063273,Initial visit,1,"Were you satisfied with the quality
of care received from health facility? Initial visit",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Initial visit","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51reviewvisit1,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063274,Review visit 1,2,"Were you satisfied with the quality
of care received from health facility? Review visit 1",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Review visit 1","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51reviewvisit2,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063275,Review visit 2,3,"Were you satisfied with the quality
of care received from health facility? Review visit 2",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Review visit 2","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51reviewvisit3,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063276,Review visit 3,4,"Were you satisfied with the quality
of care received from health facility? Review visit 3",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Review visit 3","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51reviewvisit4,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063277,Review visit 4,5,"Were you satisfied with the quality
of care received from health facility? Review visit 4",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Review visit 4","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51reviewvisit5,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063278,Review visit 5,6,"Were you satisfied with the quality
of care received from health facility? Review visit 5",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Review visit 5","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51reviewvisit6,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063279,Review visit 6,7,"Were you satisfied with the quality
of care received from health facility? Review visit 6",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Review visit 6","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq51reviewvisit7,jilinde_costing_survey,http://purl.obolibrary.org/obo/EUPATH_0063280,Review visit 7,8,"Were you satisfied with the quality
of care received from health facility? Review visit 7",Participant,http://purl.obolibrary.org/obo/EUPATH_0063272,Whether satisfied with the quality of care received from health facility,"Were you satisfied with the quality
of care received from health facility? Review visit 7","1=Yes, 2=No, 8=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,1,,Participant,,,,,,,,,,,,,,,,,,,
,,http://purl.obolibrary.org/obo/PCO_0000024,Household,1,,Household,,,,,,,,,,,,,,,,,,,
