uniqueVar,dataSet,variable,dataFile,variable_dataFile,file,colOrder,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,timeVarying,flag,keepDiscard
ext_bv_ses::dwkr,PROVIDE,dwkr,ext_bv_ses,dwkr,ext_bv_ses.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::fedu,PROVIDE,fedu,ext_bv_ses,fedu,ext_bv_ses.txt,12,int,2,NA,NA,1,18,1 to 18,17,0,once,NA,keep
ext_bv_ses::medu,PROVIDE,medu,ext_bv_ses,medu,ext_bv_ses.txt,13,int,3,NA,NA,1,16,1 to 16,16,0,once,NA,keep
ext_bv_ses::focc,PROVIDE,focc,ext_bv_ses,focc,ext_bv_ses.txt,14,int,18,NA,NA,1,77,1 to 77,24,0,once,NA,keep
ext_bv_ses::mocc,PROVIDE,mocc,ext_bv_ses,mocc,ext_bv_ses.txt,15,int,3,NA,NA,3,77,3 to 77,14,0,once,NA,keep
ext_bv_ses::hown,PROVIDE,hown,ext_bv_ses,hown,ext_bv_ses.txt,16,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::inco,PROVIDE,inco,ext_bv_ses,inco,ext_bv_ses.txt,17,int,19000,NA,NA,3000,77000,3000 to 77000,83,0,once,NA,keep
ext_bv_ses::exp,PROVIDE,exp,ext_bv_ses,Exp,ext_bv_ses.txt,18,int,15000,NA,NA,2500,69000,2500 to 69000,110,0,once,NA,keep
ext_bv_ses::flor,PROVIDE,flor,ext_bv_ses,flor,ext_bv_ses.txt,19,int,3,NA,NA,1,3,1 to 3,3,0,once,NA,keep
ext_bv_ses::wall,PROVIDE,wall,ext_bv_ses,wall,ext_bv_ses.txt,20,int,4,NA,NA,1,4,1 to 4,4,0,once,NA,keep
ext_bv_ses::roof,PROVIDE,roof,ext_bv_ses,roof,ext_bv_ses.txt,21,int,4,NA,NA,1,4,1 to 4,3,0,once,NA,keep
ext_bv_ses::elec,PROVIDE,elec,ext_bv_ses,elec,ext_bv_ses.txt,22,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::gas,PROVIDE,gas,ext_bv_ses,gas,ext_bv_ses.txt,23,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::phon,PROVIDE,phon,ext_bv_ses,phon,ext_bv_ses.txt,24,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::almr,PROVIDE,almr,ext_bv_ses,almr,ext_bv_ses.txt,25,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::tabl,PROVIDE,tabl,ext_bv_ses,tabl,ext_bv_ses.txt,26,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::chair,PROVIDE,chair,ext_bv_ses,chair,ext_bv_ses.txt,27,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::bench,PROVIDE,bench,ext_bv_ses,bench,ext_bv_ses.txt,28,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::clock,PROVIDE,clock,ext_bv_ses,clock,ext_bv_ses.txt,29,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::bed,PROVIDE,bed,ext_bv_ses,bed,ext_bv_ses.txt,30,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::radio,PROVIDE,radio,ext_bv_ses,radio,ext_bv_ses.txt,31,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::tv,PROVIDE,tv,ext_bv_ses,tv,ext_bv_ses.txt,32,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::bcycl,PROVIDE,bcycl,ext_bv_ses,bcycl,ext_bv_ses.txt,33,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::mcycl,PROVIDE,mcycl,ext_bv_ses,mcycl,ext_bv_ses.txt,34,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::sewm,PROVIDE,sewm,ext_bv_ses,sewm,ext_bv_ses.txt,35,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::fan,PROVIDE,fan,ext_bv_ses,fan,ext_bv_ses.txt,36,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::news,PROVIDE,news,ext_bv_ses,news,ext_bv_ses.txt,37,int,3,NA,NA,1,3,1 to 3,3,0,once,NA,keep
ext_bv_ses::mmed,PROVIDE,mmed,ext_bv_ses,mmed,ext_bv_ses.txt,38,int,3,NA,NA,1,3,1 to 3,3,0,once,NA,keep
ext_bv_ses::watr,PROVIDE,watr,ext_bv_ses,watr,ext_bv_ses.txt,39,int,1,NA,NA,1,3,1 to 3,3,0,once,NA,keep
ext_bv_ses::toil,PROVIDE,toil,ext_bv_ses,toil,ext_bv_ses.txt,40,int,1,NA,NA,1,5,1 to 5,5,0,once,NA,keep
ext_bv_ses::hhfd,PROVIDE,hhfd,ext_bv_ses,hhfd,ext_bv_ses.txt,41,int,3,NA,NA,1,4,1 to 4,4,0,once,NA,keep
ext_bv_ses::agfd,PROVIDE,agfd,ext_bv_ses,agfd,ext_bv_ses.txt,42,int,9,NA,NA,1,9,1 to 9,4,0,once,NA,keep
ext_bv_ses::hwfd,PROVIDE,hwfd,ext_bv_ses,hwfd,ext_bv_ses.txt,43,int,9,NA,NA,2,9,2 to 9,3,0,once,NA,keep
ext_bv_ses::surfd,PROVIDE,surfd,ext_bv_ses,surfd,ext_bv_ses.txt,44,int,9,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_ses::ageat,PROVIDE,ageat,ext_bv_ses,ageat,ext_bv_ses.txt,45,int,1,NA,NA,1,9,1 to 9,5,0,once,NA,keep
ext_bv_ses::hweat,PROVIDE,hweat,ext_bv_ses,hweat,ext_bv_ses.txt,46,int,3,NA,NA,1,9,1 to 9,4,0,once,NA,keep
ext_bv_ses::suret,PROVIDE,suret,ext_bv_ses,suret,ext_bv_ses.txt,47,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_ses::agdef,PROVIDE,agdef,ext_bv_ses,agdef,ext_bv_ses.txt,48,int,4,NA,NA,1,9,1 to 9,6,0,once,NA,keep
ext_bv_ses::hwdef,PROVIDE,hwdef,ext_bv_ses,hwdef,ext_bv_ses.txt,49,int,1,NA,NA,1,9,1 to 9,4,0,once,NA,keep
ext_bv_ses::surdf,PROVIDE,surdf,ext_bv_ses,surdf,ext_bv_ses.txt,50,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_ses::agbot,PROVIDE,agbot,ext_bv_ses,agbot,ext_bv_ses.txt,51,int,9,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_ses::hwbot,PROVIDE,hwbot,ext_bv_ses,hwbot,ext_bv_ses.txt,52,int,9,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_ses::surbt,PROVIDE,surbt,ext_bv_ses,surbt,ext_bv_ses.txt,53,int,9,NA,NA,1,9,1 to 9,2,0,once,NA,keep
ext_bv_ses::aganu,PROVIDE,aganu,ext_bv_ses,aganu,ext_bv_ses.txt,54,int,9,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_ses::hwanu,PROVIDE,hwanu,ext_bv_ses,hwanu,ext_bv_ses.txt,55,int,9,NA,NA,1,9,1 to 9,4,0,once,NA,keep
ext_bv_ses::suran,PROVIDE,suran,ext_bv_ses,suran,ext_bv_ses.txt,56,int,9,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_ses::watrt,PROVIDE,watrt,ext_bv_ses,watrt,ext_bv_ses.txt,57,int,5,NA,NA,1,7,1 to 7,5,0,once,NA,keep
ext_bv_ses::tshar,PROVIDE,tshar,ext_bv_ses,tshar,ext_bv_ses.txt,58,int,1,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_bv_ses::nail,PROVIDE,nail,ext_bv_ses,nail,ext_bv_ses.txt,59,int,2,NA,NA,1,4,1 to 4,4,0,once,NA,keep
ext_bv_ses::ckpl,PROVIDE,ckpl,ext_bv_ses,ckpl,ext_bv_ses.txt,60,int,3,NA,NA,1,3,1 to 3,3,0,once,NA,keep
ext_bv_ses::fuel,PROVIDE,fuel,ext_bv_ses,fuel,ext_bv_ses.txt,61,int,1,NA,NA,1,4,1 to 4,4,0,once,NA,keep
ext_bv_ses::drain,PROVIDE,drain,ext_bv_ses,drain,ext_bv_ses.txt,62,int,2,NA,NA,1,2,1 to 2,2,0,once,NA,keep
ext_lab_bv_abo::pid,PROVIDE,pid,ext_lab_bv_abo,pid,ext_lab_bv_abo.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,700,0,once,duplicated variable,keep
ext_lab_bv_abo::specdt,PROVIDE,specdt,ext_lab_bv_abo,specdt,ext_lab_bv_abo.txt,2,chr,7/15/13 0:00,date?,NA,n/a,n/a,>10 unique values,226,0,once,duplicated variable,discard
ext_lab_bv_abo::abo,PROVIDE,abo,ext_lab_bv_abo,abo,ext_lab_bv_abo.txt,3,chr,O,NA,NA,n/a,n/a,"-9, A, AB, B, O",5,0,once,NA,keep
ext_lab_bv_abo::rh,PROVIDE,rh,ext_lab_bv_abo,rh,ext_lab_bv_abo.txt,4,chr,Positive ( + ),NA,NA,n/a,n/a,"-9, Negative ( - ), Positive ( + )",3,0,once,NA,keep
ext_lab_bv_abo::deby,PROVIDE,deby,ext_lab_bv_abo,deby,ext_lab_bv_abo.txt,5,dbl,106,NA,NA,-9,106,-9 to 106,2,0,once,NA,discard
ext_lab_bv_abo::qcby,PROVIDE,qcby,ext_lab_bv_abo,qcby,ext_lab_bv_abo.txt,6,dbl,127,NA,NA,-9,127,-9 to 127,2,0,once,NA,discard
ext_lab_bv_abo::remarks,PROVIDE,remarks,ext_lab_bv_abo,remarks,ext_lab_bv_abo.txt,7,chr,Dropped,NA,NA,n/a,n/a,", Blood missed, Dropped, Forgotten, date corrected",4,0.785714286,once,NA,discard
ext_lab_bv_abo::batch,PROVIDE,batch,ext_lab_bv_abo,batch,ext_lab_bv_abo.txt,8,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_abo::version,PROVIDE,version,ext_lab_bv_abo,version,ext_lab_bv_abo.txt,9,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_act::pid,PROVIDE,pid,ext_lab_bv_act,pid,ext_lab_bv_act.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,650,0,once,duplicated variable,keep
ext_lab_bv_act::specnum,PROVIDE,specnum,ext_lab_bv_act,specnum,ext_lab_bv_act.txt,2,int,33,NA,NA,33,33,33 to 33,1,0,once,duplicated variable,discard
ext_lab_bv_act::specseq,PROVIDE,specseq,ext_lab_bv_act,specseq,ext_lab_bv_act.txt,3,int,1,NA,NA,1,5,1 to 5,3,0,repeated,duplicated variable,discard
ext_lab_bv_act::spectype,PROVIDE,spectype,ext_lab_bv_act,spectype,ext_lab_bv_act.txt,4,chr,InfantBlood,NA,NA,n/a,n/a,InfantBlood,1,0,once,duplicated variable,discard
ext_lab_bv_act::vstnum,PROVIDE,vstnum,ext_lab_bv_act,vstnum,ext_lab_bv_act.txt,5,int,2,NA,NA,2,13,2 to 13,3,0,repeated,duplicated variable,keep
ext_lab_bv_act::vstwk,PROVIDE,vstwk,ext_lab_bv_act,vstwk,ext_lab_bv_act.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 104, Week 40, Week 6",3,0,repeated,duplicated variable,discard
ext_lab_bv_act::vstdetail,PROVIDE,vstdetail,ext_lab_bv_act,vstdetail,ext_lab_bv_act.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_act::specdt,PROVIDE,specdt,ext_lab_bv_act,specdt,ext_lab_bv_act.txt,8,chr,8/21/11 0:00,date?,NA,n/a,n/a,>10 unique values,473,0,repeated,duplicated variable,keep
ext_lab_bv_act::assydt,PROVIDE,assydt,ext_lab_bv_act,assydt,ext_lab_bv_act.txt,9,chr,6/5/14 0:00,date?,NA,n/a,n/a,>10 unique values,15,0,repeated,duplicated variable,discard
ext_lab_bv_act::actvina,PROVIDE,actvina,ext_lab_bv_act,actvina,ext_lab_bv_act.txt,10,dbl,837.4,NA,NA,0,12602.24,0 to 12602.24,1385,0,repeated,NA,keep
ext_lab_bv_act::rept,PROVIDE,rept,ext_lab_bv_act,rept,ext_lab_bv_act.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_act::resn,PROVIDE,resn,ext_lab_bv_act,resn,ext_lab_bv_act.txt,12,int,-9,NA,NA,-9,3,-9 to 3,2,0,repeated,duplicated variable,discard
ext_lab_bv_act::comnt,PROVIDE,comnt,ext_lab_bv_act,comnt,ext_lab_bv_act.txt,13,chr,OK,NA,NA,n/a,n/a,OK,1,0,once,duplicated variable,discard
ext_lab_bv_act::batch,PROVIDE,batch,ext_lab_bv_act,batch,ext_lab_bv_act.txt,14,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_act::version,PROVIDE,version,ext_lab_bv_act,version,ext_lab_bv_act.txt,15,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_ala::pid,PROVIDE,pid,ext_lab_bv_ala,pid,ext_lab_bv_ala.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,592,0,once,duplicated variable,keep
ext_lab_bv_ala::specnum,PROVIDE,specnum,ext_lab_bv_ala,specnum,ext_lab_bv_ala.txt,2,int,10,NA,NA,10,10,10 to 10,1,0,once,duplicated variable,discard
ext_lab_bv_ala::specseq,PROVIDE,specseq,ext_lab_bv_ala,specseq,ext_lab_bv_ala.txt,3,int,4,NA,NA,4,10,4 to 10,3,0,repeated,duplicated variable,discard
ext_lab_bv_ala::spectype,PROVIDE,spectype,ext_lab_bv_ala,spectype,ext_lab_bv_ala.txt,4,chr,ClinicalStool,NA,NA,n/a,n/a,ClinicalStool,1,0,once,duplicated variable,keep
ext_lab_bv_ala::vstnum,PROVIDE,vstnum,ext_lab_bv_ala,vstnum,ext_lab_bv_ala.txt,5,int,4,NA,NA,4,10,4 to 10,3,0,repeated,duplicated variable,keep
ext_lab_bv_ala::vstwk,PROVIDE,vstwk,ext_lab_bv_ala,vstwk,ext_lab_bv_ala.txt,6,chr,Week 12,NA,NA,n/a,n/a,"Week 12, Week 24, Week 40",3,0,repeated,duplicated variable,discard
ext_lab_bv_ala::vstdetail,PROVIDE,vstdetail,ext_lab_bv_ala,vstdetail,ext_lab_bv_ala.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_ala::specdt,PROVIDE,specdt,ext_lab_bv_ala,specdt,ext_lab_bv_ala.txt,8,chr,10/20/11 0:00,date?,NA,n/a,n/a,>10 unique values,334,0,repeated,duplicated variable,keep
ext_lab_bv_ala::assydt,PROVIDE,assydt,ext_lab_bv_ala,assydt,ext_lab_bv_ala.txt,9,chr,11/8/12 0:00,date?,NA,n/a,n/a,>10 unique values,14,0,repeated,duplicated variable,discard
ext_lab_bv_ala::ala,PROVIDE,ala,ext_lab_bv_ala,ala,ext_lab_bv_ala.txt,10,dbl,0.43,NA,NA,0,4.04,0 to 4.04,216,0,repeated,duplicated variable,keep
ext_lab_bv_ala::rept,PROVIDE,rept,ext_lab_bv_ala,rept,ext_lab_bv_ala.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_ala::resn,PROVIDE,resn,ext_lab_bv_ala,resn,ext_lab_bv_ala.txt,12,int,-9,NA,NA,-9,3,-9 to 3,2,0,repeated,duplicated variable,discard
ext_lab_bv_ala::comnt,PROVIDE,comnt,ext_lab_bv_ala,comnt,ext_lab_bv_ala.txt,13,chr,ok,NA,NA,n/a,n/a,"OK, ok",2,0,once,duplicated variable,discard
ext_lab_bv_ala::batch,PROVIDE,batch,ext_lab_bv_ala,batch,ext_lab_bv_ala.txt,14,int,1,NA,NA,1,2,1 to 2,2,0,once,duplicated variable,discard
ext_lab_bv_ala::version,PROVIDE,version,ext_lab_bv_ala,version,ext_lab_bv_ala.txt,15,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_bml_st::pid,PROVIDE,pid,ext_lab_bv_bml_st,pid,ext_lab_bv_bml_st.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,685,0,once,duplicated variable,keep
ext_lab_bv_bml_st::doc,PROVIDE,doc,ext_lab_bv_bml_st,doc,ext_lab_bv_bml_st.txt,2,chr,7/20/11 0:00,NA,NA,n/a,n/a,>10 unique values,288,0,once,NA,keep
ext_lab_bv_bml_st::assydt,PROVIDE,assydt,ext_lab_bv_bml_st,assydt,ext_lab_bv_bml_st.txt,3,chr,5/14/13 0:00,date?,NA,n/a,n/a,>10 unique values,19,0,once,duplicated variable,discard
ext_lab_bv_bml_st::specnum,PROVIDE,specnum,ext_lab_bv_bml_st,specnum,ext_lab_bv_bml_st.txt,4,int,55,NA,NA,55,55,55 to 55,1,0,once,duplicated variable,discard
ext_lab_bv_bml_st::specseq,PROVIDE,specseq,ext_lab_bv_bml_st,specseq,ext_lab_bv_bml_st.txt,5,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_bml_st::cap,PROVIDE,cap,ext_lab_bv_bml_st,cap,ext_lab_bv_bml_st.txt,6,dbl,2.42,NA,NA,0.11,3.09,0.11 to 3.09,213,0,once,NA,keep
ext_lab_bv_bml_st::lau,PROVIDE,lau,ext_lab_bv_bml_st,lau,ext_lab_bv_bml_st.txt,7,dbl,12.87,NA,NA,1.49,18.84,1.49 to 18.84,533,0,once,NA,keep
ext_lab_bv_bml_st::myr,PROVIDE,myr,ext_lab_bv_bml_st,myr,ext_lab_bv_bml_st.txt,8,dbl,11.48,NA,NA,2.14,19.63,2.14 to 19.63,506,0,once,NA,keep
ext_lab_bv_bml_st::pal,PROVIDE,pal,ext_lab_bv_bml_st,pal,ext_lab_bv_bml_st.txt,9,dbl,24,NA,NA,15.07,36.35,15.07 to 36.35,525,0,once,NA,keep
ext_lab_bv_bml_st::pla,PROVIDE,pla,ext_lab_bv_bml_st,pla,ext_lab_bv_bml_st.txt,10,dbl,0.05,NA,NA,0.01,0.31,0.01 to 0.31,23,0,once,NA,keep
ext_lab_bv_bml_st::ple,PROVIDE,ple,ext_lab_bv_bml_st,ple,ext_lab_bv_bml_st.txt,11,dbl,4.44,NA,NA,0.79,7.08,0.79 to 7.08,331,0,once,NA,keep
ext_lab_bv_bml_st::ste,PROVIDE,ste,ext_lab_bv_bml_st,ste,ext_lab_bv_bml_st.txt,12,dbl,3.89,NA,NA,2.36,11.08,2.36 to 11.08,252,0,once,NA,keep
ext_lab_bv_bml_st::ela,PROVIDE,ela,ext_lab_bv_bml_st,ela,ext_lab_bv_bml_st.txt,13,dbl,0.36,NA,NA,0.08,2.31,0.08 to 2.31,99,0,once,NA,keep
ext_lab_bv_bml_st::ole,PROVIDE,ole,ext_lab_bv_bml_st,ole,ext_lab_bv_bml_st.txt,14,dbl,23.95,NA,NA,20.69,44.97,20.69 to 44.97,567,0,once,NA,keep
ext_lab_bv_bml_st::lla,PROVIDE,lla,ext_lab_bv_bml_st,lla,ext_lab_bv_bml_st.txt,15,dbl,0.48,NA,NA,0.13,2.49,0.13 to 2.49,78,0,once,NA,keep
ext_lab_bv_bml_st::la,PROVIDE,la,ext_lab_bv_bml_st,la,ext_lab_bv_bml_st.txt,16,dbl,11.87,NA,NA,3.45,32.64,3.45 to 32.64,522,0,once,NA,keep
ext_lab_bv_bml_st::ara,PROVIDE,ara,ext_lab_bv_bml_st,ara,ext_lab_bv_bml_st.txt,17,dbl,0.12,NA,NA,0.07,0.38,0.07 to 0.38,23,0,once,NA,keep
ext_lab_bv_bml_st::gla,PROVIDE,gla,ext_lab_bv_bml_st,gla,ext_lab_bv_bml_st.txt,18,dbl,0.27,NA,NA,0.02,0.62,0.02 to 0.62,53,0,once,NA,keep
ext_lab_bv_bml_st::eic9,PROVIDE,eic9,ext_lab_bv_bml_st,eic9,ext_lab_bv_bml_st.txt,19,dbl,0.15,NA,NA,0.15,1.63,0.15 to 1.63,77,0,once,NA,keep
ext_lab_bv_bml_st::ala,PROVIDE,ala,ext_lab_bv_bml_st,ala,ext_lab_bv_bml_st.txt,20,dbl,0.46,NA,NA,0.11,2.65,0.11 to 2.65,145,0,once,duplicated variable,keep
ext_lab_bv_bml_st::eda,PROVIDE,eda,ext_lab_bv_bml_st,eda,ext_lab_bv_bml_st.txt,21,dbl,0.33,NA,NA,0.14,1.3,0.14 to 1.3,84,0,once,NA,keep
ext_lab_bv_bml_st::beh,PROVIDE,beh,ext_lab_bv_bml_st,beh,ext_lab_bv_bml_st.txt,22,dbl,0.06,NA,NA,0.03,0.19,0.03 to 0.19,16,0,once,NA,keep
ext_lab_bv_bml_st::dgla,PROVIDE,dgla,ext_lab_bv_bml_st,dgla,ext_lab_bv_bml_st.txt,23,dbl,0.82,NA,NA,0.21,1.64,0.21 to 1.64,86,0,once,NA,keep
ext_lab_bv_bml_st::aa,PROVIDE,aa,ext_lab_bv_bml_st,aa,ext_lab_bv_bml_st.txt,24,dbl,0.84,NA,NA,0.23,1.26,0.23 to 1.26,75,0,once,NA,keep
ext_lab_bv_bml_st::lig,PROVIDE,lig,ext_lab_bv_bml_st,lig,ext_lab_bv_bml_st.txt,25,dbl,0.07,NA,NA,0.03,0.26,0.03 to 0.26,19,0,once,NA,keep
ext_lab_bv_bml_st::epa,PROVIDE,epa,ext_lab_bv_bml_st,epa,ext_lab_bv_bml_st.txt,26,dbl,0.05,NA,NA,0.01,1.02,0.01 to 1.02,37,0,once,NA,keep
ext_lab_bv_bml_st::ner,PROVIDE,ner,ext_lab_bv_bml_st,ner,ext_lab_bv_bml_st.txt,27,dbl,0.06,NA,NA,0.03,1.46,0.03 to 1.46,54,0,once,NA,keep
ext_lab_bv_bml_st::dta,PROVIDE,dta,ext_lab_bv_bml_st,dta,ext_lab_bv_bml_st.txt,28,dbl,0.22,date?,NA,0.05,1.12,0.05 to 1.12,54,0,once,NA,keep
ext_lab_bv_bml_st::dpa6,PROVIDE,dpa6,ext_lab_bv_bml_st,dpa6,ext_lab_bv_bml_st.txt,29,dbl,0.13,NA,NA,0.04,0.52,0.04 to 0.52,26,0,once,NA,keep
ext_lab_bv_bml_st::dpa,PROVIDE,dpa,ext_lab_bv_bml_st,dpa,ext_lab_bv_bml_st.txt,30,dbl,0.14,NA,NA,0.03,0.87,0.03 to 0.87,41,0,once,NA,keep
ext_lab_bv_bml_st::dha,PROVIDE,dha,ext_lab_bv_bml_st,dha,ext_lab_bv_bml_st.txt,31,dbl,0.47,NA,NA,0.12,1.2,0.12 to 1.2,70,0,once,NA,keep
ext_lab_bv_bml_st::total,PROVIDE,total,ext_lab_bv_bml_st,total,ext_lab_bv_bml_st.txt,32,int,100,NA,NA,100,100,100 to 100,1,0,once,NA,discard
ext_lab_bv_bml_st::vstnum,PROVIDE,vstnum,ext_lab_bv_bml_st,vstnum,ext_lab_bv_bml_st.txt,33,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,keep
ext_lab_bv_calp::pid,PROVIDE,pid,ext_lab_bv_calp,pid,ext_lab_bv_calp.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,627,0,once,duplicated variable,keep
ext_lab_bv_calp::specnum,PROVIDE,specnum,ext_lab_bv_calp,specnum,ext_lab_bv_calp.txt,2,int,10,NA,NA,10,10,10 to 10,1,0,once,duplicated variable,discard
ext_lab_bv_calp::specseq,PROVIDE,specseq,ext_lab_bv_calp,specseq,ext_lab_bv_calp.txt,3,int,4,NA,NA,4,13,4 to 13,4,0,repeated,duplicated variable,discard
ext_lab_bv_calp::spectype,PROVIDE,spectype,ext_lab_bv_calp,spectype,ext_lab_bv_calp.txt,4,chr,ClinicalStool,NA,NA,n/a,n/a,ClinicalStool,1,0,once,duplicated variable,keep
ext_lab_bv_calp::vstnum,PROVIDE,vstnum,ext_lab_bv_calp,vstnum,ext_lab_bv_calp.txt,5,int,4,NA,NA,4,13,4 to 13,4,0,repeated,duplicated variable,keep
ext_lab_bv_calp::vstwk,PROVIDE,vstwk,ext_lab_bv_calp,vstwk,ext_lab_bv_calp.txt,6,chr,Week 12,NA,NA,n/a,n/a,"Week 104, Week 12, Week 24, Week 40",4,0,repeated,duplicated variable,discard
ext_lab_bv_calp::vstdetail,PROVIDE,vstdetail,ext_lab_bv_calp,vstdetail,ext_lab_bv_calp.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_calp::specdt,PROVIDE,specdt,ext_lab_bv_calp,specdt,ext_lab_bv_calp.txt,8,chr,10/20/11 0:00,date?,NA,n/a,n/a,>10 unique values,661,0,repeated,duplicated variable,keep
ext_lab_bv_calp::assydt,PROVIDE,assydt,ext_lab_bv_calp,assydt,ext_lab_bv_calp.txt,9,chr,12/26/12 0:00,date?,NA,n/a,n/a,>10 unique values,21,0,repeated,duplicated variable,discard
ext_lab_bv_calp::calp,PROVIDE,calp,ext_lab_bv_calp,calp,ext_lab_bv_calp.txt,10,dbl,368.24,NA,NA,0,5716.93,0 to 5716.93,1492,0,repeated,NA,keep
ext_lab_bv_calp::rept,PROVIDE,rept,ext_lab_bv_calp,rept,ext_lab_bv_calp.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_calp::resn,PROVIDE,resn,ext_lab_bv_calp,resn,ext_lab_bv_calp.txt,12,int,-9,NA,NA,-9,3,-9 to 3,2,0,repeated,duplicated variable,discard
ext_lab_bv_calp::comnt,PROVIDE,comnt,ext_lab_bv_calp,comnt,ext_lab_bv_calp.txt,13,chr,ok,NA,NA,n/a,n/a,ok,1,0,once,duplicated variable,discard
ext_lab_bv_calp::batch,PROVIDE,batch,ext_lab_bv_calp,batch,ext_lab_bv_calp.txt,14,int,1,NA,NA,1,3,1 to 3,3,0,repeated,duplicated variable,discard
ext_lab_bv_calp::version,PROVIDE,version,ext_lab_bv_calp,version,ext_lab_bv_calp.txt,15,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_cmv::pid,PROVIDE,pid,ext_lab_bv_cmv,pid,ext_lab_bv_cmv.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,598,0,once,duplicated variable,keep
ext_lab_bv_cmv::specnum,PROVIDE,specnum,ext_lab_bv_cmv,specnum,ext_lab_bv_cmv.txt,2,int,33,NA,NA,33,33,33 to 33,1,0,once,duplicated variable,discard
ext_lab_bv_cmv::specseq,PROVIDE,specseq,ext_lab_bv_cmv,specseq,ext_lab_bv_cmv.txt,3,int,3,NA,NA,3,3,3 to 3,1,0,once,duplicated variable,discard
ext_lab_bv_cmv::spectype,PROVIDE,spectype,ext_lab_bv_cmv,spectype,ext_lab_bv_cmv.txt,4,chr,InfantBlood,NA,NA,n/a,n/a,InfantBlood,1,0,once,duplicated variable,discard
ext_lab_bv_cmv::vstnum,PROVIDE,vstnum,ext_lab_bv_cmv,vstnum,ext_lab_bv_cmv.txt,5,int,10,NA,NA,10,10,10 to 10,1,0,once,duplicated variable,keep
