colOrder,variable,dataFile,discard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
10,pla,ext_lab_bv_bml,keep,,,Palmitelaidic,C16:1n7t,,,,Loading from ext_mgmt_biomarkers_maternal,PLA,ext_lab_bv_bml::pla,dbl,0.05,NA,NA,0.01 to 0.31,23,once,0,duplicated variable
11,ple,ext_lab_bv_bml,keep,,,Palmitoleic,C16:1n7,,,,Loading from ext_mgmt_biomarkers_maternal,PLE,ext_lab_bv_bml::ple,dbl,4.44,NA,NA,0.79 to 7.08,331,once,0,duplicated variable
12,ste,ext_lab_bv_bml,keep,,,Stearic,C18:0,,,,Loading from ext_mgmt_biomarkers_maternal,STE,ext_lab_bv_bml::ste,dbl,3.89,NA,NA,2.36 to 11.08,252,once,0,duplicated variable
13,ela,ext_lab_bv_bml,keep,,,Elaidic,C18:1t,,,,Loading from ext_mgmt_biomarkers_maternal,ELA,ext_lab_bv_bml::ela,dbl,0.36,NA,NA,0.08 to 2.31,99,once,0,duplicated variable
14,ole,ext_lab_bv_bml,keep,,,Oleic,C18:1n9,,,,Loading from ext_mgmt_biomarkers_maternal,OLE,ext_lab_bv_bml::ole,dbl,23.95,NA,NA,20.69 to 44.97,567,once,0,duplicated variable
15,lla,ext_lab_bv_bml,keep,,,Linoelaidic,C18:2n6t,,,,Loading from ext_mgmt_biomarkers_maternal,LLA,ext_lab_bv_bml::lla,dbl,0.48,NA,NA,0.13 to 2.49,78,once,0,duplicated variable
16,la,ext_lab_bv_bml,keep,,,Linoleic,C18:2n6,,,,Loading from ext_mgmt_biomarkers_maternal,LA,ext_lab_bv_bml::la,dbl,11.87,NA,NA,3.45 to 32.64,522,once,0,duplicated variable
17,ara,ext_lab_bv_bml,keep,,,Arachidic,C20:0,,,,Loading from ext_mgmt_biomarkers_maternal,ARA,ext_lab_bv_bml::ara,dbl,0.12,NA,NA,0.07 to 0.38,23,once,0,duplicated variable
18,gla,ext_lab_bv_bml,keep,,,gamma-Linolenic,C18:3n6,,,,Loading from ext_mgmt_biomarkers_maternal,GLA,ext_lab_bv_bml::gla,dbl,0.27,NA,NA,0.02 to 0.62,53,once,0,duplicated variable
19,eic9,ext_lab_bv_bml,keep,,,Eicosenoic,C20:1n9,,,,Loading from ext_mgmt_biomarkers_maternal,EIC9,ext_lab_bv_bml::eic9,dbl,0.15,NA,NA,0.15 to 1.63,77,once,0,duplicated variable
20,ala,ext_lab_bv_bml,keep,,,Arachidic,C20:0,,,,Loading from ext_mgmt_biomarkers_maternal,ALA,ext_lab_bv_bml::ala,dbl,0.46,NA,NA,0.11 to 2.65,145,once,0,duplicated variable
21,eda,ext_lab_bv_bml,keep,,,Eicosadienoic,C20:2n6,,,,Loading from ext_mgmt_biomarkers_maternal,EDA,ext_lab_bv_bml::eda,dbl,0.33,NA,NA,0.14 to 1.3,84,once,0,duplicated variable
22,beh,ext_lab_bv_bml,keep,,,Behenic,C22:0,,,,Loading from ext_mgmt_biomarkers_maternal,BEH,ext_lab_bv_bml::beh,dbl,0.06,NA,NA,0.03 to 0.19,16,once,0,duplicated variable
23,dgla,ext_lab_bv_bml,keep,,,Dihomo-g-linolenic,C20:3n6,,,,Loading from ext_mgmt_biomarkers_maternal,DGLA,ext_lab_bv_bml::dgla,dbl,0.82,NA,NA,0.21 to 1.64,86,once,0,duplicated variable
24,aa,ext_lab_bv_bml,keep,,,Arachidonic,C20:4n6,,,,Loading from ext_mgmt_biomarkers_maternal,AA,ext_lab_bv_bml::aa,dbl,0.84,NA,NA,0.23 to 1.26,75,once,0,duplicated variable
25,lig,ext_lab_bv_bml,keep,,,Lignoceric,C24:0,,,,Loading from ext_mgmt_biomarkers_maternal,LIG,ext_lab_bv_bml::lig,dbl,0.07,NA,NA,0.03 to 0.26,19,once,0,duplicated variable
26,epa,ext_lab_bv_bml,keep,,,Eicosapentaenoic,C20:5n3,,,,Loading from ext_mgmt_biomarkers_maternal,EPA,ext_lab_bv_bml::epa,dbl,0.05,NA,NA,0.01 to 1.02,37,once,0,duplicated variable
27,ner,ext_lab_bv_bml,keep,,,Nervonic,C24:1n9,,,,Loading from ext_mgmt_biomarkers_maternal,NER,ext_lab_bv_bml::ner,dbl,0.06,NA,NA,0.03 to 1.46,54,once,0,duplicated variable
28,dta,ext_lab_bv_bml,keep,,,Docosatetraenoic,C22:4n6,,,,Loading from ext_mgmt_biomarkers_maternal,DTA,ext_lab_bv_bml::dta,dbl,0.22,date?,NA,0.05 to 1.12,54,once,0,duplicated variable
29,dpa6,ext_lab_bv_bml,keep,,,Docosapentaenoic - n6,C22:5n6,,,,Loading from ext_mgmt_biomarkers_maternal,DPA6,ext_lab_bv_bml::dpa6,dbl,0.13,NA,NA,0.04 to 0.52,26,once,0,duplicated variable
30,dpa,ext_lab_bv_bml,keep,,,Docosapentaenoic - n3,C22:5n3,,,,Loading from ext_mgmt_biomarkers_maternal,DPA,ext_lab_bv_bml::dpa,dbl,0.14,NA,NA,0.03 to 0.87,41,once,0,duplicated variable
31,dha,ext_lab_bv_bml,keep,,,Docosahexaenoic,C22:6n3,,,,Loading from ext_mgmt_biomarkers_maternal,DHA,ext_lab_bv_bml::dha,dbl,0.47,NA,NA,0.12 to 1.2,70,once,0,duplicated variable
32,total,ext_lab_bv_bml,discard,,,Total,NA,,,,Loading from ext_mgmt_biomarkers_maternal,total,ext_lab_bv_bml::total,dbl,100,NA,NA,100 to 100,1,once,0,NA
1,pid,ext_lab_bv_calp,keep,,,Child Identification,NA,,,,NA,pid,ext_lab_bv_calp::pid,chr,BP1005,NA,NA,>10 unique values,627,once,0,duplicated variable
2,specnum,ext_lab_bv_calp,discard,,,Specimen number,10=clinic stool,,,,NA,specnum,ext_lab_bv_calp::specnum,int,10,NA,NA,10 to 10,1,once,0,duplicated variable
3,specseq,ext_lab_bv_calp,discard,,,Specimen sequence,NA,,,,NA,specseq,ext_lab_bv_calp::specseq,int,4,NA,NA,4 to 13,4,repeated,0,duplicated variable
4,spectype,ext_lab_bv_calp,keep,,,Specimen type,,,,,NA,spectype,ext_lab_bv_calp::spectype,chr,ClinicalStool,NA,NA,ClinicalStool,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_calp,keep,,,Visit number,NA,,,,-9,vstnum,ext_lab_bv_calp::vstnum,int,4,NA,NA,4 to 13,4,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_calp,discard,,,Visit week,NA,,,,NA,vstwk,ext_lab_bv_calp::vstwk,chr,Week 12,NA,NA,"Week 104, Week 12, Week 24, Week 40",4,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_calp,discard,,,visit details,NA,,,,NA,vstdetail,ext_lab_bv_calp::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_calp,keep,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_lab_bv_calp::specdt,chr,10/20/11 0:00,date?,NA,>10 unique values,661,repeated,0,duplicated variable
9,assydt,ext_lab_bv_calp,discard,,,Date Assay Performed,NA,,,,36412,assydt,ext_lab_bv_calp::assydt,chr,12/26/12 0:00,date?,NA,>10 unique values,21,repeated,0,duplicated variable
10,calp,ext_lab_bv_calp,keep,,,Calprotectin result ug/g, '-9 = Missing,,from stool,,-9,calp,ext_lab_bv_calp::calp,dbl,368.24,NA,NA,0 to 5716.93,1492,repeated,0,NA
11,rept,ext_lab_bv_calp,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_calp::rept,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
12,resn,ext_lab_bv_calp,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_calp::resn,int,-9,NA,NA,-9 to 3,2,repeated,0,duplicated variable
13,comnt,ext_lab_bv_calp,discard,,,Comment,NA,,,,NA,comnt,ext_lab_bv_calp::comnt,chr,ok,NA,NA,ok,1,once,0,duplicated variable
14,batch,ext_lab_bv_calp,discard,,,Assay batch #,NA,,,,NA,batch,ext_lab_bv_calp::batch,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
15,version,ext_lab_bv_calp,discard,,,Batch version,NA,,,,NA,version,ext_lab_bv_calp::version,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
1,pid,ext_lab_bv_cmv,keep,,,Child Identification,NA,,,,NA,pid,ext_lab_bv_cmv::pid,chr,BP1005,NA,NA,>10 unique values,598,once,0,duplicated variable
2,specnum,ext_lab_bv_cmv,discard,,,Specimen number,10=clinic stool,,,,NA,specnum,ext_lab_bv_cmv::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_cmv,discard,,,Specimen sequence,NA,,,,NA,specseq,ext_lab_bv_cmv::specseq,int,3,NA,NA,3 to 3,1,once,0,duplicated variable
4,spectype,ext_lab_bv_cmv,discard,,,Specimen type,Mother Blood,,,,NA,spectype,ext_lab_bv_cmv::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_cmv,keep,,,Visit number,NA,,,,-9,vstnum,ext_lab_bv_cmv::vstnum,int,10,NA,NA,10 to 10,1,once,0,duplicated variable
6,vstwk,ext_lab_bv_cmv,discard,,,Visit week,NA,,,,NA,vstwk,ext_lab_bv_cmv::vstwk,chr,Week 40,NA,NA,Week 40,1,once,0,duplicated variable
7,vstdetail,ext_lab_bv_cmv,discard,,,visit details,NA,,,,NA,vstdetail,ext_lab_bv_cmv::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_cmv,keep,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_lab_bv_cmv::specdt,chr,5/1/12 0:00,date?,NA,>10 unique values,227,once,0,duplicated variable
9,assydt,ext_lab_bv_cmv,discard,,,Date Assay Performed,NA,,,,36412,assydt,ext_lab_bv_cmv::assydt,chr,1/23/14 0:00,date?,NA,"1/23/2014 0:00:00, 1/26/2014 0:00:00, 4/13/2014 0:00:00, 4/15/2014 0:00:00",4,once,0,duplicated variable
10,rawod,ext_lab_bv_cmv,discard,,,Raw OD,NA,,,,NA,rawod,ext_lab_bv_cmv::rawod,dbl,0.08,NA,NA,0.07 to 3.28,193,once,0,NA
11,blank,ext_lab_bv_cmv,discard,,,Blank,NA,,,,NA,blank,ext_lab_bv_cmv::blank,dbl,0.05,NA,NA,0.05 to 0.06,2,once,0,NA
12,bacsubod,ext_lab_bv_cmv,discard,,,Background Subtracted OD (RawOD Minus Blank),NA,,,,NA,bacsubod,ext_lab_bv_cmv::bacsubod,dbl,0.04,NA,NA,0.02 to 3.24,197,once,0,NA
13,bacsubnc,ext_lab_bv_cmv,discard,,,Background Subtracted Negative Control,NA,,,,NA,bacsubnc,ext_lab_bv_cmv::bacsubnc,dbl,0.01,NA,NA,0 to 0.04,4,once,0,NA
14,bacsubpc,ext_lab_bv_cmv,discard,,,Background Subtracted Positive Control,NA,,,,NA,bacsubpc,ext_lab_bv_cmv::bacsubpc,dbl,0.89,NA,NA,0.84 to 1.33,7,once,0,NA
15,bacsubc1,ext_lab_bv_cmv,discard,,,Background Subtracted Cutoff 1,NA,,,,NA,bacsubc1,ext_lab_bv_cmv::bacsubc1,dbl,0.42,NA,NA,0.38 to 0.59,6,once,0,NA
16,bacsubc2,ext_lab_bv_cmv,discard,,,Background Subtracted Cutoff 2,NA,,,,NA,bacsubc2,ext_lab_bv_cmv::bacsubc2,dbl,0.42,NA,NA,0.38 to 0.61,6,once,0,NA
17,meanctof,ext_lab_bv_cmv,discard,,,Mean Background Subtracted Cutoff (Mean of BACSUBC1 & BACSUBC2),NA,,,,NA,meanctof,ext_lab_bv_cmv::meanctof,dbl,0.42,NA,NA,0.38 to 0.6,7,once,0,NA
18,smpcotrl,ext_lab_bv_cmv,discard,,,Background Subtracted Sample Control,NA,,,,NA,smpcotrl,ext_lab_bv_cmv::smpcotrl,dbl,2.46,NA,NA,2.33 to 3.27,7,once,0,NA
19,pltnum,ext_lab_bv_cmv,discard,,,Plate Number,NA,,,,NA,pltnum,ext_lab_bv_cmv::pltnum,chr,1st lot plate 1,NA,NA,"1st lot plate 1, 1st lot plate 2, 1st lot plate 3, 2nd lot Plate 1, 2nd lot Plate 2, 2nd lot Plate 3, 2nd lot Plate 4",7,once,0,NA
20,assyuts,ext_lab_bv_cmv,discard,,,Assay Units (BACSUBOD*10/MEANCTOF),NA,,,,NA,assyuts,ext_lab_bv_cmv::assyuts,dbl,0.86,NA,NA,0.47 to 60.15,534,once,0,NA
21,cmvreslt,ext_lab_bv_cmv,keep,,,CMV Results,"1=Positive, 0=Negative",,,,NA,cmvreslt,ext_lab_bv_cmv::cmvreslt,int,0,NA,NA,0 to 1,2,once,0,NA
22,batch,ext_lab_bv_cmv,discard,,,Assay batch #,NA,,,,NA,batch,ext_lab_bv_cmv::batch,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
23,version,ext_lab_bv_cmv,discard,,,Batch version,NA,,,,NA,version,ext_lab_bv_cmv::version,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
1,pid,ext_lab_bv_cmvrt,keep,,,Child Identification,NA,,,,NA,pid,ext_lab_bv_cmvrt::pid,chr,BP1005,NA,NA,>10 unique values,358,once,0,duplicated variable
2,specnum,ext_lab_bv_cmvrt,discard,,,Specimen number,10=clinic stool,,,,NA,specnum,ext_lab_bv_cmvrt::specnum,int,10,NA,NA,10 to 11,2,once,0,duplicated variable
3,specseq,ext_lab_bv_cmvrt,discard,,,Specimen sequence,NA,,,,potentially use to distinguish early and late specimens,specseq,ext_lab_bv_cmvrt::specseq,int,2,NA,NA,2 to 16,4,repeated,0,duplicated variable
4,spectype,ext_lab_bv_cmvrt,keep,,,Specimen type,,,,,NA,spectype,ext_lab_bv_cmvrt::spectype,chr,ClinicalStool,NA,NA,"ClinicalStool, ViralShedPolio",2,once,0,duplicated variable
5,vstnum,ext_lab_bv_cmvrt,keep,,,Visit number,NA,,,,-9,vstnum,ext_lab_bv_cmvrt::vstnum,int,2,NA,NA,2 to 3,2,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_cmvrt,discard,,,Visit week,NA,,,,NA,vstwk,ext_lab_bv_cmvrt::vstwk,chr,Week 6,NA,NA,"Week 10, Week 6",2,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_cmvrt,discard,,,visit details,NA,,,,NA,vstdetail,ext_lab_bv_cmvrt::vstdetail,chr,-9,NA,NA,"-9, PreVax",2,once,0,duplicated variable
8,specdt,ext_lab_bv_cmvrt,keep,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_lab_bv_cmvrt::specdt,chr,8/21/11 0:00,date?,NA,>10 unique values,303,repeated,0,duplicated variable
9,assydt,ext_lab_bv_cmvrt,discard,,,Date Assay Performed,NA,,,,36412,assydt,ext_lab_bv_cmvrt::assydt,chr,6/5/14 0:00,date?,NA,"6/10/2014 0:00:00, 6/11/2014 0:00:00, 6/12/2014 0:00:00, 6/16/2014 0:00:00, 6/17/2014 0:00:00, 6/5/2014 0:00:00, 6/7/2014 0:00:00",7,repeated,0,duplicated variable
10,cmv_ct,ext_lab_bv_cmvrt,keep,,,Positive result defined by validated cutoff of ct 35. Ct. Value >0 and < or = 35 considered  CMV +, -999.99 = H16Sample not Tested for CMV,,First set of samples at 6 weeks from clinical stool samples. At 10 weeks using samples specifically for polio shedding,,-999.99,cmv_ct,ext_lab_bv_cmvrt::cmv_ct,dbl,0,NA,NA,0 to 39.83,141,repeated,0,NA
11,phhv_ct,ext_lab_bv_cmvrt,discard,,,Internal Control Ct value, -999.99 = not Tested for CMV,,,,-999.99,phhv_ct,ext_lab_bv_cmvrt::phhv_ct,dbl,30.01,NA,NA,0 to 38.31,467,repeated,0,NA
12,pcont,ext_lab_bv_cmvrt,discard,,,CMV negative donor stool spiked with CMV gb target, -999.99 = not Tested for CMV,,,,-999.99,pcont,ext_lab_bv_cmvrt::pcont,dbl,31.43,NA,NA,30.69 to 34.19,10,repeated,0,NA
13,ncont,ext_lab_bv_cmvrt,discard,,,Negative control (Nuclease Free Water as Template), -999.99 = not Tested for CMV,,,,-999.99,ncont,ext_lab_bv_cmvrt::ncont,int,0,NA,NA,0 to 0,1,once,0,NA
14,plate,ext_lab_bv_cmvrt,discard,,,Plate number,NA,,,,NA,plate,ext_lab_bv_cmvrt::plate,chr,Wk 6 Plate 1,NA,NA,>10 unique values,11,repeated,0,duplicated variable
15,well,ext_lab_bv_cmvrt,discard,,,Well location,NA,,,,NA,well,ext_lab_bv_cmvrt::well,chr,B01,NA,NA,>10 unique values,81,repeated,0,NA
16,batch,ext_lab_bv_cmvrt,discard,,,Assay batch #,NA,,,,NA,batch,ext_lab_bv_cmvrt::batch,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
17,version,ext_lab_bv_cmvrt,discard,,,Batch version,NA,,,,NA,version,ext_lab_bv_cmvrt::version,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
1,pid,ext_lab_bv_crem-prkca,keep,,Participant,Child Identification,NA,,,,NA,pid,ext_lab_bv_crem-prkca::pid,chr,BP1005,NA,NA,>10 unique values,499,once,0,duplicated variable
2,crem,ext_lab_bv_crem-prkca,keep,,Participant,rs2148483_A.  The genotype for the top Entamoeba histolytica -associated SNP in CREM. This is in an additive format for the minor (risk) allele.,"0=GG, 1=AG, 2=AA, NA=missing.",,,,NA,crem,ext_lab_bv_crem-prkca::crem,int,0,NA,NA,0 to 2,3,once,0,duplicated variable
3,prkca,ext_lab_bv_crem-prkca,keep,,Participant,rs58296998_T. The genotype for the top cryptosporidium-associated SNP in PRKCA. This is in an additive format for the minor (risk) allele.,"0=CC, 1=CT, 2=TT, NA=missing.",,,,NA,prkca,ext_lab_bv_crem-prkca::prkca,int,0,NA,NA,-9 to 2,4,once,0,duplicated variable
1,pid,ext_lab_bv_crp,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_crp::pid,chr,BP1005,NA,NA,>10 unique values,652,once,0,duplicated variable
2,specnum,ext_lab_bv_crp,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_crp::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_crp,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_crp::specseq,int,1,NA,NA,1 to 5,5,repeated,0,duplicated variable
4,spectype,ext_lab_bv_crp,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_crp::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_crp,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_crp::vstnum,int,2,NA,NA,2 to 13,5,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_crp,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_crp::vstwk,chr,Week 6,NA,NA,"Week 104, Week 18, Week 40, Week 53, Week 6",5,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_crp,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_crp::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_crp,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_crp::specdt,chr,8/21/11 0:00,date?,NA,>10 unique values,592,repeated,0,duplicated variable
9,assydt,ext_lab_bv_crp,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_crp::assydt,chr,12/27/11 0:00,date?,NA,>10 unique values,35,repeated,0,duplicated variable
10,crp,ext_lab_bv_crp,keep,,,CRP mg/L,#NAME?,,from infant blood,,-9,crp,ext_lab_bv_crp::crp,dbl,0.22,NA,NA,0 to 75.83,787,repeated,0,NA
11,rept,ext_lab_bv_crp,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_crp::rept,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
12,resn,ext_lab_bv_crp,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_crp::resn,int,-9,NA,NA,-9 to 9,2,repeated,0,duplicated variable
13,comnt,ext_lab_bv_crp,discard,,,Comment,NA,,,,NA,comnt,ext_lab_bv_crp::comnt,chr,OK,NA,NA,"OK, ok",2,repeated,0,duplicated variable
14,batch,ext_lab_bv_crp,discard,,,Assay batch #,NA,,,,NA,batch,ext_lab_bv_crp::batch,int,1,NA,NA,1 to 8,8,repeated,0,duplicated variable
15,version,ext_lab_bv_crp,discard,,,Batch version,NA,,,,NA,version,ext_lab_bv_crp::version,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
1,pid,ext_lab_bv_ctt,keep,,,Child Identification,NA,,,,NA,pid,ext_lab_bv_ctt::pid,chr,BP1005,NA,NA,>10 unique values,599,once,0,duplicated variable
2,specnum,ext_lab_bv_ctt,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_ctt::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_ctt,discard,,,Specimen sequence,NA,,,,NA,specseq,ext_lab_bv_ctt::specseq,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
4,spectype,ext_lab_bv_ctt,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_ctt::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_ctt,keep,,,Visit number,NA,,,,-9,vstnum,ext_lab_bv_ctt::vstnum,int,7,NA,NA,7 to 7,1,once,0,duplicated variable
6,vstwk,ext_lab_bv_ctt,discard,,,Visit week,NA,,,,NA,vstwk,ext_lab_bv_ctt::vstwk,chr,Week 18,NA,NA,Week 18,1,once,0,duplicated variable
7,vstdetail,ext_lab_bv_ctt,discard,,,visit details,NA,,,,NA,vstdetail,ext_lab_bv_ctt::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_ctt,keep,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_lab_bv_ctt::specdt,chr,11/28/11 0:00,date?,NA,>10 unique values,233,once,0,duplicated variable
9,assydt,ext_lab_bv_ctt,discard,,,Date Assay Performed,NA,,,,36412,assydt,ext_lab_bv_ctt::assydt,chr,2/5/12 0:00,date?,NA,"10/22/2012 0:00:00, 2/5/2012 0:00:00, 4/10/2012 0:00:00, 5/5/2013 0:00:00, 5/7/2013 0:00:00, 8/12/2012 0:00:00, 9/30/2012 0:00:00",7,once,0,duplicated variable
10,ctt,ext_lab_bv_ctt,keep,,,Tetanus IgG IU/ml, -9=Missing',,from infant blood,,-9,ctt,ext_lab_bv_ctt::ctt,dbl,1.75,NA,NA,0.21 to 16.03,382,once,0,NA
11,rept,ext_lab_bv_ctt,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_ctt::rept,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
12,resn,ext_lab_bv_ctt,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_ctt::resn,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
13,comnt,ext_lab_bv_ctt,discard,,,Comment,NA,,,,NA,comnt,ext_lab_bv_ctt::comnt,chr,OK,NA,NA,OK,1,once,0,duplicated variable
14,batch,ext_lab_bv_ctt,discard,,,Assay batch #,NA,,,,NA,batch,ext_lab_bv_ctt::batch,int,1,NA,NA,1 to 4,4,once,0,duplicated variable
15,version,ext_lab_bv_ctt,discard,,,Batch version,NA,,,,NA,version,ext_lab_bv_ctt::version,int,1,NA,NA,1 to 2,2,once,0,duplicated variable
1,pid,ext_lab_bv_ctu,keep,,,Child Identification,NA,,,,NA,pid,ext_lab_bv_ctu::pid,chr,BP1005,NA,NA,>10 unique values,588,once,0,duplicated variable
2,specnum,ext_lab_bv_ctu,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_ctu::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_ctu,discard,,,Specimen sequence,NA,,,,NA,specseq,ext_lab_bv_ctu::specseq,int,2,NA,NA,2 to 3,2,repeated,0,duplicated variable
4,spectype,ext_lab_bv_ctu,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_ctu::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_ctu,keep,,,Visit number,NA,,,,-9,vstnum,ext_lab_bv_ctu::vstnum,int,7,NA,NA,7 to 10,2,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_ctu,discard,,,Visit week,NA,,,,NA,vstwk,ext_lab_bv_ctu::vstwk,chr,Week 18,NA,NA,"Week 18, Week 40",2,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_ctu,discard,,,visit details,NA,,,,NA,vstdetail,ext_lab_bv_ctu::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_ctu,keep,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_lab_bv_ctu::specdt,chr,11/28/11 0:00,date?,NA,>10 unique values,248,repeated,0,duplicated variable
9,assydt,ext_lab_bv_ctu,discard,,,Date Assay Performed,NA,,,,36412,assydt,ext_lab_bv_ctu::assydt,chr,4/15/13 0:00,date?,NA,"1/13/2014 0:00:00, 1/14/2014 0:00:00, 1/16/2014 0:00:00, 4/15/2013 0:00:00, 9/10/2013 0:00:00, 9/11/2013 0:00:00, 9/12/2013 0:00:00",7,repeated,0,duplicated variable
10,il1b,ext_lab_bv_ctu,keep,,,IL-1b Conc (pg/ml),#NAME?,,,,-9.999,il1b,ext_lab_bv_ctu::il1b,dbl,24.97,NA,NA,0.47 to 357.03,272,repeated,0,duplicated variable
11,il4,ext_lab_bv_ctu,keep,,,IL-4 Conc (pg/ml),0.00= below detectable limit; -9=missing or not done,,,,-9,il4,ext_lab_bv_ctu::il4,dbl,1,NA,NA,0.1 to 647.33,266,repeated,0,duplicated variable
12,il5,ext_lab_bv_ctu,keep,,,IL-5 Conc (pg/ml),#NAME?,,,,-9.999,il5,ext_lab_bv_ctu::il5,dbl,-9.99,NA,NA,-9.99 to 360.78,159,repeated,0,duplicated variable
13,il6,ext_lab_bv_ctu,keep,,,IL-6 Conc (pg/ml),0.00= below detectable limit; -9=missing or not done,,,,-9,il6,ext_lab_bv_ctu::il6,dbl,38.4,NA,NA,0.31 to 2293.42,617,repeated,0,duplicated variable
14,il7,ext_lab_bv_ctu,keep,,,IL-7 Conc (pg/ml),0.00= below detectable limit; -9=missing or not done,,,,-9,il7,ext_lab_bv_ctu::il7,dbl,-9.99,NA,NA,-9.99 to 8281.43,294,repeated,0,duplicated variable
15,il8,ext_lab_bv_ctu,keep,,,IL-8 Conc (pg/ml),0.00= below detectable limit; -9=missing or not done,,,,-9,il8,ext_lab_bv_ctu::il8,dbl,20.8,NA,NA,-9.99 to 300.49,64,repeated,0,duplicated variable
16,il10,ext_lab_bv_ctu,keep,,,IL-10 Conc (pg/ml),0.00= below detectable limit; -9=missing or not done,,,,-9,il10,ext_lab_bv_ctu::il10,dbl,29.54,NA,NA,0.33 to 3052.57,376,repeated,0,duplicated variable
