ID,label,datasets,contain_unit
EUPATH_0036051,Antibiotic prescribed 2,gates_provide,No
EUPATH_0021148,Antibiotic treatment provided,icemr_india_gujarat,No
EUPATH_0033132,Antibiotics at referral hospital,gates_perch,No
EUPATH_0000582,"Antibiotics, caregiver report",gates_maled_phase3 | gates_provide,No
EUPATH_0040022,Antimalarial category,general/general_umsp,No
EUPATH_0000058,Antimalarial medication,icemr_india_gujarat | icemr_southAsia | icemr_amazoniaPeru_long,No
EUPATH_0021091,Antimalarial medication in last 2 weeks,icemr_indian_cx | icemr_india_feverSurv | icemr_indian,No
EUPATH_0021150,"Antimalarial medication, 2",icemr_india_gujarat,No
EUPATH_0021151,"Antimalarial medication, 3",icemr_india_gujarat,No
EUPATH_0021152,"Antimalarial medication, 4",icemr_india_gujarat,No
EUPATH_0021153,"Antimalarial medication, 5",icemr_india_gujarat,No
EUPATH_0000430,Antimalarial medications used,icemr_indian_cx | icemr_india_feverSurv | icemr_india_behavior | icemr_indian,No
EUPATH_0021261,Antimalarial mediciation knowledge,icemr_india_behavior,No
EUPATH_0000429,Antimalarial treatment date,icemr_indian_cx | icemr_india_feverSurv | icemr_indian,No
EUPATH_0040021,Antimalarial treatment prescribed,general/general_umsp,No
EUPATH_0021154,Antimalarial treatment provided,icemr_india_gujarat,No
EUPATH_0036089,Anxious or worried for no good reason in the past 7 days,gates_provide,No
EUPATH_0030031,"Any Ascaris lumbricoides, by microscopy",gates_scoreCrosssect | gates_scoreSmCohort,No
EUPATH_0030030,"Any Hookworm, by microscopy",gates_scoreCrosssect | gates_scoreSmCohort,No
EUPATH_0030023,"Any Schistosoma mansoni, by microscopy",gates_scoreCrosssect | gates_scoreSmCohort,No
EUPATH_0030032,"Any Trichuris trichiura, by microscopy",gates_scoreCrosssect | gates_scoreSmCohort,No
EUPATH_0010875,"Any bacteria, by any method",gates_vida | gates_maled_phase3,No
EUPATH_0010525,"Any illness, caregiver report",gates_maled_phase3,No
EUPATH_0032977,"Any noncontaminant bacteria, by absolute qPCR",gates_perch,No
EUPATH_0033135,"Any noncontaminant pathogen, by multiplexed qPCR, bacteriology, or RDT",gates_perch,No
EUPATH_0011006,"Any other parasites, by modified acid stain microscopy",gates_maled_phase3,No
EUPATH_0010882,"Any parasites, by any method",gates_maled_phase3,No
EUPATH_0010997,"Any parasites, by modified acid stain microscopy",gates_maled_phase3,No
EUPATH_0010760,"Any parasites, by wet prep microscopy",gates_maled_phase3,No
EUPATH_0033136,"Any pathogen except Legionella or K. pneumoniae, by multiplexed qPCR",gates_perch,No
EUPATH_0010889,"Any pathogen, by any method",gates_maled_phase3,No
EUPATH_0031141,"Any protozoa, by ELISA",gates_vida,No
EUPATH_0036461,Any rotavirus-associated diarrhea,gates_provide,No
EUPATH_0022216,Any symptoms in last 30 days,icemr_amazoniaBrazil,No
EUPATH_0022237,Any symptoms in last 7 days,icemr_amazoniaBrazil,No
EUPATH_0031003,Any vaccinations,gates_vida | gates_vida_hucs_gambia_mali,No
EUPATH_0032988,"Any virus, by absolute qPCR",gates_perch,No
EUPATH_0010931,"Any virus, by any method",gates_maled_phase3,No
EUPATH_0010527,"Appetite, caregiver report",gates_maled_phase3,No
EUPATH_0031295,Appropriate age match,gates_vida,No
EUPATH_0031124,Archive 1,gates_vida,No
EUPATH_0031125,Archive 2,gates_vida,No
EUPATH_0031126,Archive 3,gates_vida,No
EUPATH_0036405,Arm recoil,gates_provide,No
EUPATH_0015334,"Ascaris Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0015403,"Ascaris lumbricoides, by RT-PCR result",gates_gems1a,No
EUPATH_0010607,"Ascaris lumbricoides, by microscopy",gates_scoreBurundi | gates_scoreRwanda | gates_maled_phase3 | gates_scoreSeasonal,No
EUPATH_0020223,"Asexual Plasmodium categorization, by microscopy",icemr_prism2,No
EUPATH_0020224,Asked permission for IRS in last 12 months,icemr_prism2 | general/general_promote_mothers | gates_llineup,No
EUPATH_0021157,Assisted breathing,icemr_india_gujarat,No
EUPATH_0036559,Associated study procedure,gates_provide,No
EUPATH_0015335,"Astrovirus Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0036316,"Astrovirus Ct value, by qPCR result",gates_provide,No
EUPATH_0010580,Astrovirus ELISA performed,gates_maled_phase3,No
EUPATH_0010720,"Astrovirus, by ELISA result",gates_maled_phase3,No
EUPATH_0036312,"Astrovirus, by qPCR",gates_provide,No
EUPATH_0010412,At least 7 days without diarrhea before current episode,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0033453,At least one measles vaccine dose,gates_perch,No
EUPATH_0015404,"At registration, currently enrolled in GEMS1A as an LSD Case",gates_gems1a,No
EUPATH_0015405,"At registration, currently enrolled in GEMS1A as an MSD Case",gates_gems1a,No
EUPATH_0011138,Ate fewer meals due to lack of food last month,gates_maled_phase3,No
EUPATH_0011136,Ate foods not wanted last month,gates_maled_phase3,No
EUPATH_0011144,Ate smaller meal than needed last month,gates_maled_phase3,No
EUPATH_0015397,"Atypical EPEC Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3,No
EUPATH_0010093,"BMI, using median length or height",gates_gems1a | gates_gems,No
EUPATH_0000662,BMI-for-age z-score,gates_gems1a | gates_gems | gates_vida | gates_perch | gates_maled_phase3,No
EUPATH_0033150,BMI-for-age z-score categorization,gates_perch,No
EUPATH_0035072,BMI-for-age z-score flag,gates_washbBangladesh,No
EUPATH_0010094,"BMI-for-age z-score, using median length or height",gates_gems1a | gates_gems,No
EUPATH_0035071,"BMI-for-age z-score, using median weight and median length or height",gates_washbKenya | gates_washbBangladesh,No
EUPATH_0031127,BP/APW,gates_vida,No
EUPATH_0036054,Baby food type,gates_provide,No
EUPATH_0025009,Back pain duration,icemr_malawi,No
EUPATH_0025010,Back pain duration units,icemr_malawi,No
EUPATH_0010897,Bacteria count,gates_maled_phase3,No
EUPATH_0023004,"Bacteria, by microscopy",icemr_southAsia,No
EUPATH_0010565,Bacteriology performed,gates_maled_phase3,No
EUPATH_0010566,Bacteriology testing completed,gates_maled_phase3,No
EUPATH_0015337,"Bacteroides fragilis Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0015406,Bacteroides fragilis PCR performed,gates_gems1a,No
EUPATH_0015407,"Bacteroides fragilis, by RT-PCR result",gates_gems1a,No
EUPATH_0022252,Bathing location,icemr_amazoniaBrazil,No
EUPATH_0022250,Bathing time,icemr_amazoniaBrazil,No
EUPATH_0022251,"Bathing time, 2",icemr_amazoniaBrazil,No
EUPATH_0036103,Bayley scales assessment date,gates_provide,No
EUPATH_0036104,Bayley scales of infant and toddler development completed,gates_provide,No
EUPATH_0022114,Bed count,icemr_amazoniaBrazil,No
NCIT_C64593,Bed time,icemr_amazoniaBrazil | icemr_prism2 | icemr_india_behavior,No
EUPATH_0042025,Bed type,general/general_promote_mothers,No
EUPATH_0024164,Bednet brand,icemr_southernAfrica,No
EUPATH_0024165,Bednet condition,icemr_southernAfrica,No
EUPATH_0020225,Bednet count,icemr_prism2 | general/general_promote_mothers | gates_llineup,No
EUPATH_0020226,Bednet count categorization,icemr_prism2 | gates_llineup,No
EUPATH_0025012,Bednet during travel,icemr_malawi,No
EUPATH_0024167,Bednet holes <10 cm count,icemr_southernAfrica,No
EUPATH_0024166,Bednet holes <2 cm count,icemr_southernAfrica,No
EUPATH_0024168,Bednet holes <25 cm count,icemr_southernAfrica,No
EUPATH_0024169,Bednet holes >25 cm count,icemr_southernAfrica,No
EUPATH_0025013,Bednet last night,icemr_malawi | general/general_promote_mothers | gates_llineup | gates_ganc,No
EUPATH_0000389,Bednet material,icemr_amazoniaPeru_long,No
EUPATH_0025014,Bednet originally treated,icemr_malawi,No
EUPATH_0024163,Bednet over bed,icemr_southernAfrica | icemr_malawi,No
EUPATH_0024170,Bednet repaired,icemr_southernAfrica,No
EUPATH_0000391,Bednet treater,icemr_amazoniaPeru_long,No
EUPATH_0024123,Bednets,icemr_southernAfrica | icemr_malawi | general/general_promote_mothers,No
EUPATH_0020227,Bednets per person,icemr_prism2 | gates_llineup,No
EUPATH_0022120,Bedroom characteristics,icemr_amazoniaBrazil,No
EUPATH_0022115,Bedroom enclosement,icemr_amazoniaBrazil,No
EUPATH_0021260,Bedrooms IRS treated,icemr_india_behavior,No
EUPATH_0022004,Beds with bednets count,icemr_amazoniaPeru_long,No
EUPATH_0021300,Best malaria prevention method,icemr_india_behavior,No
EUPATH_0032491,"Beta-hemolytic Streptococcus, by culture result",gates_perch,No
EUPATH_0022266,Bicycle count,icemr_amazoniaBrazil,No
EUPATH_0033141,BinaxNOW results reported,gates_perch,No
EUPATH_0015117,Bipedal edema,gates_gems1a | gates_gems | gates_vida,No
EFO_0004950,Birth date,gates_gems_huas | gates_gems1a | icemr_amazoniaBrazil | gates_gems | gates_vida | gates_perch | icemr_malawi | icemr_prism2 | gates_shine | icemr_amazoniaPeru_long | general/general_promote_mothers | gates_maled_phase3 | icemr_prism | gates_provide | gates_vida_hucs_gambia_mali | icemr_westAfrica | general/general_crompton,No
EUPATH_0010406,"Birth date, matched case",gates_gems1a | gates_gems,No
EUPATH_0048052,Birth month,gates_shine,No
EUPATH_0035114,Birth order,gates_shine | gates_provide | gates_washbBangladesh,No
EUPATH_0048053,Birth outcome,gates_shine,No
EUPATH_0012417,Birth place,icemr_amazoniaBrazil | gates_shine | gates_provide,No
EUPATH_0031205,Birth weight source,gates_vida,No
EUPATH_0030005,Birth year,gates_gems_huas | general/general_nhs | gates_scoreCrosssect | icemr_southeastAsia | gates_shine,No
EUPATH_0036090,Blamed yourself unnecessarily when things went wrong in the past 7 days,gates_provide,No
EUPATH_0023006,Blantyre coma score - eye,icemr_southAsia,No
EUPATH_0023007,Blantyre coma score - motor,icemr_southAsia,No
EUPATH_0023008,Blantyre coma score - total,icemr_southAsia,No
EUPATH_0023009,Blantyre coma score - verbal,icemr_southAsia,No
EUPATH_0011854,"Blastocystis Ct value, by TAC result",gates_maled_phase3,No
EUPATH_0036347,Blood collection comment,gates_provide,No
EUPATH_0033142,Blood culture contaminant,gates_perch,No
EUPATH_0021159,Blood culture performed,icemr_india_gujarat,No
EUPATH_0033143,Blood culture positive,gates_perch,No
EUPATH_0033144,Blood culture reported,gates_perch,No
EUPATH_0024212,Blood in stool,icemr_southernAfrica | gates_provide,No
EUPATH_0010487,Blood in stool at episode,gates_maled_phase3,No
EUPATH_0035102,"Blood in stool during last 2 days, caregiver report",gates_washbBangladesh,No
EUPATH_0035101,"Blood in stool during last 7 days, caregiver report",gates_washbBangladesh,No
EUPATH_0010534,"Blood in stool, caregiver report",gates_perch | gates_maled_phase3,No
EUPATH_0015184,Blood in stools during last 7 days,gates_gems1a | gates_gems | gates_vida,No
HP_0000790,Blood in urine,general/general_crompton,No
EUPATH_0020054,Blood leaking from feeders,icemr_prism2,No
EUPATH_0036348,Blood quantity sufficient,gates_provide,No
EUPATH_0033146,Blood sample collected,icemr_india_gujarat | icemr_amazoniaBrazil | gates_perch | gates_provide | general/general_crompton,No
EUPATH_0033147,Blood sample collection date,gates_perch | gates_provide | icemr_westAfrica | general/general_crompton,No
EUPATH_0033148,Blood sample collection time,gates_perch,No
OBIB_0000236,Blood sample volume,icemr_southAsia | gates_perch | general/general_crompton,No
EUPATH_0041029,Blood smear performed,icemr_india_gujarat | gates_llineup | general/general_crompton,No
EUPATH_0020055,Blood smear reading,icemr_prism2,No
EUPATH_0021081,Blood smear sample,icemr_indian_cx | icemr_india_feverSurv | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_india_behavior | icemr_westAfrica | general/general_crompton | icemr_indian,No
EUPATH_0027007,Blood smear slide ID,icemr_westAfrica,No
EUPATH_0033149,Blood sub-culture positive,gates_perch,No
EUPATH_0021160,Blood transfusion,icemr_india_gujarat,No
EUPATH_0000192,Bloodfed Anopheles funestus count,icemr_prism2 | icemr_prism | gates_llineup,No
EUPATH_0000193,Bloodfed Anopheles gambiae count,icemr_prism2 | icemr_prism | gates_llineup,No
EUPATH_0020082,Bloodfed other Anopheles species count,icemr_prism2,No
EUPATH_0032493,"Bordetella pertussis Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032659,"Bordetella pertussis Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032751,"Bordetella pertussis Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033015,"Bordetella pertussis Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0015532,Bought a remedy/drug at the shop/market,gates_gems_huas,No
EUPATH_0015578,"Bought remedy or medicine, consultation expenses",gates_gems_huas,No
EUPATH_0015579,"Bought remedy or medicine, diagostic expenses",gates_gems_huas,No
EUPATH_0015581,"Bought remedy or medicine, drug expenses",gates_gems_huas,No
EUPATH_0010251,"Bought remedy or medicine, medical expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0015580,"Bought remedy or medicine, other expenses",gates_gems_huas,No
EUPATH_0010252,"Bought remedy or medicine, transport expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0036408,Breast,gates_provide,No
EUPATH_0010371,Breastfed,gates_gems1a | gates_gems,No
EUPATH_0015411,Breastfed since diarrhea,gates_gems1a,No
EUPATH_0015410,Breastfed week before diarrhea,gates_gems1a,No
EUPATH_0011009,Breastfed within 1st 24hrs,gates_maled_phase3,No
EUPATH_0011050,Breastfeeding data present today,gates_maled_phase3,No
EUPATH_0011048,Breastfeeding status,gates_maled_phase3,No
EUPATH_0011061,Breastfeedings during recall,gates_maled_phase3,No
EUPATH_0011057,"Breastfeedings during recall, daytime",gates_maled_phase3,No
EUPATH_0011059,"Breastfeedings during recall, nighttime",gates_maled_phase3,No
EUPATH_0011646,"Breastfeedings yesterday, daytime",gates_maled_phase3,No
EUPATH_0011647,"Breastfeedings yesterday, nighttime",gates_maled_phase3,No
EUPATH_0033153,Bronchodilator challenge,gates_perch,No
EUPATH_0033099,Broth growth,gates_perch,No
EUPATH_0033440,Broth growth,gates_perch,No
EUPATH_0035108,"Bruising during the last 2 days, caregiver report",gates_washbKenya | gates_washbBangladesh,No
EUPATH_0035107,"Bruising during the last 7 days, caregiver report",gates_washbKenya | gates_washbBangladesh,No
EUPATH_0000001,Building material,icemr_india_gujarat | icemr_indian_cx | icemr_indian,No
EUPATH_0032494,"Burkholderia cepacia, by culture result",gates_perch,No
EUPATH_0044128,Burn to keep mosquitoes away,gates_llineup,No
EUPATH_0000737,CD36 genotype,icemr_prism,No
EUPATH_0048117,CD4 result at baseline,gates_shine,No
EUPATH_0044002,COVID-19 presentation,general/general_hcq_non_randomized,No
EUPATH_0036258,CREM genotype,gates_provide,No
EUPATH_0011054,Calcium phytate to zinc ratio,gates_maled_phase3,No
EUPATH_0045006,Call centre,general/general_nhs,No
EUPATH_0045003,Call location postcode,general/general_nhs,No
EUPATH_0045016,Caller terminated call,general/general_nhs,No
EUPATH_0031128,Campy,gates_vida,No
EUPATH_0015338,"Campylobacter Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0015341,"Campylobacter jejuni or C. coli Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0010628,"Campylobacter, by ELISA result",gates_maled_phase3,No
EUPATH_0011986,"Campylobacter, by bacteriology cleaned result",gates_maled_phase3,No
EUPATH_0010629,"Campylobacter, by bacteriology result",gates_maled_phase3,No
EUPATH_0032567,"Candida albicans, by culture result",gates_perch,No
EUPATH_0032568,"Candida krusei, by culture result",gates_perch,No
EUPATH_0032569,"Candida, by culture result",gates_perch,No
EUPATH_0041084,Cardiac exam findings,general/general_crompton,No
EFO_0000319,Cardiovascular condition,general/general_crompton,No
EUPATH_0041033,Cardiovascular condition end date,general/general_crompton,No
EUPATH_0041035,Cardiovascular condition start date,general/general_crompton,No
EUPATH_0024017,Caregiver ID,icemr_southernAfrica,No
EUPATH_0000720,Caregiver relationship to participant,gates_gems_huas | gates_gems1a | gates_gems | icemr_southernAfrica | gates_gems1a_huas | gates_vida_hucs_gambia_mali,No
EUPATH_0010564,Cary Blair media used,gates_vida | gates_maled_phase3,No
EUPATH_0010049,Case ID,gates_gems1a | gates_gems | gates_vida | general/general_nhs | icemr_malawi,No
EUPATH_0031033,Case enrolled within past 14 days,gates_vida,No
EUPATH_0010375,Case or control participant,gates_gems1a | gates_gems | gates_vida | gates_perch | icemr_malawi,No
EUPATH_0045008,Case reference number,general/general_nhs,No
EUPATH_0033155,Case-control sub-classification,gates_gems1a | gates_perch,No
EUPATH_0022028,Cats,icemr_amazoniaBrazil | icemr_amazoniaPeru_long,No
EUPATH_0022195,Cattle count,icemr_amazoniaBrazil | gates_washbKenya,No
EUPATH_0024293,Cause of cough,icemr_southernAfrica,No
EUPATH_0020001,Cause of death,icemr_prism2 | icemr_prism | general/general_crompton,No
