entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0033043,1,"Coronoavirus 63 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032720,1,"Coronoavirus 63, by multiplexed qPCR",Laboratory test,Alphacoronavirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032812,1,"Coronoavirus 63, by multiplexed qPCR",Laboratory test,Alphacoronavirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033077,1,"Coronoavirus 63, by multiplexed qPCR",Laboratory test,Alphacoronavirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032781,1,"Coronoavirus HKU (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032689,1,"Coronoavirus HKU Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032782,1,"Coronoavirus HKU Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033045,1,"Coronoavirus HKU Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032721,1,"Coronoavirus HKU, by multiplexed qPCR",Laboratory test,Betacoronavirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032813,1,"Coronoavirus HKU, by multiplexed qPCR",Laboratory test,Betacoronavirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033078,1,"Coronoavirus HKU, by multiplexed qPCR",Laboratory test,Betacoronavirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032142,1,Corynebacterium in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032290,1,"Corynebacterium, by bacteriology",Laboratory test,Corynebacterium in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032291,1,"Corynebacterium, by culture",Laboratory test,Corynebacterium in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032502,1,"Corynebacterium, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032143,1,Cronobacter in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032292,1,"Cronobacter sakazakii (Enterobacter sakazakii), by bacteriology",Laboratory test,Cronobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032293,1,"Cronobacter sakazakii (Enterobacter sakazakii), by culture",Laboratory test,Cronobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032503,1,"Cronobacter sakazakii (Enterobacter sakazakii), by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036531,1,"Cryptosporidium Ct value, by qPCR result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010590,1,Cryptosporidium ELISA performed,Laboratory test,Protozoa ELISA tests,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011767,1,Cryptosporidium aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010786,1,"Cryptosporidium, by ELISA result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011001,1,"Cryptosporidium, by modified acid stain microscopy result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036320,1,"Cryptosporidium, by qPCR",Laboratory test,Cryptosporidium in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010844,1,Cumulative completely tested 1st diarrheal stool count,Laboratory test,Complete testing of diarrheal stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010847,1,Cumulative completely tested monthly stool count,Laboratory test,Complete testing of monthly stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010864,1,Cumulative completely tested stool count,Laboratory test,Complete testing of stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010877,1,Cumulative sum 1st diarrheal stools with bacteria,Laboratory test,Aggregate data for bacteria detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010764,1,"Cumulative sum 1st diarrheal stools with other parasites, by modified acid stain microscopy",Laboratory test,Aggregate data for eukaryota detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010784,1,"Cumulative sum 1st diarrheal stools with other parasites, by wet prep microscopy",Laboratory test,Aggregate data for eukaryota detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010885,1,Cumulative sum 1st diarrheal stools with parasites,Laboratory test,Aggregate data for eukaryota detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010933,1,Cumulative sum 1st diarrheal stools with virus,Laboratory test,Aggregate data for virus detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010937,1,Cumulative sum 1st diarrheal stools with virus (ex NRV),Laboratory test,Aggregate data for virus detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010878,1,Cumulative sum 1st monthly stools with bacteria,Laboratory test,Aggregate data for bacteria detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010765,1,"Cumulative sum 1st monthly stools with other parasites, by modified acid stain microscopy",Laboratory test,Aggregate data for eukaryota detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010785,1,"Cumulative sum 1st monthly stools with other parasites, by wet prep microscopy",Laboratory test,Aggregate data for eukaryota detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010884,1,Cumulative sum 1st monthly stools with parasites,Laboratory test,Aggregate data for eukaryota detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010934,1,Cumulative sum 1st monthly stools with virus,Laboratory test,Aggregate data for virus detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010938,1,Cumulative sum 1st monthly stools with virus (ex NRV),Laboratory test,Aggregate data for virus detection in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010601,1,Cumulative sum Adenovirus-pos 1st diarrheal stools,Laboratory test,Adenovirus aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010602,1,Cumulative sum Adenovirus-pos 1st monthly stools,Laboratory test,Adenovirus aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010600,1,Cumulative sum Adenovirus-pos stools,Laboratory test,Adenovirus aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010605,1,Cumulative sum Aeromonas-pos 1st diarrheal stools,Laboratory test,Aeromonas aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010606,1,Cumulative sum Aeromonas-pos 1st monthly stools,Laboratory test,Aeromonas aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010604,1,Cumulative sum Aeromonas-pos stools,Laboratory test,Aeromonas aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010609,1,Cumulative sum Ascaris lumbricoides-pos 1st diarrheal stools,Laboratory test,Ascaris lumbricoides aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010610,1,Cumulative sum Ascaris lumbricoides-pos 1st monthly stools,Laboratory test,Ascaris lumbricoides aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010608,1,Cumulative sum Ascaris lumbricoides-pos stools,Laboratory test,Ascaris lumbricoides aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010613,1,Cumulative sum Astrovirus-pos 1st diarrheal stools,Laboratory test,Astrovirus aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010614,1,Cumulative sum Astrovirus-pos 1st monthly stools,Laboratory test,Astrovirus aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010612,1,Cumulative sum Astrovirus-pos stools,Laboratory test,Astrovirus aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010625,1,Cumulative sum Balantidium coli-pos 1st diarrheal stools,Laboratory test,Balantidium coli aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010626,1,Cumulative sum Balantidium coli-pos 1st monthly stools,Laboratory test,Balantidium coli aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010624,1,Cumulative sum Balantidium coli-pos stools,Laboratory test,Balantidium coli aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010637,1,"Cumulative sum Campylobacter-pos 1st diarrheal stools, by ELISA",Laboratory test,Campylobacter aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010641,1,"Cumulative sum Campylobacter-pos 1st diarrheal stools, by bacteriology",Laboratory test,Campylobacter aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010638,1,"Cumulative sum Campylobacter-pos 1st monthly stools, by ELISA",Laboratory test,Campylobacter aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010642,1,"Cumulative sum Campylobacter-pos 1st monthly stools, by bacteriology",Laboratory test,Campylobacter aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010636,1,"Cumulative sum Campylobacter-pos stools, by ELISA",Laboratory test,Campylobacter aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010640,1,"Cumulative sum Campylobacter-pos stools, by bacteriology",Laboratory test,Campylobacter aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010645,1,Cumulative sum Chilomastix mesnili-pos 1st diarrheal stools,Laboratory test,Chilomastix mesnili aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010646,1,Cumulative sum Chilomastix mesnili-pos 1st monthly stools,Laboratory test,Chilomastix mesnili aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010644,1,Cumulative sum Chilomastix mesnili-pos stools,Laboratory test,Chilomastix mesnili aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010649,1,"Cumulative sum Cryptosporidium-pos 1st diarrheal stools, by ELISA",Laboratory test,Cryptosporidium aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010752,1,"Cumulative sum Cryptosporidium-pos 1st diarrheal stools, by microscopy",Laboratory test,Cryptosporidium aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010650,1,"Cumulative sum Cryptosporidium-pos 1st monthly stools, by ELISA",Laboratory test,Cryptosporidium aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010753,1,"Cumulative sum Cryptosporidium-pos 1st monthly stools, by microscopy",Laboratory test,Cryptosporidium aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010648,1,"Cumulative sum Cryptosporidium-pos stools, by ELISA",Laboratory test,Cryptosporidium aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010751,1,"Cumulative sum Cryptosporidium-pos stools, by microscopy",Laboratory test,Cryptosporidium aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010653,1,Cumulative sum Cyclospora-pos 1st diarrheal stools,Laboratory test,Cyclospora aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010654,1,Cumulative sum Cyclospora-pos 1st monthly stools,Laboratory test,Cyclospora aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010652,1,Cumulative sum Cyclospora-pos stools,Laboratory test,Cyclospora aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010657,1,Cumulative sum EAEC-pos 1st diarrheal stools,Laboratory test,Enteroaggregative Escherichia coli (EAEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010658,1,Cumulative sum EAEC-pos 1st monthly stools,Laboratory test,Enteroaggregative Escherichia coli (EAEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010656,1,Cumulative sum EAEC-pos stools,Laboratory test,Enteroaggregative Escherichia coli (EAEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010701,1,Cumulative sum EIEC-pos 1st diarrheal stools,Laboratory test,Enteroinvasive Escherichia coli (EIEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010702,1,Cumulative sum EIEC-pos 1st monthly stools,Laboratory test,Enteroinvasive Escherichia coli (EIEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010700,1,Cumulative sum EIEC-pos stools,Laboratory test,Enteroinvasive Escherichia coli (EIEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010709,1,Cumulative sum EPEC-pos 1st diarrheal stools,Laboratory test,Enteropathogenic Escherichia coli (EPEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010710,1,Cumulative sum EPEC-pos 1st monthly stools,Laboratory test,Enteropathogenic Escherichia coli (EPEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010708,1,Cumulative sum EPEC-pos stools,Laboratory test,Enteropathogenic Escherichia coli (EPEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010681,1,Cumulative sum ETEC LT-pos 1st diarrheal stools,Laboratory test,Heat labile (LT) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010682,1,Cumulative sum ETEC LT-pos 1st monthly stools,Laboratory test,Heat labile (LT) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010748,1,Cumulative sum ETEC LT-pos ST-neg 1st diarrheal stools,Laboratory test,Heat labile (LT) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010749,1,Cumulative sum ETEC LT-pos ST-neg 1st monthly stools,Laboratory test,Heat labile (LT) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010747,1,Cumulative sum ETEC LT-pos ST-neg stools,Laboratory test,Heat labile (LT) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010680,1,Cumulative sum ETEC LT-pos stools,Laboratory test,Heat labile (LT) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010685,1,Cumulative sum ETEC ST-pos 1st diarrheal stools,Laboratory test,Heat stable (ST) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010686,1,Cumulative sum ETEC ST-pos 1st monthly stools,Laboratory test,Heat stable (ST) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010684,1,Cumulative sum ETEC ST-pos stools,Laboratory test,Heat stable (ST) enterotoxin aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010713,1,Cumulative sum ETEC-pos 1st diarrheal stools,Laboratory test,Enterotoxogenic Escherichia coli (ETEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010714,1,Cumulative sum ETEC-pos 1st monthly stools,Laboratory test,Enterotoxogenic Escherichia coli (ETEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010712,1,Cumulative sum ETEC-pos stools,Laboratory test,Enterotoxogenic Escherichia coli (ETEC) aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010705,1,Cumulative sum Endolimax nana-pos 1st diarrheal stools,Laboratory test,Endolimax nana aggregate data,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010706,1,Cumulative sum Endolimax nana-pos 1st monthly stools,Laboratory test,Endolimax nana aggregate data,sample,variable
