variable	variable2	values	mappedTerm	X
126plate003::abdom_examcmnt	EUPATH_0041083	HERNIE OMBILICALE	Umbilical hernia	
126plate003::abdom_examcmnt	EUPATH_0041083	HERNIE OMBILICALE SPLENOMEGALIE	Umbilical hernia	
126plate003::abdom_examcmnt	EUPATH_0041083	SPLENOMEGALE	Spleen enlargement	
126plate003::abdom_examcmnt	EUPATH_0041083	SPLENOMEGALI	Spleen enlargement	
126plate003::abdom_examcmnt	EUPATH_0041083	SPLENOMEGALIE	Spleen enlargement	
126plate003::abdom_examcmnt	EUPATH_0041083	SPLENOMEGALLIE	Spleen enlargement	
126plate003::othexam_specify	EUPATH_0041089	DERMALOGIE	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	DERMATOLOGICAL	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	DERMATOLOGIE	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	DERMATOLOGIQUE	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	DERMTOLOGICAL	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	DERMTOLOGIQUE	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	DREMATOLOGIE	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	GENERAL	General	
126plate003::othexam_specify	EUPATH_0041089	GENITAL	Genital	
126plate003::othexam_specify	EUPATH_0041089	GENITOURINARY	Genito-urinary	
126plate003::othexam_specify	EUPATH_0041089	GYNECOLOGIC	Gynecologic	
126plate003::othexam_specify	EUPATH_0041089	LIMPLODE	Lymphatic	
126plate003::othexam_specify	EUPATH_0041089	LYMPHATIC	Lymphatic	
126plate003::othexam_specify	EUPATH_0041089	MASCULO SQUELE	Musculoskeletal	
126plate003::othexam_specify	EUPATH_0041089	MEMBRE SUPERIE	Arms	
126plate003::othexam_specify	EUPATH_0041089	MEMBRES	Limbs	
126plate003::othexam_specify	EUPATH_0041089	MEMBRES INFERI	Legs	
126plate003::othexam_specify	EUPATH_0041089	PIED	Foot	
126plate003::othexam_specify	EUPATH_0041089	PIEDS	Feet	
126plate003::othexam_specify	EUPATH_0041089	SKIN	Dermatological	
126plate003::othexam_specify	EUPATH_0041089	SQUELETTAL	Skeletal	
126plate003::othexamcmnt	EUPATH_0041088	ABTATION DES PETITS LEUCORRHEE FETIDES	Genital infection	
126plate003::othexamcmnt	EUPATH_0041088	ADENOPATHIE INGUINABLE	Inguinal adenopathy	
126plate003::othexamcmnt	EUPATH_0041088	ADENOPATHIE SOUS ACILLAIRE BILATERALE	Maxillary adenopathy	
126plate003::othexamcmnt	EUPATH_0041088	CANDIDOSE VAGINALE	Genital candidosis	
126plate003::othexamcmnt	EUPATH_0041088	CICATRICE DE LESIONS VESICULEUSES SUR LE CORPS	History of dermatological vesicula	
126plate003::othexamcmnt	EUPATH_0041088	CICATRICE DE PLULIGO DES MEMBRES SUPERIEURE	History of leg pruritus	
126plate003::othexamcmnt	EUPATH_0041088	DERMITE SEBORRHOIDE	Dermatitis	
126plate003::othexamcmnt	EUPATH_0041088	DERMITE SEBRHOIDE	Dermatitis	
126plate003::othexamcmnt	EUPATH_0041088	DERMITE SEBROIDE	Dermatitis	
126plate003::othexamcmnt	EUPATH_0041088	DOULEUR DE LA CUISSE GAUCHE	Leg pain	
126plate003::othexamcmnt	EUPATH_0041088	ENTORSE DU PIED DROITE	Right foot sprain	
126plate003::othexamcmnt	EUPATH_0041088	ERUPTION PUSTULEUSE AU NIVEAU DU COU	Dermatitis	
126plate003::othexamcmnt	EUPATH_0041088	HERNIE SOLOTALE	Scrotal hernia	
126plate003::othexamcmnt	EUPATH_0041088	HYPERBERATOSE PYODERMITE	Pyodermyditis	
126plate003::othexamcmnt	EUPATH_0041088	INTERTRIGO ORTEILS	Palm fold candida infection	
126plate003::othexamcmnt	EUPATH_0041088	LEN CORRHEES	Genital infection	
126plate003::othexamcmnt	EUPATH_0041088	LESIONS VESICULAIRES PRURIGINEUX	Dermatitis with pruritus	
126plate003::othexamcmnt	EUPATH_0041088	PASEMENT DU GROS ORREIL	Toe wound	
126plate003::othexamcmnt	EUPATH_0041088	PLAIE DE LA POUCE DROITE (BRULURE SURPERFICIELLE)	Right finger burn	
126plate003::othexamcmnt	EUPATH_0041088	PLAIE DOULEUSE AU MOLLET DROITE	Right leg wound	
126plate003::othexamcmnt	EUPATH_0041088	PLAIE DU PIED GAUCHE	Left foot wound	
126plate003::othexamcmnt	EUPATH_0041088	PLAIE MULTIPLES AUX JAMBES	Leg dermatitis	
126plate003::othexamcmnt	EUPATH_0041088	PLAIE SURINFECTEE DU TALON DROIT	Right heel wound	
126plate003::othexamcmnt	EUPATH_0041088	POUCE GAUCHE INFLAMME ET DOULEUR	Inflammed left thumb	
126plate003::othexamcmnt	EUPATH_0041088	PRESENCE DE CROUTES PRURIGINEUX SUR L'ENSEMBLE DU CORPS	Dermatitis	
126plate003::othexamcmnt	EUPATH_0041088	PYODERMITE	Pyodermyditis	
126plate003::othexamcmnt	EUPATH_0041088	PYODERMITE AUX DEUX JAMBES	Pyodermyditis	
126plate003::othexamcmnt	EUPATH_0041088	PYODERMITE AUX MEMBRE INFEERIEURS	Pyodermyditis	
126plate003::othexamcmnt	EUPATH_0041088	PYODERMITE SURINFECTEE GENOU DROIT	Pyodermyditis	
126plate003::othexamcmnt	EUPATH_0041088	PYODERMITES	Pyodermyditis	
126plate003::othexamcmnt	EUPATH_0041088	URTICAIRE	Urticaria	
126plate003::othexamcmnt	EUPATH_0041088	URTICAIRES	Urticaria	
126plate003::othexamcmnt	EUPATH_0041088	UTICAIRE AU TRONC	Chest urticaria	
126plate021::heentcmnt	EUPATH_0041048	ABCES AU COU	Neck abscess	
126plate021::heentcmnt	EUPATH_0041048	ANGINE DE GORGE	Tonsil infection	
126plate021::heentcmnt	EUPATH_0041048	CANDIDASE BUCCALE	Buccal candidosis	
126plate021::heentcmnt	EUPATH_0041048	CEPHALEES	Headache	
126plate021::heentcmnt	EUPATH_0041048	CEPHALEES (COARTEM INACHEE)	Headache	
126plate021::heentcmnt	EUPATH_0041048	CEPHALEES (SOUS TRAITEMENT)	Headache	
126plate021::heentcmnt	EUPATH_0041048	CEPHALEES + DOULEURS A LA DEGLUTATION	Headache	
126plate021::heentcmnt	EUPATH_0041048	CEPHALEES, VERTIGES	Headache, dizzyness	
126plate021::heentcmnt	EUPATH_0041048	CONJOCTIVITE	Conjunctivitis	
126plate021::heentcmnt	EUPATH_0041048	CONJONCTIVITE	Conjunctivitis	
126plate021::heentcmnt	EUPATH_0041048	DOULEURS A LA DEGLUTITION	Dysphagia	
126plate021::heentcmnt	EUPATH_0041048	EDINOPHAGIE	Dysphagia	
126plate021::heentcmnt	EUPATH_0041048	ETUNUE,RHINORRHEE	Rhinitis	
126plate021::heentcmnt	EUPATH_0041048	LCET(SOUS TRAIMENT)	Tropical endemic conjunctivitis	
126plate021::heentcmnt	EUPATH_0041048	MUCITE	Gastrointestinal inflammation	
126plate021::heentcmnt	EUPATH_0041048	MUGUET	Buccal candidosis	
126plate021::heentcmnt	EUPATH_0041048	OTITE AIGUE	Otitis	
126plate021::heentcmnt	EUPATH_0041048	PLAIE AUX LEVRES	Lip wound	
126plate021::heentcmnt	EUPATH_0041048	PLAIE INFECTEE A LA TETE	Head wound	
126plate021::heentcmnt	EUPATH_0041048	PYODERMITE DU CUIR CHEVELU	Pyodermyditis	
126plate021::heentcmnt	EUPATH_0041048	RHINITE	Rhinitis	
126plate021::heentcmnt	EUPATH_0041048	RHINORHEE	Rhinitis	
126plate021::heentcmnt	EUPATH_0041048	RHINORRHEE	Rhinitis	
126plate021::heentcmnt	EUPATH_0041048	RHINORRHEES	Rhinitis	
126plate021::heentcmnt	EUPATH_0041048	RHUME	Rhinitis	
126plate021::heentcmnt	EUPATH_0041048	ROUGEUR DES DEUS YEUX	Eye inflammation	
126plate021::heentcmnt	EUPATH_0041048	TEIGNE DE CUIR CHEVELU	Scalp dermatitis	
126plate021::pulrespcmnt	DOID_1579	DOULEUR THORACIQUE	Chest pain	
126plate021::pulrespcmnt	DOID_1579	DOULEURS THORACIQUES	Chest pain	
126plate021::pulrespcmnt	DOID_1579	TOUCX SECHE	Dry cough	
126plate021::pulrespcmnt	DOID_1579	TOUS GRAASE	Fatty cough	
126plate021::pulrespcmnt	DOID_1579	TOUS GRASSE	Fatty cough	
126plate021::pulrespcmnt	DOID_1579	TOUX	Cough	
126plate021::pulrespcmnt	DOID_1579	TOUX GRASSE	Fatty cough	
126plate021::pulrespcmnt	DOID_1579	TOUX HUMIDE	Fatty cough	
126plate021::pulrespcmnt	DOID_1579	TOUX SECHE	Dry cough	
126plate021::gastrohepcmnt	EUPATH_0041042	DIARHEES GLAIREUSES	Diarrhea	
126plate021::gastrohepcmnt	EUPATH_0041042	DIARRHEES	Diarrhea	
126plate021::gastrohepcmnt	EUPATH_0041042	DIARRHEES GLAIREUSES	Diarrhea	
126plate021::gastrohepcmnt	EUPATH_0041042	DIARRHEES SANGRINOLENTES	Diarrhea	
126plate021::gastrohepcmnt	EUPATH_0041042	DOUEUR ABDOMINALES	Abdominal pain	
126plate021::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALE	Abdominal pain	
126plate021::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALES	Abdominal pain	
126plate021::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALES VOMISSEMENTS	Abdominal pain, vomiting	
126plate021::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALES,VOMISSEMENT	Abdominal pain, vomiting	
126plate021::gastrohepcmnt	EUPATH_0041042	DOULEURS ABDOMINALES	Abdominal pain	
126plate021::gastrohepcmnt	EUPATH_0041042	NOTION DE BALLONNEMEN ABDOMINAL	Abdominal distension	
126plate021::gastrohepcmnt	EUPATH_0041042	NOTION DE VOMISSEMENT DIARHEES GLAIREUSES	Diarrhea, vomiting	
126plate021::gastrohepcmnt	EUPATH_0041042	VOMISSEMENT	Vomiting	
126plate021::gastrohepcmnt	EUPATH_0041042	VOMISSEMENTS	Vomiting	
126plate021::genitorenalcmnt	EFO_0009663	LEUCORHEE FETIDE	Genital infection	
126plate021::skindermcmnt	DOID_37	DERMATOSES	Dermatitis	
126plate021::skindermcmnt	DOID_37	DERMATOSES EN PLAQUES	Dermatitis	
126plate021::skindermcmnt	DOID_37	DOULEUR AU FACE INTERNE DE LA CHEVILLE DROITE	Ankle pain	
126plate021::skindermcmnt	DOID_37	PLAIE OUVERTE	Wound	
126plate021::skindermcmnt	DOID_37	PLAIE SARINFECTEE DU DOIGT GAUCHE	Finger wound	
126plate021::skindermcmnt	DOID_37	PLAIE SURINFECTEE	Infected wound	
126plate021::skindermcmnt	DOID_37	TEIGNE CIRCONSCRITE AU COU	Neck dermatitis	
126plate021::skindermcmnt	DOID_37	URTICAIRE	Urticaria	
126plate022::musccmnt	DOID_17	ACCIDENT DOMESTIQUE	Domestic accident	
126plate022::neurocmnt	DOID_863	VERTIGES	Dizzyness	
126plate022::othhx_specify	EUPATH_0041062	DOIGT	Fingers	
126plate022::othhx_specify	EUPATH_0041062	FIEVRE	Fever	
126plate022::othhx_specify	EUPATH_0041062	SIGEN GENERAL	General signs	
126plate022::othhx_specify	EUPATH_0041062	SIGNE  GENERAUX	General signs	
126plate022::othhx_specify	EUPATH_0041062	SIGNE GENERALE	General signs	
126plate022::othhx_specify	EUPATH_0041062	SIGNE GENERAUX	General signs	
126plate022::othhx_specify	EUPATH_0041062	SIGNE GENERL	General signs	
126plate022::othhx_specify	EUPATH_0041062	SIGNES GENERAUX	General signs	
126plate022::othhx_specify	EUPATH_0041062	SIGNME GENERAL	General signs	
126plate022::otherhxcmnt	EUPATH_0041060	BRULURE SUPERFUELLE DE LA MAIN DROITE	Superficial burn	
126plate022::otherhxcmnt	EUPATH_0041060	FIEVER	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	FIEVRE	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	FIEVRE COURBATURE	Body aches, fever	
126plate022::otherhxcmnt	EUPATH_0041060	FIEVRE FRISSONS	Fever, chills	
126plate022::otherhxcmnt	EUPATH_0041060	FIEVRE PRURIT VESPERAL	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	FIEVRE VESPERAL	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	FIEVRE VESPERALE	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	FRISSON	Chills	
126plate022::otherhxcmnt	EUPATH_0041060	FRISSONS	Chills	
126plate022::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE VESPERAL	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE VESPERALE	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE VESPERALE+FRISSON	Fever, chills	
126plate022::otherhxcmnt	EUPATH_0041060	NOTON DE FIEVRE VESPERAL	Fever	
126plate022::otherhxcmnt	EUPATH_0041060	URTICAIRES PRURIGINEUSES	Urticaria	
126plate023::heent_examcmnt	EUPATH_0041087	CARIE DENTAIRE SUR INFECTEE RHNIRRHEE	Infected dental caries	
126plate023::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE DROTE RHNIRRHEE	Conjunctivitis, rhinitis	
126plate023::heent_examcmnt	EUPATH_0041087	LIMBO CONJONCTIVITE ENDEMIQUE DES TROPIQUES	Tropical endemic conjunctivitis	
126plate023::heent_examcmnt	EUPATH_0041087	MUCITE	Gastrointestinal inflammation	
126plate023::heent_examcmnt	EUPATH_0041087	MUGUET	Buccal candidosis	
126plate023::heent_examcmnt	EUPATH_0041087	PLAIE A LA TETE	Head wound	
126plate023::heent_examcmnt	EUPATH_0041087	PLAIE DE PAVILLONS L'OREILLE DROITE	Right ear wound	
126plate023::heent_examcmnt	EUPATH_0041087	PLAIE ENVATE DU NEZ	Nose wound	
126plate023::heent_examcmnt	EUPATH_0041087	PLAIE INFECTEE DU PAVILLON TEIGNE DU CUIR CHEVELU	Scalp wound	
126plate023::heent_examcmnt	EUPATH_0041087	RHINORHEE	Rhinitis	
126plate023::heent_examcmnt	EUPATH_0041087	RHINORHEES	Rhinitis	
126plate023::heent_examcmnt	EUPATH_0041087	RHINORRHEE (TRAITEMENT EN COURS)	Rhinitis	
126plate023::heent_examcmnt	EUPATH_0041087	TEIGNE SUR INFECTEE DU CUIR CHEVELU	Scalp dermatitis	
126plate023::heent_examcmnt	EUPATH_0041087	TEINGNE DU CUIR  CHEVELU	Scalp dermatitis	
126plate023::heent_examcmnt	EUPATH_0041087	TEINGNE DU CUIR CHEVELU	Scalp dermatitis	
126plate023::heent_examcmnt	EUPATH_0041087	YEIGNE DU CUIR CHEVELU	Scalp dermatitis	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE BILATERAL	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE BILATERALES	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE GAUCHE	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES BILATERAL	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES BILATERALES	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES BILATERELES	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES BIOLATERALES	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES GAUCHE	Pneumopathy	
126plate023::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUES LATERALES	Pneumopathy	
126plate023::cardiac_examcmnt	EUPATH_0041084	TROUBLE DU RYTHME CARDIAQUE	Heartbeat disorder	
126plate023::othexam_specify	EUPATH_0041089	GENITO-URINAIRE	Genito-urinary	
126plate023::othexam_specify	EUPATH_0041089	GENOTAL	Genital	
126plate023::othexamcmnt	EUPATH_0041088	BLESSURE PAR OBJET SUILLE A LA FACE INTERNE DE LA CHEVIL	Injuries	
126plate023::othexamcmnt	EUPATH_0041088	DERMATOSE DE LA PEAU GLABRE	Dermatitis	
126plate023::othexamcmnt	EUPATH_0041088	DERMATOSES	Dermatitis	
126plate023::othexamcmnt	EUPATH_0041088	DERMATTE	Dermatitis	
126plate023::othexamcmnt	EUPATH_0041088	HERNIE INGUINALE DROITE	Inguinal hernia	
126plate023::othexamcmnt	EUPATH_0041088	HYDROCELE DROITE	Right testicular swelling	
126plate023::othexamcmnt	EUPATH_0041088	HYPOSPADIAS	Hypospadia	
126plate023::othexamcmnt	EUPATH_0041088	PLAIE SUR INFECTEE DU MAJORANT GAUCHE	Left finger wound	
126plate023::othexamcmnt	EUPATH_0041088	TEIGNE DU CUIR CHEVELU	Scalp dermatitis	
126plate031::heentcmnt	EUPATH_0041048	ADENOPHAGIE	Throat pain	
126plate031::heentcmnt	EUPATH_0041048	CEPHALEES ETERNUES	Headache	
126plate031::heentcmnt	EUPATH_0041048	CONJONCTIVITE AIGUE	Conjunctivitis	
126plate031::heentcmnt	EUPATH_0041048	CONJONCTIVITE BILATERALE	Conjunctivitis	
126plate031::heentcmnt	EUPATH_0041048	DOULEURS DENTAIRES	Infected dental caries	
126plate031::heentcmnt	EUPATH_0041048	GENGIVITE	Gingivitis	
126plate031::heentcmnt	EUPATH_0041048	PLAIE OUVERTE A LA TEMPE	Temple wound	
126plate031::heentcmnt	EUPATH_0041048	PLAIES DE LA PAVILLON DES OREILLES	Ear wound	
126plate031::heentcmnt	EUPATH_0041048	RHINORRHEE CEPHALEES	Headache, rhinitis	
126plate031::heentcmnt	EUPATH_0041048	TEIGNE DU CUIR CHEVELU	Scalp dermatitis	
126plate031::heentcmnt	EUPATH_0041048	VEPHALEES	Headache	
126plate031::pulrespcmnt	DOID_1579	RHUME	Rhinitis	
126plate031::cardiocmnt	EFO_0000319	DIARRHEE	Diarrhea	
126plate031::gastrohepcmnt	EUPATH_0041042	DIARRHEE GLAIREUSE	Diarrhea	
126plate031::gastrohepcmnt	EUPATH_0041042	HYPERSIALORRHEE	Hypersalivation	
126plate031::genitorenalcmnt	EFO_0009663	BRULURE MICTIONNELLE	Urinary tract infection	
126plate031::genitorenalcmnt	EFO_0009663	DYSURIE	Urinary tract infection	
126plate031::genitorenalcmnt	EFO_0009663	HEMATURIE TERMINALE	Blood in urine	
126plate031::genitorenalcmnt	EFO_0009663	LEUCORRHEES FETIDES	Genital infection	
126plate031::genitorenalcmnt	EFO_0009663	METRORRAGIE SOUS TRAITEMENT	Metrorrhagae	
126plate032::skindermcmnt	DOID_37	ALLERGIE PRIRIGINEUSE	Pruritus	
126plate032::skindermcmnt	DOID_37	DERMATOSE PRURIGINEUSE	Dermatitis	
126plate032::skindermcmnt	DOID_37	DOULEURS DU GOID	Finger pain	
126plate032::skindermcmnt	DOID_37	PYDERMITE	Dermatitis	
126plate032::skindermcmnt	DOID_37	PYODERMINITE	Pyodermyditis	
126plate032::skindermcmnt	DOID_37	PYODERMITE	Pyodermyditis	
126plate032::musccmnt	DOID_17	PANARIS DU MEJEUR GAUCHE	Finger staphyloccus infection	
126plate033::heent_examcmnt	EUPATH_0041087	ANGINE DE GORGE	Tonsil infection	
126plate033::heent_examcmnt	EUPATH_0041087	CARIE DENTAIRES SURINFECTEES	Infected dental caries	
126plate033::heent_examcmnt	EUPATH_0041087	CATARACTE BILATERALE	Cataract	
126plate033::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE AIGUE	Conjunctivitis	
126plate033::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE BILATERALE	Conjunctivitis	
126plate033::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE GAUCHE	Conjunctivitis	
126plate033::heent_examcmnt	EUPATH_0041087	ECZEMATIDE	Eczema	
126plate033::heent_examcmnt	EUPATH_0041087	GANGLIONS SOUS MAXILLAIRES	Maxillary adenopathies	
126plate033::heent_examcmnt	EUPATH_0041087	LCET	Tropical endemic conjunctivitis	
126plate033::heent_examcmnt	EUPATH_0041087	LYMBO CONJONCTIVITE	Tropical endemic conjunctivitis	
126plate033::heent_examcmnt	EUPATH_0041087	MOLLUSCUM PEU OCCULAIRE DROITE	Ocular molluscum	
126plate033::heent_examcmnt	EUPATH_0041087	RALES GAUCHE	Pneumopathy	
126plate033::pulm_examcmnt	EUPATH_0041090	FINS CREPITANTS BILATERAUX	Pneumopathy	
126plate033::pulm_examcmnt	EUPATH_0041090	RALES BRONCHIQUE BASE PULMONAIRE	Pneumopathy	
126plate033::pulm_examcmnt	EUPATH_0041090	RALES CREPITANTS DROITE	Pneumopathy	
126plate033::pulm_examcmnt	EUPATH_0041090	RALES PULMONAIRE GAUCHE	Pneumopathy	
126plate033::abdom_examcmnt	EUPATH_0041083	HERNIE OBILICALE	Umbilical hernia	
126plate033::othexam_specify	EUPATH_0041089	GENITE URINARY	Genito-urinary	
126plate033::othexam_specify	EUPATH_0041089	GENITO ORINALY	Genito-urinary	
126plate033::othexamcmnt	EUPATH_0041088	DERMATONE PLUGINERA	Dermatitis with pruritus	
126plate033::othexamcmnt	EUPATH_0041088	DERMATOSE PRURIGINEUSE	Dermatitis	
126plate033::othexamcmnt	EUPATH_0041088	ECOULEMENT FETIDE	Nasal infection	
126plate033::othexamcmnt	EUPATH_0041088	HYDROCLE DROITE	Right testicular swelling	
126plate033::othexamcmnt	EUPATH_0041088	PANARIS DE L'ANULAIRE DROIT	Finger staphyloccus infection	
126plate033::othexamcmnt	EUPATH_0041088	PLAIE SUILLE DU GENOU GAUCHE	Left knee wound	
126plate033::othexamcmnt	EUPATH_0041088	PYDERMINITE DISSIMINE SUR HEMICORP SUPRIEURE	Dermatitis	
126plate033::othexamcmnt	EUPATH_0041088	PYODERMINITE	Pyodermyditis	
126plate033::othexamcmnt	EUPATH_0041088	PYODERMITE SURINFECTEE	Pyodermyditis	
126plate035::heentcmnt	EUPATH_0041048	CEPHALEES RHINOORRHEE	Headache, rhinitis	
126plate035::heentcmnt	EUPATH_0041048	CEPHELEES	Headache	
126plate035::heentcmnt	EUPATH_0041048	CONGESTION NASALE	Nasal congestion	
126plate035::heentcmnt	EUPATH_0041048	ODINOPHAGIE	Dysphagia	
126plate035::heentcmnt	EUPATH_0041048	OTALGIE	Otitis	
126plate035::heentcmnt	EUPATH_0041048	OTITE SUPPUREE	Otitis	
126plate035::heentcmnt	EUPATH_0041048	OTORRHEE	Otitis	
126plate035::heentcmnt	EUPATH_0041048	PLAIE METRO AURICULAIRE	Finger wound	
126plate035::heentcmnt	EUPATH_0041048	RHINORRHEE, ETERNUES	Rhinitis	
126plate035::heentcmnt	EUPATH_0041048	RINORRHEE	Rhinitis	
126plate035::heentcmnt	EUPATH_0041048	TEIGNE	Scalp dermatitis	
126plate035::heentcmnt	EUPATH_0041048	TEIGNE INFECTEE DU CUIR CHEVELU	Scalp dermatitis	
126plate035::pulrespcmnt	DOID_1579	TOUX (SOUS TRAITEMENT)	Cough	
126plate035::pulrespcmnt	DOID_1579	TOUX GRASSE (SOUS TRAIEMENT)	Fatty cough	
126plate035::gastrohepcmnt	EUPATH_0041042	DIARRHEE	Diarrhea	
126plate035::gastrohepcmnt	EUPATH_0041042	DIARRHEE GLAIREUSES	Diarrhea	
126plate035::gastrohepcmnt	EUPATH_0041042	DIARRHEES, VOMISSEMENTS	Diarrhea, vomiting	
126plate035::gastrohepcmnt	EUPATH_0041042	DOULEURS ABDOMINALES, VOMISSEMENTS	Abdominal pain	
126plate035::gastrohepcmnt	EUPATH_0041042	HEMORROIDE	Hemorrhoids	
126plate035::gastrohepcmnt	EUPATH_0041042	VOMISSEMENT DOULEURS ABDOMINALES	Abdominal pain, vomiting	
126plate035::genitorenalcmnt	EFO_0009663	NOTION D'HEMATURIE TERMINALE	Blood in urine	
126plate035::skindermcmnt	DOID_37	MYCOSE CUTANEE	Fungal dermatitis	
126plate036::musccmnt	DOID_17	BLESSURE AU PIED GAUCHE	Injuries	
126plate036::musccmnt	DOID_17	LUXATION	Dislocation	
126plate036::otherhxcmnt	EUPATH_0041060	FIEVRE, FRISSONS	Fever, chills	
126plate036::otherhxcmnt	EUPATH_0041060	NOTION DE FIEVRE SOUS TRAITEMENT	Fever	
126plate036::otherhxcmnt.1	EUPATH_0041037	FIEVRE	Fever	
126plate036::otherhxcmnt.1	EUPATH_0041037	FRISSONS	Chills	
126plate037::genappearcmnt	EUPATH_0041085	DEFORMATION CONGENITALE DES MEMBRES INFERIEURS	Congenital legs abnormality	
126plate037::heent_examcmnt	EUPATH_0041087	CARIE DENTAIRE	Infected dental caries	
126plate037::heent_examcmnt	EUPATH_0041087	CONJONCTIVITE UNILATERALE GAUCHE ,CARIE DENTAIRE INFECTE	Conjunctivitis	
126plate037::heent_examcmnt	EUPATH_0041087	DIARRHEE DROITE	Diarrhea	
126plate037::heent_examcmnt	EUPATH_0041087	OTITE SUPPUREE	Otitis	
126plate037::heent_examcmnt	EUPATH_0041087	OTORRHEE	Otitis	
126plate037::heent_examcmnt	EUPATH_0041087	PLAIE DE L ORIELLE DROIT	Right ear wound	
