colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
186,meeting_4___1,groupanc_kenyanigeria_combined_final,,Meeting 4: Has IFA,,Observation,10. For meeting 4  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_4___1,groupanc_kenyanigeria_combined_final::meeting_4___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
187,meeting_4___2,groupanc_kenyanigeria_combined_final,,Meeting 4: Took IFA,,Observation,10. For meeting 4  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_4___2,groupanc_kenyanigeria_combined_final::meeting_4___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
188,meeting_4___3,groupanc_kenyanigeria_combined_final,,Meeting 4: Bed net,,Observation,10. For meeting 4  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,meeting_4___3,groupanc_kenyanigeria_combined_final::meeting_4___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
189,meeting_4___4,groupanc_kenyanigeria_combined_final,,Meeting 4: Gave SP,,Observation,10. For meeting 4  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_4___4,groupanc_kenyanigeria_combined_final::meeting_4___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
190,meeting_4___5,groupanc_kenyanigeria_combined_final,,Missed meeting 4,,Observation,10. For meeting 4  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,EUPATH_0000310,Observation details,NA,NA,NA,meeting_4___5,groupanc_kenyanigeria_combined_final::meeting_4___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
191,meeting_5___1,groupanc_kenyanigeria_combined_final,,Meeting 5: Has IFA,,Observation,11. For meeting 5  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_5___1,groupanc_kenyanigeria_combined_final::meeting_5___1,int,1,NA,NA,0 to 1,2,0.832612872,NA
192,meeting_5___2,groupanc_kenyanigeria_combined_final,,Meeting 5: Took IFA,,Observation,11. For meeting 5  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_5___2,groupanc_kenyanigeria_combined_final::meeting_5___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
193,meeting_5___3,groupanc_kenyanigeria_combined_final,,Meeting 5: Bed net,,Observation,11. For meeting 5  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,meeting_5___3,groupanc_kenyanigeria_combined_final::meeting_5___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
194,meeting_5___4,groupanc_kenyanigeria_combined_final,,Meeting 5: Gave SP,,Observation,11. For meeting 5  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_5___4,groupanc_kenyanigeria_combined_final::meeting_5___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
195,meeting_5___5,groupanc_kenyanigeria_combined_final,,Missed meeting 5,,Observation,11. For meeting 5  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,EUPATH_0000310,Observation details,NA,NA,NA,meeting_5___5,groupanc_kenyanigeria_combined_final::meeting_5___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
196,meeting_1_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Meeting 1 systolic,Observation,Meeting 1 systolic,NA,,,,NA,NA,NA,meeting_1_sys,groupanc_kenyanigeria_combined_final::meeting_1_sys,int,100,NA,NA,0 to 192,71,0.927073327,NA
197,meeting_1_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Meeting 1 diastolic,Observation,Meeting 1 diastolic,NA,,,,NA,NA,NA,meeting_1_dias,groupanc_kenyanigeria_combined_final::meeting_1_dias,int,60,NA,NA,0 to 131,59,0.927073327,NA
198,meeting_2_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Meeting 2 systolic,Observation,Meeting 2 systolic,NA,,,,NA,NA,NA,meeting_2_sys,groupanc_kenyanigeria_combined_final::meeting_2_sys,int,100,NA,NA,0 to 175,81,0.926993276,NA
199,meeting_2_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Meeting 2 diastolic,Observation,Meeting 2 diastolic,NA,,,,NA,NA,NA,meeting_2_dias,groupanc_kenyanigeria_combined_final::meeting_2_dias,int,60,NA,NA,0 to 128,61,0.926993276,NA
200,meeting_3_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Meeting 3 systolic,Observation,Meeting 3 systolic,NA,,,,NA,NA,NA,meeting_3_sys,groupanc_kenyanigeria_combined_final::meeting_3_sys,int,111,NA,NA,0 to 167,79,0.926993276,NA
201,meeting_3_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Meeting 3 diastolic,Observation,Meeting 3 diastolic,NA,,,,NA,NA,NA,meeting_3_dias,groupanc_kenyanigeria_combined_final::meeting_3_dias,int,80,NA,NA,0 to 120,56,0.926993276,NA
202,meeting_4_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Meeting 4 systolic,Observation,Meeting 4 systolic,NA,,,,NA,NA,NA,meeting_4_sys,groupanc_kenyanigeria_combined_final::meeting_4_sys,int,0,NA,NA,0 to 175,73,0.926993276,NA
203,meeting_4_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Meeting 4 diastolic,Observation,Meeting 4 diastolic,NA,,,,NA,NA,NA,meeting_4_dias,groupanc_kenyanigeria_combined_final::meeting_4_dias,int,0,NA,NA,0 to 139,60,0.926993276,NA
204,meeting_5_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Meeting 5 systolic,Observation,Meeting 5 systolic,NA,,,,NA,NA,NA,meeting_5_sys,groupanc_kenyanigeria_combined_final::meeting_5_sys,int,127,NA,NA,0 to 606,65,0.927153378,NA
205,meeting_5_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Meeting 5 diastolic,Observation,Meeting 5 diastolic,NA,,,,NA,NA,NA,meeting_5_dias,groupanc_kenyanigeria_combined_final::meeting_5_dias,int,97,NA,NA,0 to 121,57,0.927153378,NA
206,bp_counseling,groupanc_kenyanigeria_combined_final,,BP counseling,,Observation,18. BP counseling,0 = No | 1 = Yes,,EUPATH_0000310,Observation details,,NA,NA,bp_counseling,groupanc_kenyanigeria_combined_final::bp_counseling,int,0,NA,NA,0 to 1,2,0.927473583,NA
207,delivery_specified,groupanc_kenyanigeria_combined_final,,Place of delivery specified,,Observation,19. Place of delivery specified?,0 = No | 1 = Yes,,EUPATH_0000311,Observation details,NA,NA,NA,delivery_specified,groupanc_kenyanigeria_combined_final::delivery_specified,int,1,NA,NA,0 to 1,2,0.927473583,NA
208,plan_transport,groupanc_kenyanigeria_combined_final,,Plan: transport,,Observation,21. Plan: transport,0 = No | 1 = Yes | 3 = N/A,,EUPATH_0000312,Observation details,NA,NA,NA,plan_transport,groupanc_kenyanigeria_combined_final::plan_transport,int,1,NA,NA,0 to 3,3,0.927393532,NA
209,plan_emergency_cash,groupanc_kenyanigeria_combined_final,,Plan: emergency cash,,Observation,22. Plan: emergency cash,0 = No | 1 = Yes | 3 = N/A,,EUPATH_0000313,Observation details,NA,NA,NA,plan_emergency_cash,groupanc_kenyanigeria_combined_final::plan_emergency_cash,int,1,NA,NA,0 to 3,3,0.927393532,NA
210,plan_companion,groupanc_kenyanigeria_combined_final,,Plan: companion,,Observation,23. Plan: companion,0 = No | 1 = Yes | 3 = N/A,,EUPATH_0000314,Observation details,NA,NA,NA,plan_companion,groupanc_kenyanigeria_combined_final::plan_companion,int,1,NA,NA,0 to 3,3,0.927393532,NA
211,plan_decision_maker,groupanc_kenyanigeria_combined_final,,Plan: decision maker,,Observation,24. Plan: decision maker,0 = No | 1 = Yes | 3 = N/A,,EUPATH_0000315,Observation details,NA,NA,NA,plan_decision_maker,groupanc_kenyanigeria_combined_final::plan_decision_maker,int,1,NA,NA,0 to 3,3,0.927393532,NA
212,fp_desired_mtng4,groupanc_kenyanigeria_combined_final,,Family planning desired: Meeting 4,,Observation,25. FP desired? Meeting 4,0 = No | 1 = Yes | 3 = N/A,,Needs one,Contraception,Would need this term under Observation,NA,NA,fp_desired_mtng4,groupanc_kenyanigeria_combined_final::fp_desired_mtng4,int,3,NA,NA,0 to 3,3,0.927473583,NA
213,fp_desired_mtng5,groupanc_kenyanigeria_combined_final,,Family planning desired: Meeting 5,,Observation,26. FP desired? Meeting 5,0 = No | 1 = Yes | 3 = N/A,,Needs one,Contraception,Would need this term under Observation,NA,NA,fp_desired_mtng5,groupanc_kenyanigeria_combined_final::fp_desired_mtng5,int,1,NA,NA,0 to 3,3,0.927633686,NA
214,chose_method_g4,groupanc_kenyanigeria_combined_final,,Desired method chosen: Meeting 4,,Observation,27. Chosen desired method? Meeting 4 (G4),0 = No | 1 = Yes,,Needs one,Contraception,Would need this term under Observation,NA,NA,chose_method_g4,groupanc_kenyanigeria_combined_final::chose_method_g4,int,0,NA,NA,0 to 1,2,0.927553634,NA
215,g4_desired_method,groupanc_kenyanigeria_combined_final,,Specify chosen method: Meeting 4,,Observation,27i. Specify method,1 = Injectable | 2 = Implants | 3 = Withdrawal | 4 = Condoms | 5 = Pill/Oral contraceptives | 6 = IUD | 7 = Emergency contraception | 8 = Sterilisation | 9 = Standard days or rhythm method | 10 = Other | 11 = LAM,,Needs one,Contraception,Would need this term under Observation,NA,NA,g4_desired_method,groupanc_kenyanigeria_combined_final::g4_desired_method,int,2,NA,NA,1 to 11,10,0.961655459,NA
216,chose_method_g5,groupanc_kenyanigeria_combined_final,,Desired method chosen: Meeting 5,,Observation,28. Chosen desired method? Meeting 5 (G5),0 = No | 1 = Yes,,Needs one,Contraception,Would need this term under Observation,NA,NA,chose_method_g5,groupanc_kenyanigeria_combined_final::chose_method_g5,int,1,NA,NA,0 to 1,2,0.927473583,NA
217,g5_desired_method,groupanc_kenyanigeria_combined_final,,Specify chosen method: Meeting 5,,Observation,28i. Specify method,1 = Injectable | 2 = Implants | 3 = Withdrawal | 4 = Condoms | 5 = Pill/Oral contraceptives | 6 = IUD | 7 = Emergency contraception | 8 = Sterilisation | 9 = Standard days or rhythm method | 10 = Other | 11 = LAM,,Needs one,Contraception,Would need this term under Observation,NA,NA,g5_desired_method,groupanc_kenyanigeria_combined_final::g5_desired_method,int,4,NA,NA,1 to 11,10,0.971341659,NA
218,lam_chosen,groupanc_kenyanigeria_combined_final,,Transition method chosen if LAM,,Observation,29. If LAM select method  transition method chosen?,0 = No | 1 = Yes | 3 = N/A,,Needs one,Contraception,Would need this term under Observation,NA,NA,lam_chosen,groupanc_kenyanigeria_combined_final::lam_chosen,int,0,NA,NA,0 to 3,3,0.993996158,NA
219,transition_method,groupanc_kenyanigeria_combined_final,,Transition method specified,,Observation,29i. Specify method,1 = Injectable | 2 = Implants | 3 = Withdrawal | 4 = Condoms | 5 = Pill/Oral contraceptives | 6 = IUD | 7 = Emergency contraception | 8 = Sterilisation | 9 = Standard days or rhythm method | 10 = Other,,Needs one,Contraception,Would need this term under Observation,NA,NA,transition_method,groupanc_kenyanigeria_combined_final::transition_method,int,2,NA,NA,1 to 10,5,0.998398975,NA
220,data_extraction_complete,groupanc_kenyanigeria_combined_final,,Data extraction complete,,Observation,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,EUPATH_0000310,Observation details,NA,NA,NA,data_extraction_complete,groupanc_kenyanigeria_combined_final::data_extraction_complete,int,2,NA,NA,0 to 2,3,0.832612872,NA
221,birth_classification,groupanc_kenyanigeria_combined_final,,Outcome of last pregnancy,,Observation,1. Tell me what happened to your last pregnancy,1 = Live  birth | 2 = Still birth | 3 = Miscarriage,,ONTONEO_00000225,Obstetric history,NA,NA,NA,birth_classification,groupanc_kenyanigeria_combined_final::birth_classification,int,1,NA,NA,1 to 3,3,0.852065322,NA
222,live_birth_date,groupanc_kenyanigeria_combined_final,,Live birth date,,Observation,Live birth date,NA,,ONTONEO_00000225,Obstetric history,NA,NA,NA,live_birth_date,groupanc_kenyanigeria_combined_final::live_birth_date,int,2017,date?,NA,2011 to 2017,3,0.861591419,NA
223,still_birth_date,groupanc_kenyanigeria_combined_final,,Stillbirth date,,Observation,Stillbirth date,NA,,ONTONEO_00000225,Obstetric history,NA,NA,NA,still_birth_date,groupanc_kenyanigeria_combined_final::still_birth_date,int,2017,date?,NA,2016 to 2017,2,0.995837336,NA
224,miscarriage_ga,groupanc_kenyanigeria_combined_final,,Miscarriage gestational age,,Observation,Miscarriage gestational age,NA,,ONTONEO_00000225,Obstetric history,NA,NA,NA,miscarriage_ga,groupanc_kenyanigeria_combined_final::miscarriage_ga,int,9,NA,NA,0 to 34,26,0.995036824,NA
225,miscarriage_date,groupanc_kenyanigeria_combined_final,,Miscarriage date,,Observation,Miscarriage date,NA,,ONTONEO_00000225,Obstetric history,NA,NA,NA,miscarriage_date,groupanc_kenyanigeria_combined_final::miscarriage_date,int,2016,NA,NA,2016 to 2017,2,0.994956772,NA
226,know_due_date,groupanc_kenyanigeria_combined_final,,Knew due date,,Observation,2. Did you know your due date  the time around when the baby was suppose to be born?,1 = Yes | 2 = No | 3 = Not sure,,ONTONEO_00000225,Obstetric history,NA,NA,NA,know_due_date,groupanc_kenyanigeria_combined_final::know_due_date,int,1,NA,NA,1 to 3,3,0.857428754,NA
227,know_due_date_how,groupanc_kenyanigeria_combined_final,,How knew due date,,Observation,3. If yes  how?,1 = Provider told me | 2 = Other,,ONTONEO_00000225,Obstetric history,NA,NA,NA,know_due_date_how,groupanc_kenyanigeria_combined_final::know_due_date_how,int,1,NA,NA,1 to 2,2,0.895933397,NA
228,baby_premature,groupanc_kenyanigeria_combined_final,,Was baby premature,,Observation,4. Do you think your baby was premature  that is born too soon?,1 = Yes | 2 = No | 3 = Not sure,,ONTONEO_00000225,Obstetric history,NA,NA,NA,baby_premature,groupanc_kenyanigeria_combined_final::baby_premature,int,2,NA,NA,1 to 3,3,0.857348703,NA
229,baby_alive,groupanc_kenyanigeria_combined_final,,Baby alive today,,Observation,5. Is your baby alive today?,1 = Yes | 2 = No,,ONTONEO_00000225,Obstetric history,NA,NA,NA,baby_alive,groupanc_kenyanigeria_combined_final::baby_alive,int,1,NA,NA,1 to 2,2,0.861511367,NA
230,consent_to_continue,groupanc_kenyanigeria_combined_final,,Continue asking about antenatal care,,Observation,5a. Im sorry for your loss.  Is it OK if I ask you questions about the antenatal care you received?  If it will be too upsetting we can stop now.,1 = Yes | 2 = No,,ONTONEO_00000225,Obstetric history,NA,NA,NA,consent_to_continue,groupanc_kenyanigeria_combined_final::consent_to_continue,int,1,NA,NA,1 to 2,2,0.996477746,NA
231,danger_signs___1,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Pain (not otherwise specified),,Observation,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Pain (not otherwise specified)),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,danger_signs___1,groupanc_kenyanigeria_combined_final::danger_signs___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
232,danger_signs___2,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Headache,,Observation,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Headache),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,danger_signs___2,groupanc_kenyanigeria_combined_final::danger_signs___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
