variable,colOrder,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag,IRI,label,displayOrder,parentLabel,parentIRI
cduration,65,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Duration of cough,NA,variable,,,,cduration,prism border cohort study all visits database through october 31st 2020::cduration,dbl,2,NA,NA,-9 to 7,8,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000156,Cough duration (days),7,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
sob,66,prism border cohort study all visits database through october 31st 2020,discard,NA,NA,Shortness of breath,NA,NA,,,,sob,prism border cohort study all visits database through october 31st 2020::sob,dbl+lbl,0,NA,NA,0 to 0,1,NA,0,duplicated variable,NA,NA,NA,NA,NA
sobduration,67,prism border cohort study all visits database through october 31st 2020,discard,NA,NA,Duration of shortness of breath,NA,NA,,,,sobduration,prism border cohort study all visits database through october 31st 2020::sobduration,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,NA,NA,NA,NA,NA
headache,68,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Headache,"1-Yes
0-No
9-Cannot assess",value,,,,headache,prism border cohort study all visits database through october 31st 2020::headache,dbl+lbl,0,NA,NA,0 to 9,3,NA,0,duplicated variable,http://purl.obolibrary.org/obo/HP_0002315,Headache,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
hduration,69,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Duration of headache,NA,variable,,,,hduration,prism border cohort study all visits database through october 31st 2020::hduration,dbl,-9,NA,NA,-9 to 7,7,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000159,Headache duration (days),11,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
jointpains,70,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Joint pains,"1-Yes
0-No
9-Cannot assess",value,,,,jointpains,prism border cohort study all visits database through october 31st 2020::jointpains,dbl+lbl,0,NA,NA,0 to 9,3,NA,0,duplicated variable,http://purl.obolibrary.org/obo/SYMP_0000064,Joint pains,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
djointpains,71,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Duration of joint pains,NA,variable,,,,djointpains,prism border cohort study all visits database through october 31st 2020::djointpains,dbl,-9,NA,NA,-9 to 14,8,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000161,Joint pains duration (days),13,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
muscleaches,72,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Muscle aches,"1-Yes
0-No
9-Cannot assess",value,,,,muscleaches,prism border cohort study all visits database through october 31st 2020::muscleaches,dbl+lbl,0,NA,NA,0 to 9,3,NA,0,duplicated variable,http://purl.obolibrary.org/obo/HP_0003326,Muscle aches,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
mduration,73,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Duration of muscle aches,NA,variable,,,,mduration,prism border cohort study all visits database through october 31st 2020::mduration,dbl,-9,NA,NA,-9 to 4,4,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000162,Muscle aches duration (days),14,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
seizure,74,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Seizures,"1-Yes
0-No
9-Cannot assess",value,,,,seizure,prism border cohort study all visits database through october 31st 2020::seizure,dbl+lbl,0,NA,NA,0 to 9,2,NA,0,duplicated variable,http://purl.obolibrary.org/obo/SYMP_0000124,Seizures,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
sduration,75,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Duration of seizures,NA,variable,,,,sduration,prism border cohort study all visits database through october 31st 2020::sduration,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000163,Seizures duration (days),15,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
labalgorithm,76,prism border cohort study all visits database through october 31st 2020,discard,"A thick smear, filter paper, WB qPCR (2 aliquots), and WB RNA Protect (3 aliquots) were always collected.",Sample,Which laboratory tests done,"1 - Routine ( 2-4 kg)
 2 - Routine ( >= 5 kg,  Yes PBMC, no positive qpcr  ...)
 3 - Routine ( >=5 kg,   Yes PBMC, Yes Positive qpcr, no membrane feeding ….)
 4 - Routine ( >=5 kg,   Yes PBMC, Yes Positive qpcr, Yes membrane feeding.. )
 5 - Routine ( 5-7 kg,    No PBMC, No positive qpcr )
 6 - Routine ( 5-7 kg ,   No PBMC, Yes Positive qpcr, No membrane feeding...)
 7 - Routine ( 5-7 kg ,   No PBMC, Yes Positive qpcr, Yes membrane feeding.. )
 8 - Routine ( >= 8 kg,  No PBMC, No positive qpcr  )
 9 - Routine ( >= 8 kg,  No PBMC, Yes Positive qpcr, No membrane feeding... )
10-Routine  ( >= 8 kg,  No PBMC, Yes Positive qpcr, Yes membrane feeding )                    11 - Non-routine ( 2-4 kg) 
12 - Non-routine ( >= 5 kg, yes malaria previously ..)
13 - Non-routine ( >= 5 kg , no malaria, yes membrane feeding, no parasite culture)
14 - Non-routine ( >= 5 kg, no malaria,   no membrane feeding, yes parasite culture)
15 - Non-routine ( >= 5 kg, no malaria, yes membrane feeding, yes parasite culture)",variable,,,,labalgorithm,prism border cohort study all visits database through october 31st 2020::labalgorithm,dbl+lbl,10,NA,NA,1 to 99,11,NA,0,duplicated variable,http://purl.obolibrary.org/obo/OBI_0100051,Sample type,NA,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609
dx1code,77,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 1st diagnosis,NA,variable,,,,dx1code,prism border cohort study all visits database through october 31st 2020::dx1code,dbl,202,NA,NA,-9 to 397,49,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
dx2code,78,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 2nd diagnosis,NA,variable,,,,dx2code,prism border cohort study all visits database through october 31st 2020::dx2code,dbl,-9,NA,NA,-9 to 202,19,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
dx3code,79,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 3rd diagnosis,NA,variable,,,,dx3code,prism border cohort study all visits database through october 31st 2020::dx3code,dbl,-9,NA,NA,-9 to 183,3,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
dx4code,80,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 4th diagnosis,NA,variable,,,,dx4code,prism border cohort study all visits database through october 31st 2020::dx4code,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
dx5code,81,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 5th diagnosis,NA,variable,,,,dx5code,prism border cohort study all visits database through october 31st 2020::dx5code,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
dx6code,82,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 6th diagnosis,NA,variable,,,,dx6code,prism border cohort study all visits database through october 31st 2020::dx6code,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
dx7code,83,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 7th diagnosis,NA,variable,,,,dx7code,prism border cohort study all visits database through october 31st 2020::dx7code,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
dx8code,84,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 8th diagnosis,NA,variable,,,,dx8code,prism border cohort study all visits database through october 31st 2020::dx8code,dbl,-9,NA,NA,-9 to -9,1,NA,0.254746835,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
med1code,85,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 1st medication,NA,variable,,,,med1code,prism border cohort study all visits database through october 31st 2020::med1code,dbl,50,NA,NA,-9 to 284,44,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
med2code,86,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 2nd medication,NA,variable,,,,med2code,prism border cohort study all visits database through october 31st 2020::med2code,dbl,114,NA,NA,-9 to 253,27,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
med3code,87,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 3rd medication,NA,variable,,,,med3code,prism border cohort study all visits database through october 31st 2020::med3code,dbl,-9,NA,NA,-9 to 222,24,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
med4code,88,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 4th medication,NA,variable,,,,med4code,prism border cohort study all visits database through october 31st 2020::med4code,dbl,-9,NA,NA,-9 to 214,7,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
med5code,89,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 5th medication,NA,variable,,,,med5code,prism border cohort study all visits database through october 31st 2020::med5code,dbl,-9,NA,NA,-9 to 214,3,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
med6code,90,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 6th medication,NA,variable,,,,med6code,prism border cohort study all visits database through october 31st 2020::med6code,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
med7code,91,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 7th medication,NA,variable,,,,med7code,prism border cohort study all visits database through october 31st 2020::med7code,dbl,-9,NA,NA,-9 to -9,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
med8code,92,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Code 8th medication,NA,variable,,,,med8code,prism border cohort study all visits database through october 31st 2020::med8code,dbl,-9,NA,NA,-9 to -9,1,NA,0.254746835,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
malaria,93,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Malaria status,"1 - No Malaria diagnosed today
2 - Uncomplicated malaria > 14 days since last episode = AL
3 - Complicated malaria > 14 days since last episode = Quinine or IV artesunate
4 - Uncomplicated Malaria < = 14 days since treatment with AL = Quinine
5 - Complicated Malaria < = 14 days since treatment with AL = Quinine or  IV artesunate
6 - Uncomplicated Malaria < = 14 days since complicated malaria = Quinine + clindamycin
7 - Complicated Malaria < = 14 days since complicated malaria = Quinine + clindamycin
8 - Uncomplicated malaria during the 1st trimester of pregnancy = Quinine
9-  uncomplicated Malaria and < 5kg = Quinine",variable,,,,malaria,prism border cohort study all visits database through october 31st 2020::malaria,dbl+lbl,2,NA,NA,1 to 3,3,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000740,Malaria treatment,NA,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090
malariacat,94,prism border cohort study all visits database through october 31st 2020,discard,,Observation,Blood smear categories,,variable,,,,malariacat,prism border cohort study all visits database through october 31st 2020::malariacat,dbl+lbl,3,NA,NA,0 to 3,4,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000338,Malaria diagnosis and parasite status,10,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738
convulsions,95,prism border cohort study all visits database through october 31st 2020,discard,,Observation,danger signs: 1-2 convulsions,"1-Yes
0-No",value,,,,convulsions,prism border cohort study all visits database through october 31st 2020::convulsions,dbl+lbl,0,NA,NA,0 to 0,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0020006,1-2 convulsions over 24h,NA,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254
unabletosit,96,prism border cohort study all visits database through october 31st 2020,discard,,Observation,danger signs: unable to sit up,"1-Yes
0-No",value,,,,unabletosit,prism border cohort study all visits database through october 31st 2020::unabletosit,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0020192,Unable to sit,NA,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254
vomitingc,97,prism border cohort study all visits database through october 31st 2020,discard,,Observation,danger signs: vomiting everything,"1-Yes
0-No",value,,,,vomitingc,prism border cohort study all visits database through october 31st 2020::vomitingc,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0020202,Vomiting everything,NA,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254
unabletodrink,98,prism border cohort study all visits database through october 31st 2020,discard,,Observation,danger signs: unable to eat or drink anything,"1-Yes
0-No",value,,,,unabletodrink,prism border cohort study all visits database through october 31st 2020::unabletodrink,dbl+lbl,0,NA,NA,0 to 0,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0020191,Unable to breastfeed or drink,NA,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254
