"displayOrder","variable","dataFile","IRI","label","definition","category","parentLabel","parentIRI","termType","colOrder","codebookDescription","codebookValues","notesForOnt"
"","hh_06m::otherfuel","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0000023","Cooking fuel","The main type of fuel the household used for cooking.","Household","Dwelling facilities","","variable","","Specify other type of fuel used","String",""
"","hh_06m::othermme","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0000009","Wall material","Primary material of exterior walls.","Household","Dwelling characteristics","","variable","","Specify other material of the exterior walls","String",""
"","hh_06m::othermmf","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0000006","Floor material","Primary material of floors.","Household","Dwelling characteristics","","variable","","Specify other material of the floor","String",""
"","hh_06m::othermmr","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0000003","Roof material","Primary material of the roof.","Household","Dwelling characteristics","","variable","","Specify other material of the roof","String",""
"","hh_06m::othermth","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0020217","Transit to health facility","Method of transit used to reach the nearest health facility.","Household","Dwelling environment","","variable","","Specify other means of transport to the health facility","String",""
"","hh_06m::otherrgs","hh_06m","new IRI","Reason refused IRS","Main reason the household did not grant permission for indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes.","Household","Household vector intervention","","variable","","Specify other reasons for not granting permission to spray the interior walls of your dwelling against mosquitoes","String","new term, suggested parent = Household vector intervention"
"","hh_06m::otherscs","hh_06m","http://purl.obolibrary.org/obo/ENVO_00003064","Drinking water source","Main source of drinking water for members of the household.","Household","Household","","variable","","Specify other source of water","String",""
"","hh_06m::pspray","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0020224","Asked permission for IRS in last 12 months","Whether anyone asked the household to grant permission for indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes during the previous 12 months.","Household","Household vector intervention","","variable","","At any time in the past 12 months, has anyone asked permission to come into your dwelling to spray the interior walls against mosquitoes?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_06m::radio","hh_06m","http://purl.obolibrary.org/obo/ENVO_01000577","Radio","Whether the household had a radio.","Household","Assets","","value","","Radio","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_06m::receivenet","hh_06m","new IRI","UCC LLIN received","Whether the household received one or more long-lasting insecticide-treated bednets (LLINs) during the 2016-2017 Universal Coverage Campaign (UCC) led by the Ministry of Health.","Household","Universal Coverage Campaign","","variable","","Bednets were distributed in your community on <<Dates >>Did you receive one or more bednets in the recent net campaign (Universal Coverage Campaign) led by the Ministry of Health?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer","new term, suggested parent = Universal Coverage Campaign (new parent category)"
"","hh_06m::region","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0000452","Region","Because of vectors and suspected differences in insecticide resistance patterns, randomization of intervention assignment was stratified by region. 66 health sub-districts were in Western regions and 38 in Eastern regions, representing approximately half of the country.","Household","Geographic location","","variable","","","",""
"","hh_06m::rgspray","hh_06m","new IRI","Reason refused IRS","Main reason the household did not grant permission for indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes.","Household","Household vector intervention","","variable","","What was the primary reason that you did not grant permission to spray the interior walls of your dwelling against mosquitoes? DO NOT PROMPT.","1 - had a sick person/baby, 2 - spraying not effective against mosquitoes, 3 - spraying chemicals are harmful, 4 - someone in the house was pregnant, 96 - other, -7: Don't know, -8: Refused to answer","new term, suggested parent = Household vector intervention"
"","hh_06m::scooter","hh_06m","http://purl.obolibrary.org/obo/ENVO_01000615","Motorcycle or scooter","Whether any member of the household owned or had access to a motorcycle or motor-scooter.","Household","Assets","","value","","A motorcycle or motor scooter?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_06m::scrairbricks","hh_06m","new IRI","Screened air bricks","If there were air bricks, whether there were screens over the air bricks.","Household","Dwelling characteristics","","variable","","Screens over airbricks?","1 = Yes, 2 = No, 8 = Don’t know","new term, suggested parent = Dwelling characteristics"
"","hh_06m::sdoors","hh_06m","new IRI","Screened external doors","Whether external doors were screened.","Household","Dwelling characteristics","","variable","","Screened external doors?","1 = Yes, 2 = No, 8 = Don’t know","new term, suggested parent = Dwelling characteristics"
"","hh_06m::senergy","hh_06m","http://purl.obolibrary.org/obo/OBI_0400065","Lighting source","Main source of artificial lighting for the household.","Household","Dwelling facilities","","variable","","What is the main source of energy for lighting in the household?","1 - electricity, 2 - solar, 3 - gas, 4 - paraffin - hurricane lamp, 5 - paraffin - pressure lamp, 6 - paraffin - wick lamp, 7 - firewood, 8 - candles, 9 - torch/battery powered lamp, 96 - other, -8: Refused to answer",""
"","hh_06m::smartphone","hh_06m","new IRI","Smartphone","Whether any member of the household owned or had access to a smartphone.","Household","Assets","","value","","Smartphone","1 - Yes, 0 - No","new term, suggested parent = Assets"
"","hh_06m::sofa","hh_06m","http://purl.obolibrary.org/obo/ENVO_01000588","Sofa","Whether the household had a sofa set.","Household","Assets","","value","","Sofa set","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_06m::spray","hh_06m","new IRI","Insecticide last night","Whether the household sprayed any insecticide inside of the dwelling last night.","Household","Household vector intervention","","variable","","Did you spray any insecticide in the house last night?","1 = Yes, 2 = No, 8 = Don’t know, 9 = Refused to answer, -9=Skipped","new term, suggested parent = Household vector intervention"
"","hh_06m::spraycat","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0020250","Sprayed in the last 12 months categorization","Categorization of when indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes occurred in the past 12 months.","Household","Household vector intervention","","variable","","IRS in the prior 12 months","",""
"","hh_06m::subregions","hh_06m","new IRI","Sub-region","","Household","Geographic location","","variable, derived","","5 subregions","","new term, suggested parent = Geographic location"
"","hh_06m::survey","hh_06m","new IRI","Study timepoint for household assessment","Cross-sectional surveys were conducted at baseline (prior to distribution of long-lasting insecticide-treated bednets (LLINs) and at 6 months, 12 months, and 18 months after LLIN distribution.","Household","Household","","variable","","Survey round","1 – Baseline, 2 – 6-month, 3 – 12-month, 4 – 18-24 months 
","new term, suggested parent = Household"
"","hh_06m::swater","hh_06m","http://purl.obolibrary.org/obo/ENVO_00003064","Drinking water source","Main source of drinking water for members of the household.","Household","Household","","variable","","What is the main source of drinking water for members of your household?","10 - borehole, 11 - pipe into dwelling, 12 - piped into yard/compound, 13 - public tap, 21 - open well in yard/compound, 22 - open public well, 31 - protected well in yard/compound, 32 - protected public well, 41 - protected spring, 42 - unprotected spring, 43 - river/stream, 44 - pond/lake, 45 - dam, 51 - rainwater, 61 - water truck, 71 - bottled water, 96 - other, -8: Refused to answer",""
"","hh_06m::tablet","hh_06m","new IRI","Tablet computer","Whether any member of the household owned or had access to a tablet computer.","Household","Assets","","value","","Tablet","1 - Yes, 0 - No","new term, suggested parent = Assets"
"","hh_06m::tble","hh_06m","http://purl.obolibrary.org/obo/ENVO_01000584","Table","Whether the household had a table.","Household","Assets","","value","","Table ","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_06m::tfaclty","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0000335","Human waste facilities","Main kind of toilet facilities used by the household.","Household","Waste disposal","","variable","","What kind of toilet facility do members of your household usually use?","1 - flush toilet, 2 - vip latrine, 3 - covered pit latrine no slab, 4 - covered pit latrine w/slab, 5 - uncovered pit latrine no slab, 6 - uncovered pit latrine w/slab, 7 - composting  toilet, 8 - no facility/bush/field, 96 - other, -8: Refused to answer",""
"","hh_06m::tspray","hh_06m","new IRI","Months since last IRS","Number of months since indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes last occurred.","Household","Household vector intervention","","variable","","How many months ago was the dwelling last sprayed? If less than 1 month, enter 0","0-12, -8: Refused to answer","new term, suggested parent = Household vector intervention"
"","hh_06m::tv","hh_06m","http://purl.obolibrary.org/obo/ENVO_01000579","Television","Whether the household had a television.","Household","Assets","","value","","Television","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_06m::unfedfunestus","hh_06m","http://purl.obolibrary.org/obo/EUPATH_0000204","Unfed Anopheles funestus count","Number of unfed Anopheles funestus mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.","Entomology","Anopheles funestus results","","variable","","","",""
