overallOrder,variable,dataFile,keepDiscard,IRI,label,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag
267,specdate3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Specimen analysis date,NA,,,,yyyy-mm-dd (Enter 1911-11-11 if unknown.),specdate3r,chr,NA,date?,NA,n/a,n/a,,0,1,no data
268,userid3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,ICEMR user ID,NA,,,,Enter your user ID for logging into REDCap; use all lower case letters.,userid3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
269,thicksmid3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Thick Blood Smear ID,NA,,,,Enter -8 if missing. Enter -9 if not done.,thicksmid3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
270,thicksmres3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,What is the thick blood smear result?,"0, Negative | 1, Positive | -9, Not done",,,,NA,thicksmres3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
271,thicksmres3sp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If not done, specify the reason ","0, Sample missing | 1, Sample damaged | 2, Smear not well prepared | 3, Other",,,,NA,thicksmres3sp,chr,NA,NA,NA,n/a,n/a,,0,1,no data
272,thicksmres3spo,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If other, specify",NA,,,,NA,thicksmres3spo,chr,NA,NA,NA,n/a,n/a,,0,1,no data
273,thicksmwbc3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If positive, is the result based on 200 or 100 WBC?","2, 200 WBC | 1, 100 WBC | -9, Not done",,,,NA,thicksmwbc3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
274,thicksmpara3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If positive, how many parasites per 200 WBC?",NA,,,,"parasites/200 WBC (Do not enter 0 = NPS, this field is only for positive results. Enter -6 = too many parasites to read; -8 = missing.)",thicksmpara3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
275,thicksmpd3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Parasite density,[thicksmpara3r]*40,,,,parasites/uL (Enter -6 if too many parasites to read. Enter -8 if missing.),thicksmpd3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
276,thicksm100para3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If positive, how many parasites per 100 WBC?",NA,,,,"parasites/100 WBC (Do not enter 0 = NPS, this field is only for positive results. Enter -6 = too many parasites to read; -8 = missing.)",thicksm100para3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
277,thicksm100pd3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Parasite density,[thicksm100para1r]*80,,,,parasites/uL,thicksm100pd3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
278,thinsmid3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Thin Blood Smear ID,NA,,,,Enter -8 if missing. Enter -9 if not done.,thinsmid3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
279,thinsmpd3r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,What is the thin blood smear result?,NA,,,,/500 RBCs (Enter -8 if missing. Enter -9 if not done.),thinsmpd3r,chr,NA,NA,NA,n/a,n/a,,0,1,no data
280,thinsmres3sp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If not done, specify the reason","0, Sample missing | 1, Sample damaged | 2, Smear not well prepared | 3, Other",,,,NA,thinsmres3sp,chr,NA,NA,NA,n/a,n/a,,0,1,no data
281,thinsmres3spo,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If other, specify",NA,,,,NA,thinsmres3spo,chr,NA,NA,NA,n/a,n/a,,0,1,no data
282,comm_mlm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Comments,NA,,,,NA,comm_mlm,chr,NA,NA,NA,n/a,n/a,,0,1,no data
283,molecular_laboratory_microscopy_form_complete,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,NA,NA,,,What do the values mean? Should we load this?,NA,molecular_laboratory_microscopy_form_complete,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
284,culexm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of male <i>Culex</i>,NA,,,,xxx,culexm,chr,2,NA,NA,n/a,n/a,>10 unique values,29,0.948025844,NA
285,culexf,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of female <i>Culex</i>,NA,,,,xxx,culexf,chr,0,NA,NA,n/a,n/a,>10 unique values,38,0.948025844,NA
286,anom,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of male <i>Anopheles</i>,NA,,,,xxx,anom,chr,0,NA,NA,n/a,n/a,", 0, 1, 2",3,0.948025844,NA
287,anof,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of female <i>Anopheles</i>,NA,,,,xxx,anof,chr,0,NA,NA,n/a,n/a,", 0, 1, 10, 2, 3, 4, 5",7,0.948097631,NA
288,aedesm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of male <i>Aedes</i>,NA,,,,xxx,aedesm,chr,0,NA,NA,n/a,n/a,", 0",1,0.948097631,NA
289,aedesf,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of female <i>Aedes</i>,NA,,,,xxx,aedesf,chr,0,NA,NA,n/a,n/a,", 0",1,0.948097631,NA
290,anot,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Total number of male and female <i>Anopheles</i> mosquitoes in the petri dish,[anom]+[anof],,,,xxxx,anot,chr,0,NA,NA,n/a,n/a,", 0, 1, 10, 2, 3, 4, 6, 7",8,0.948169419,NA
291,most,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Total count of all male and female mosquitoes in the petri dish,[culexm]+[culexf]+[anom]+[anof]+[aedesm]+[aedesf],,,,xxxx,most,chr,2,NA,NA,n/a,n/a,>10 unique values,49,0.948241206,NA
292,anom1id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Male #1: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom1id,chr,3ABP,NA,NA,n/a,n/a,>10 unique values,11,0.999210337,NA
293,anom1morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Male #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom1morph,chr,2,NA,NA,n/a,n/a,", 2",1,0.999066762,NA
294,anom1morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #1: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom1morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
295,anom2id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Male #2: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom2id,chr,3ABQ,NA,NA,n/a,n/a,", 3ABQ, 6HAR, 6HFH, A11A",4,0.99971285,NA
296,anom2morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Male #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom2morph,chr,2,NA,NA,n/a,n/a,", 2",1,0.99971285,NA
297,anom2morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #2: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom2morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
298,anom3id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #3: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom3id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
299,anom3morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #3: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom3morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
300,anom3morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #3: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom3morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
301,anom4id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #4: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom4id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
302,anom4morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #4: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom4morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
303,anom4morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #4: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom4morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
304,anom5id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #5: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom5id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
305,anom5morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #5: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom5morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
306,anom5morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #5: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom5morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
307,anom6id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #6: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom6id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
308,anom6morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #6: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom6morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
309,anom6morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #6: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom6morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
310,anom7id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #7: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom7id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
311,anom7morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #7: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom7morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
312,anom7morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #7: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom7morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
313,anom8id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #8: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom8id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
314,anom8morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #8: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom8morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
315,anom8morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #8: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom8morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
316,anom9id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #9: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom9id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
317,anom9morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #9: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom9morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
318,anom9morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #9: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom9morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
319,anom10id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #10: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom10id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
320,anom10morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #10: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom10morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
321,anom10morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #10: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom10morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
322,anom11id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #11: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom11id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
323,anom11morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #11: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom11morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
324,anom11morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #11: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom11morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
325,anom12id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #12: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom12id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
326,anom12morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #12: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom12morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
327,anom12morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #12: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom12morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
328,anom13id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #13: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom13id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
329,anom13morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #13: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom13morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
330,anom13morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #13: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom13morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
331,anom14id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #45: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom14id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
332,anom14morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #14: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom14morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
333,anom14morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #14: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom14morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
334,anom15id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #15: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom15id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
335,anom15morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #15: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom15morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
336,anom15morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #15: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom15morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
337,anom16id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #16: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom16id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
338,anom16morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #16: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom16morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
339,anom16morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #16: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom16morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
340,anom17id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #17: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom17id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
341,anom17morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #17: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom17morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
342,anom17morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #17: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom17morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
343,anom18id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #18: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom18id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
344,anom18morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #18: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom18morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
345,anom18morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #18: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom18morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
346,anom19id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #19: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom19id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
347,anom19morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #19: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom19morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
348,anom19morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #19: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom19morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
349,anom20id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #20: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom20id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
350,anom20morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #20: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom20morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
351,anom20morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #20: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom20morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
352,anom21id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #21: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom21id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
353,anom21morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #21: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom21morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
354,anom21morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #21: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom21morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
355,anom22id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #22: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom22id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
356,anom22morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #22: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom22morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
357,anom22morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #22: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom22morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
358,anom23id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #23: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom23id,chr,NA,NA,NA,n/a,n/a,,0,1,no data
359,anom23morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #23: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom23morph,chr,NA,NA,NA,n/a,n/a,,0,1,no data
360,anom23morphsp1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #23: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom23morphsp1,chr,NA,NA,NA,n/a,n/a,,0,1,no data
