"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0038530","Disseminated intravascular coagulation","14","form08b::dic | form08a::dic","form08b | form08a","DIC","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038531","Heart failure","16","form08b::heartfailure | form08a::heartfailure","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038532","Hyperbilirubinemia, acute bilirubin encephalopathy","15","form08b::hyperbilirubinemiaacutebilirubinencephalopathyabe | form08a::hyperbilirubinemiaacutebilirubinencephalopathyabe","form08a | form08b","ABE","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038533","Hypothermia","19","form08b::hypothermiaorcoldinjurysyndrome | form08a::hypothermiaorcoldinjurysyndrome","form08a | form08b","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038534","Intraventricular hemorrhage","2","form08b::intraventricularhaemorrageivh | form08a::intraventricularhaemorrageivh","form08a | form08b","IVH","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038535","Meconium aspiration syndrome","12","form08b::meconomiumaspirationsyndrome | form08a::meconomiumaspirationsyndrome","form08a | form08b","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038536","Meningitis","7","form08a::meningitis | form08b::meningitis","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038537","Necrotizing enterocolitis","5","form08a::necrotizingenterocolitisnec | form08b::necrotizingenterocolitisnec","form08b | form08a","NEC","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038538","Other","10","form08b::otherfindings11 | form08a::otherfindings11","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","Other findings in autopsy","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038539","Perinatal asphyxia with multiple organ involvement","3","form08b::perinatalasphyxiawithmultipleorganinvolvementhie | form08a::perinatalasphyxiawithmultipleorganinvolvementhie","form08b | form08a","Hypoxic ischemic encephalopathy (HIE)","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038540","Pneumonia","6","form08b::pneumonia | form08a::pneumonia","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038541","Pulmonary hemorrhage","11","form08b::pulmonaryhemorrhage | form08a::pulmonaryhemorrhage","form08a | form08b","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038542","Renal failure","17","form08a::renalfailure | form08b::renalfailure","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038543","Respiratory distress syndrome","1","form08b::respiratorydistresssyndromerds | form08a::respiratorydistresssyndromerds","form08b | form08a","RDS","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038544","Sepsis","5","form08b::sepsis | form08a::sepsis","form08a | form08b","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038545","Traumatic injury","18","form08b::traumaticinjury | form08a::traumaticinjury","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038678","Ampicillin","1","form04::ampicillin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038681","Cefotaxime","4","form04::cephotaxime","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038682","Ceftazidime","5","form04::cephtazidime","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038680","Ceftriaxone","3","form04::cephtriaxone","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038684","Cloxacillin","7","form04::cloxacillin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038679","Gentamicin","2","form04::gentamicin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038685","Metronidazole","8","form04::metronidazole","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0025099","Other","9","form04::ifother","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038683","Vancomycin","6","form04::vancomycin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication","http://purl.obolibrary.org/obo/EUPATH_0025092","Antibiotics given","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038690","Ampicillin","1","form04::stoppedampicillin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038693","Cefotaxime","4","form04::stoppedcephotaxime","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038694","Ceftazidime","5","form04::stoppedcephtazidime","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038692","Ceftriaxone","3","form04::stoppedcephtriaxone","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038696","Cloxacillin","7","form04::stoppedcloxacillin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038691","Gentamicin","2","form04::stoppedgentamicin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038697","Metronidazole","8","form04::stoppedmetronidazole","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038698","Other","9","form04::stoppedifother","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038695","Vancomycin","6","form04::stoppedvancomycin","form04","Assessed daily for infants admitted to the NICU","Observation","Medication discontinued","http://purl.obolibrary.org/obo/EUPATH_0038689","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038100","Dexamethasone","1","form02_long::dexamethasonegivenforfetallungmaturation","form02_long","Dexamethasone given for fetal lung maturation. Asked at enrollment","Observation","Medications before delivery","http://purl.obolibrary.org/obo/EUPATH_0038099","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038105","Diazepam","3","form02_long::diazepam","form02_long","Asked at enrollment","Observation","Medications before delivery","http://purl.obolibrary.org/obo/EUPATH_0038099","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038104","Magnesium sulfate","2","form02_long::magnesiumsulfate","form02_long","Asked at enrollment","Observation","Medications before delivery","http://purl.obolibrary.org/obo/EUPATH_0038099","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038107","Other","5","form02_long::othermedication","form02_long","Asked at enrollment","Observation","Medications before delivery","http://purl.obolibrary.org/obo/EUPATH_0038099","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038106","Pethidine","4","form02_long::pethidine","form02_long","Asked at enrollment","Observation","Medications before delivery","http://purl.obolibrary.org/obo/EUPATH_0038099","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038546","Edema of the parenchyma with accumulation of inflammatory cells in peri-vascular spaces","1","form08b::edemaoftheparenchymawiththeaccumulationofinflammatorycellsinthep | form08a::edemaoftheparenchymawiththeaccumulationofinflammatorycellsinthep","form08a | form08b","","Observation","Meningitis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038412","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038547","Inflammatory exudate comprised primarily of polymorphonuclear leukocytes","2","form08b::thecloseinviewoftheexudaterevealsthattheinflammatoryexudateiscom | form08a::thecloseinviewoftheexudaterevealsthattheinflammatoryexudateiscom","form08b | form08a","","Observation","Meningitis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038412","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038548","Other","4","form08a::otherfindings5 | form08b::otherfindings5","form08b | form08a","","Observation","Meningitis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038412","Other findings of meningitis","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038549","Suppurative meningitis with inflammatory signs of meninges","3","form08a::suppurativemeningitiswithinflammatorysignsofthemeninges | form08b::suppurativemeningitiswithinflammatorysignsofthemeninges","form08a | form08b","","Observation","Meningitis autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038412","","","value","","","",""
