variable	variable2	values	mappedTerm	ordinalValue
form01::ballardneuromuscularmaturityscore	form01::ballardneuromuscularmaturityscore	na	:::UNDEF:::
form03b::n651specify	form03b::n651specify	platelet 54000	PLT 54000
form03b::n651specify	form03b::n651specify	platelet 54000, WBC 13800, Nent 85.1%	PLT 54000, WBC 13800, Nent 85.1%
form03b::n651specify	form03b::n651specify	Platelet 64000	PLT 64000
form03b::n651specify	form03b::n651specify	platelet 72000	PLT 72000
form03b::n651specify	form03b::n651specify	platelet 78000	PLT 78000
form03b::n651specify	form03b::n651specify	Platelet decrease	PLT decreased
form03b::n651specify	form03b::n651specify	platlet (92000)	PLT (92000)
form03b::n651specify	form03b::n651specify	Platlet 44000	
form03b::n651specify	form03b::n651specify	Platlet 54	PLT 54
form03b::n651specify	form03b::n651specify	Platlet 74000, ANC 2700	PLT 74000, ANC 2700
form03b::n651specify	form03b::n651specify	Platlet cours -87000	PLT 87000
form03b::n651specify	form03b::n651specify	Platlet decrease	PLT decreased
form03b::n651specify	form03b::n651specify	platlet-14	PLT 14
form03b::n651specify	form03b::n651specify	Plattef and 176000	PLT 176000
form03b::n651specify	form03b::n651specify	Plet 192x103	PLT 192x103
form03b::n651specify	form03b::n651specify	Plet 84000, HCT 65.9%	PLT 84000, HCT 65.9%
form03b::n651specify	form03b::n651specify	Pletel 12000	PLT 12000
form03b::n651specify	form03b::n651specify	Pletelet	PLT
form03b::n651specify	form03b::n651specify	pletelet 24000	PLT 24000
form03b::n651specify	form03b::n651specify	pletlet (90000) HCT 66.7%, manual HCT 74%	PLT 90000, HCT 66.7%, manual HCT 74%
form03b::n651specify	form03b::n651specify	PLI-25	PLI 25
form03b::n651specify	form03b::n651specify	PLT	PLT
form03b::n651specify	form03b::n651specify	PLT - 170, HCT - 49	PLT 170, HCT 49
form03b::n651specify	form03b::n651specify	PLT & RBC	PLT & RBC
form03b::n651specify	form03b::n651specify	PLT 117000	PLT 117000
form03b::n651specify	form03b::n651specify	PLT 34000	PLT 34000
form03b::n651specify	form03b::n651specify	PLT 39*10^3	PLT 39*10^3
form03b::n651specify	form03b::n651specify	PLT 40000	PLT 40000
form03b::n651specify	form03b::n651specify	Plt 44*10^3	PLT 44*10^3
form03b::n651specify	form03b::n651specify	Plt 67*10'3	PLT 67*10'3
form03b::n651specify	form03b::n651specify	PLT 70000	PLT 70000
form03b::n651specify	form03b::n651specify	PLT 74000000	PLT 74000000
form03b::n651specify	form03b::n651specify	PLT decrease	PLT decreased
form03b::n651specify	form03b::n651specify	PLT decrease 42	PLT decrease 42
form03b::n651specify	form03b::n651specify	PLT decrease-80	PLT decrease 80
form03b::n651specify	form03b::n651specify	PLT low	Low PLT
form03b::n651specify	form03b::n651specify	PLT-	PLT 
form03b::n651specify	form03b::n651specify	PLT- 38000,HCT -42%	PLT 38000, HCT 42%
form03b::n651specify	form03b::n651specify	PLT- 88x10000 ANC=11400	PLT 88x10000 ANC 11400
form03b::n651specify	form03b::n651specify	PLT-123	PLT 123
form03b::n651specify	form03b::n651specify	PLT-126	PLT 126
form03b::n651specify	form03b::n651specify	PLT-14	PLT 14
form03b::n651specify	form03b::n651specify	PLT-15	PLT 15
form03b::n651specify	form03b::n651specify	PLT-20	PLT 20
form03b::n651specify	form03b::n651specify	PLT-28	PLT 28
form03b::n651specify	form03b::n651specify	PLT-29 decrease	PLT 29 decrease
form03b::n651specify	form03b::n651specify	PLT-30	PLT 30
form03b::n651specify	form03b::n651specify	PLT-377	PLT 377
form03b::n651specify	form03b::n651specify	PLT-40	PLT 40
form03b::n651specify	form03b::n651specify	PLT-400	PLT 400
form03b::n651specify	form03b::n651specify	plt-42*10	PLT 42*10
form03b::n651specify	form03b::n651specify	PLT-465	PLT 465
form03b::n651specify	form03b::n651specify	PLT-50	PLT 50
form03b::n651specify	form03b::n651specify	PLT-54decrease	PLT 54decrease
form03b::n651specify	form03b::n651specify	Plt-58.00trombocytopenia	PLT 58.00trombocytopenia
form03b::n651specify	form03b::n651specify	PLT-58000	PLT 58000
form03b::n651specify	form03b::n651specify	PLT-6	PLT 6
form03b::n651specify	form03b::n651specify	PLT-62*10^3	PLT 62*10^3
form03b::n651specify	form03b::n651specify	PLT-63000	PLT 63000
form03b::n651specify	form03b::n651specify	PLT-7 Decrease	PLT 7 Decrease
form03b::n651specify	form03b::n651specify	PLT-75	PLT 75
form03b::n651specify	form03b::n651specify	PLT-8 decrease	PLT 8 decreased
form03b::n651specify	form03b::n651specify	PLT-81	PLT 81
form03b::n651specify	form03b::n651specify	Plt-85000,Thrombocytopena	PLT 85000,Thrombocytopena
form03b::n651specify	form03b::n651specify	PLT-89000	PLT 89000
form03b::n651specify	form03b::n651specify	PLT-98	PLT 98
form03b::n651specify	form03b::n651specify	PLT-decrease	PLT decreased
form03b::n651specify	form03b::n651specify	PLT-decrease 28	PLT decrease 28
form03b::n651specify	form03b::n651specify	PLT-increase 56.6	PLT increase 56.6
form03b::n651specify	form03b::n651specify	Plt-Low 88*10^3	Low PLT 88*10^3
form03b::n651specify	form03b::n651specify	Plt-t	PLT t
form03b::n651specify	form03b::n651specify	PLT:26*10^3	PLT:26*10^3
form03b::n651specify	form03b::n651specify	PLT= Decreased, M=63.9%	PLT Decreased, M 63.9%
form03b::n651specify	form03b::n651specify	PLT=116	PLT 116
form03b::n651specify	form03b::n651specify	PLt=127*10 3	PLT 127*10 3
form03b::n651specify	form03b::n651specify	plt=14*10 3	PLT 14*10 3
form03b::n651specify	form03b::n651specify	Plt=26*10^3	PLT 26*10^3
form03b::n651specify	form03b::n651specify	Plt=26x10+3	PLT 26x10+3
form03b::n651specify	form03b::n651specify	plt=34,000	PLT 34,000
form03b::n651specify	form03b::n651specify	Plt=40,000	PLT 40,000
form03b::n651specify	form03b::n651specify	Plt=44*10^3	PLT 44*10^3
form03b::n651specify	form03b::n651specify	PLT=50 decrease	PLT 50 decreased
form03b::n651specify	form03b::n651specify	PLT=52*10^3 low	PLT 52*10^3 low
form03b::n651specify	form03b::n651specify	Plt=54x10+3	PLT 54x10+3
form03b::n651specify	form03b::n651specify	Plt=55*10*3	PLT 55*10*3
form03b::n651specify	form03b::n651specify	PLt=57*10 3	PLT 57*10 3
form03b::n651specify	form03b::n651specify	PLT=58000,HCT=66.6	PLT 58000, HCT 66.6%
form03b::n651specify	form03b::n651specify	Plt=61x10+3	PLT 61x10+3
form03b::n651specify	form03b::n651specify	PLT=63decrease	PLT 63 decreased
form03b::n651specify	form03b::n651specify	PLT=66.000	PLT 66.000
form03b::n651specify	form03b::n651specify	plt=67*10^3	PLT 67*10^3
form03b::n651specify	form03b::n651specify	plt=67x10+3	PLT 67x10+3
form03b::n651specify	form03b::n651specify	plt=68*10*3	PLT 68*10*3
form03b::n651specify	form03b::n651specify	PLT=68*10^3 Trombocytopenia	PLT 68*10^3 Trombocytopenia
form03b::n651specify	form03b::n651specify	Plt=75,000	PLT 75,000
form03b::n651specify	form03b::n651specify	Plt=75000-low	PLT 75000 low
form03b::n651specify	form03b::n651specify	PLT=78/10^3	PLT 78/10^3
form03b::n651specify	form03b::n651specify	PLT=81	PLT 81
form03b::n651specify	form03b::n651specify	PLT=86*10^3	PLT 86*10^3
form03b::n651specify	form03b::n651specify	Plt=86000	PLT 86000
form03b::n651specify	form03b::n651specify	PLT=95	PLT 95
form03b::n651specify	form03b::n651specify	PLT93	PLT93
form03b::n651specify	form03b::n651specify	Pltv92*10^3	PLTv92*10^3
form03b::n651specify	form03b::n651specify	Polyagtherlin	Polyagtherlin
form03b::n651specify	form03b::n651specify	polyceym	polyceym
form03b::n651specify	form03b::n651specify	polyclymin	polyclymin
form03b::n651specify	form03b::n651specify	Polyculemie	Polyculemie
form03b::n651specify	form03b::n651specify	Polycytemi HCt-68.8,Hgb=23,WBC=45*10^3,N=30%,L=66%	Polycytemi HCT 68.8,Hgb 23,WBC 45*10^3,N 30%,L 66%
form03b::n651specify	form03b::n651specify	Polycytenia hct=65.2%,hg=21.3gm/dl	Polycytenia HCT 65.2%,hg 21.3gm/dl
form03b::n651specify	form03b::n651specify	polycythemia	Polycythemia
form03b::n651specify	form03b::n651specify	polycythemia (66 %), leukopemia (7900)	polycythemia (66%), leukopemia (7900)
form03b::n651specify	form03b::n651specify	polycythemia,HCT=68%	HCT 68%, polycythemia
form03b::n651specify	form03b::n651specify	Polycythemic, Hct-74.7	Polycythemic, HCT 74.7
form03b::n651specify	form03b::n651specify	Polycythemio	Polycythemio
form03b::n651specify	form03b::n651specify	Polycythene HCT-65	Polycythene HCT 65
form03b::n651specify	form03b::n651specify	Polycytherlne HCT=65.6	Polycytherlne HCT 65.6
form03b::n651specify	form03b::n651specify	polycytherme	polycytherme
form03b::n651specify	form03b::n651specify	Polycythermia	Polycythemia
form03b::n651specify	form03b::n651specify	Polycythoric ,Hct=66%,Hgh=22.8%,Wbc=11*10^3,New=66%	Polycythoric ,HCT 66%,Hgh 22.8%,Wbc 11*10^3,New 66%
form03b::n651specify	form03b::n651specify	Polycytnerue HCT=68%,byh=23.8,Pet=22*10^3	Polycytnerue HCT 68%,byh 23.8,Pet 22*10^3
form03b::n651specify	form03b::n651specify	Raise	Raise
form03b::n651specify	form03b::n651specify	RBC ,Hgb-28.4	RBC ,Hgb 28.4
form03b::n651specify	form03b::n651specify	RBC Hgb &HCT Decrease	RBC Hgb &HCT Decrease
form03b::n651specify	form03b::n651specify	RBC-0.16, HAB-6.2, HCT-1.7, PLT-8	RBC 0.16, HAB 6.2, HCT 1.7, PLT 8
form03b::n651specify	form03b::n651specify	RBC-0.2,HGB-8.9,HCT-3.1	RBC 0.2,HGB 8.9,HCT 3.1
form03b::n651specify	form03b::n651specify	RBC-2.55,HGB=9.5,HCT-27.1	RBC 2.55,HGB 9.5,HCT 27.1
form03b::n651specify	form03b::n651specify	RBC-2.75,HMG-9.9,HCT-28.4	RBC 2.75,HMG 9.9,HCT 28.4
form03b::n651specify	form03b::n651specify	RBC-2.91,HCB-11.6,PLT-152	RBC 2.91,HCB 11.6,PLT 152
form03b::n651specify	form03b::n651specify	RBC-6.02,HCB-23,HCT-59, PLC-62	RBC 6.02,HCB 23,HCT 59, PLC 62
form03b::n651specify	form03b::n651specify	RBC-642, Low plafelaye 36.4	RBC 642, Low plafelaye 36.4
form03b::n651specify	form03b::n651specify	RBC-decrease,Hab-10.8,PLT-decrease	RBC decrease,Hab 10.8,PLT decrease
form03b::n651specify	form03b::n651specify	RBC=1.93,HCT=22.2%	RBC 1.93,HCT 22.2%
form03b::n651specify	form03b::n651specify	Rct=67*10^3 WBC=17*10^3 Nav=55% hy=27%	Rct 67*10^3 WBC 17*10^3 Nav 55% hy 27%
form03b::n651specify	form03b::n651specify	Reactive	Reactive
form03b::n651specify	form03b::n651specify	Result not collected	Result not collected
form03b::n651specify	form03b::n651specify	Rolycythemie HCT=67.3, HGB=23.2	Rolycythemie HCT 67.3, HGB 23.2
form03b::n651specify	form03b::n651specify	TANC	TANC
form03b::n651specify	form03b::n651specify	Thanlocy topen(26*10 3)cels/mc	Thanlocy topen(26*10 3)cels/mc
form03b::n651specify	form03b::n651specify	Thembost tope-6000 Niukopeni -2400	Thembost tope 6000 Niukopeni 2400
form03b::n651specify	form03b::n651specify	Then cytopen 66000 Cel	Then cytopen 66000 Cel
form03b::n651specify	form03b::n651specify	Thnodocy to pen	Thnodocy to pen
form03b::n651specify	form03b::n651specify	Thombocytopenue	Thrombocytopenia
form03b::n651specify	form03b::n651specify	thombscytopeni 52*10^3	thombscytopeni 52*10^3
form03b::n651specify	form03b::n651specify	Thompoglopeno PEt=70*103	Thompoglopeno PEt 70*103
form03b::n651specify	form03b::n651specify	thorboytopenhe 30*10^3	thorboytopenhe 30*10^3
form03b::n651specify	form03b::n651specify	thorbscytopemo PET=93*10^3, ANC=83/6, Absolut neutropel coms	thorbscytopemo PET 93*10^3, ANC 83/6, Absolut neutropel coms
form03b::n651specify	form03b::n651specify	thorebocytopemu Pet=26*10^3 hypropenu 15%	thorebocytopemu Pet 26*10^3 hypropenu 15%
form03b::n651specify	form03b::n651specify	Thramadol ci to peni	Thramadol ci to peni
form03b::n651specify	form03b::n651specify	Throbocytopen 72*10^3	Throbocytopen 72*10^3
form03b::n651specify	form03b::n651specify	throbocytopenia	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Throm beytopenia 86*10^3,Meinia= hot 40	Throm beytopenia 86*10^3,Meinia hot 40
form03b::n651specify	form03b::n651specify	thrombcytopene pet=70*10^3	thrombcytopene pet 70*10^3
form03b::n651specify	form03b::n651specify	Thrombiocntopme	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Thromboastopen	Thromboastopen
form03b::n651specify	form03b::n651specify	Thromboctopenia, Hct-59000, Anc-1698	Thromboctopenia, HCT 59000, Anc 1698
form03b::n651specify	form03b::n651specify	Thrombocy topenia	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Thrombocytodemic	Thrombocytodemic
form03b::n651specify	form03b::n651specify	Thrombocytopcinia	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Thrombocytopeme 57*10^3	Thrombocytopeme 57*10^3
form03b::n651specify	form03b::n651specify	Thrombocytopemia	Thrombocytopenia
form03b::n651specify	form03b::n651specify	thrombocytopemia 63,000, Anemia (HCT) 21.6	thrombocytopemia 63,000, Anemia (HCT) 21.6
form03b::n651specify	form03b::n651specify	thrombocytopenia	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Thrombocytopenia-RFT-26.,HCT-41,Hgb-13	Thrombocytopenia RFT 26.,HCT 41,Hgb 13
form03b::n651specify	form03b::n651specify	thrombocytopenia,lucocytosis	Leukocytosis, thrombocytopenia
form03b::n651specify	form03b::n651specify	Thrombocytopenic	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Thrombocytopine (plotcet 3000)	Thrombocytopine (plotcet 3000)
form03b::n651specify	form03b::n651specify	Thrombocytopnia RCt-260 Hct-14 Hgb-13	Thrombocytopnia RCt 260 HCT 14 Hgb 13
form03b::n651specify	form03b::n651specify	Thrombocytopsis	Thrombocytosis
form03b::n651specify	form03b::n651specify	thrombology ropes	thrombology ropes
form03b::n651specify	form03b::n651specify	Thromboly topeiis	Thromboly topeiis
form03b::n651specify	form03b::n651specify	thromboscy topemia (plat 47000)dl	thromboscy topemia (plat 47000)dl
form03b::n651specify	form03b::n651specify	Thrombostos	Thrombostos
form03b::n651specify	form03b::n651specify	Thrombscyto pechis	Thrombscyto pechis
form03b::n651specify	form03b::n651specify	Thromtpene Pt=116x10+3/hl	Thromtpene Pt 116x10+3/hl
form03b::n651specify	form03b::n651specify	Thronbo cytopeme	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Thronbocytopemia	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Thronbot 44x	Thronbot 44x
form03b::n651specify	form03b::n651specify	Thronse cytopense	Thrombocytopenia
form03b::n651specify	form03b::n651specify	Tramadol to pene	Tramadol to pene
form03b::n651specify	form03b::n651specify	Trampoies Topie	Trampoies Topie
form03b::n651specify	form03b::n651specify	Trenbon to pens	Trenbon to pens
form03b::n651specify	form03b::n651specify	Trhober cytopem 37*10^3	Trhober cytopem 37*10^3
form03b::n651specify	form03b::n651specify	Trobact pria	Trobact pria
form03b::n651specify	form03b::n651specify	Trombocytopenia	Trombocytopenia
form03b::n651specify	form03b::n651specify	WBC	WBC
form03b::n651specify	form03b::n651specify	WBC - 35900 ANC- 10400	WBC 35900 ANC 10400
form03b::n651specify	form03b::n651specify	WBC (16000) AWC 53.8% , plat 110000	WBC (16000) AWC 53.8% , plat 110000
form03b::n651specify	form03b::n651specify	WBC (24 hr) 7500	WBC (24 hr) 7500
form03b::n651specify	form03b::n651specify	WBC (31,000), pletelet(88000),HCT manual 71%	WBC (31,000), pletelet(88000),HCT manual 71%
form03b::n651specify	form03b::n651specify	WBC (40000 Hl)	WBC (40000 Hl)
form03b::n651specify	form03b::n651specify	WBC = 3.4x10000 Neet = 48.5%	WBC 3.4x10000 Neet 48.5%
form03b::n651specify	form03b::n651specify	WBC = 3900( levkopemia )	WBC 3900( levkopemia )
form03b::n651specify	form03b::n651specify	WBC = 6900 HCT= 35 %	WBC 6900 HCT 35%
form03b::n651specify	form03b::n651specify	WBC =2900 Platelt 71000, 45%	WBC 2900 Platelt 71000, 45%
form03b::n651specify	form03b::n651specify	WBC =LOW Neutropemia	WBC LOW Neutropemia
form03b::n651specify	form03b::n651specify	WBC 13.9x10/3	WBC 13.9x10/3
form03b::n651specify	form03b::n651specify	WBC 16900, AWC 68.8%	WBC 16900, AWC 68.8%
form03b::n651specify	form03b::n651specify	WBC 16900, HCT 37.3 %	WBC 16900, HCT 37.3%
form03b::n651specify	form03b::n651specify	WBC 17000, ANC 66.1%	WBC 17000, ANC 66.1%
form03b::n651specify	form03b::n651specify	WBC 20.7 HMG 19 HCT 52.9	WBC 20.7 HMG 19 HCT 52.9
form03b::n651specify	form03b::n651specify	WBC 21,400/hl AWC 67.2 %	WBC 21,400/hl AWC 67.2%
form03b::n651specify	form03b::n651specify	WBC 2190, HCT 21%, PLT 11000	WBC 2190, HCT 21%, PLT 11000
form03b::n651specify	form03b::n651specify	WBC 2300	WBC 2300
form03b::n651specify	form03b::n651specify	WBC 23000, PLT 75000	WBC 23000, PLT 75000
form03b::n651specify	form03b::n651specify	WBC 23700 , plat 43000	WBC 23700 , plat 43000
form03b::n651specify	form03b::n651specify	WBC 23700, ANC 15500/h	WBC 23700, ANC 15500/h
form03b::n651specify	form03b::n651specify	WBC 24000	WBC 24000
form03b::n651specify	form03b::n651specify	WBC 2800 HCT 34 ANC 1100	WBC 2800 HCT 34 ANC 1100
form03b::n651specify	form03b::n651specify	WBC 28600, ANC 8000	WBC 28600, ANC 8000
form03b::n651specify	form03b::n651specify	WBC 30500, ANC 11700, Hct 31.4	WBC 30500, ANC 11700, HCT 31.4
form03b::n651specify	form03b::n651specify	WBC 3200 ANC 1000 HCT 68%	WBC 3200 ANC 1000 HCT 68%
form03b::n651specify	form03b::n651specify	WBC 34800 ANC	WBC 34800 ANC
form03b::n651specify	form03b::n651specify	WBC 36000,( Leukentosy)	WBC 36000,( Leukentosy)
form03b::n651specify	form03b::n651specify	WBC 3700, ANC 800	WBC 3700, ANC 800
form03b::n651specify	form03b::n651specify	WBC 37000, HCT 32.3	WBC 37000, HCT 32.3%
form03b::n651specify	form03b::n651specify	WBC 38,300,Leukolytosis	WBC 38,300,Leukolytosis
form03b::n651specify	form03b::n651specify	WBC 3900	WBC 3900
form03b::n651specify	form03b::n651specify	WBC 39100 nent.. 74.5%	WBC 39100 nent.. 74.5%
form03b::n651specify	form03b::n651specify	WBC 4000 HCT 40%, PLT 4200	WBC 4000 HCT 40%, PLT 4200
form03b::n651specify	form03b::n651specify	WBC 4200, HCT 40.3 %, RBC 3.83x10000000	WBC 4200, HCT 40.3%, RBC 3.83x10000000
form03b::n651specify	form03b::n651specify	WBC 43000	WBC 43000
form03b::n651specify	form03b::n651specify	WBC 44,500	WBC 44,500
form03b::n651specify	form03b::n651specify	WBC 4700 Pl 61000, HCT 27%	WBC 4700 Pl 61000, HCT 27%
form03b::n651specify	form03b::n651specify	WBC 4800, ANC 2100	WBC 4800, ANC 2100
form03b::n651specify	form03b::n651specify	WBC 5000	WBC 5000
form03b::n651specify	form03b::n651specify	WBC 5100	WBC 5100
form03b::n651specify	form03b::n651specify	WBC 5200	WBC 5200
form03b::n651specify	form03b::n651specify	WBC 56*10^3 and Plt 89*10^3	WBC 56*10^3 and PLT 89*10^3
form03b::n651specify	form03b::n651specify	WBC 6000	WBC 6000
form03b::n651specify	form03b::n651specify	WBC 6000, ANC 1400	WBC 6000, ANC 1400
form03b::n651specify	form03b::n651specify	WBC 6200 ANC 3600	WBC 6200 ANC 3600
form03b::n651specify	form03b::n651specify	wbc 63.09x10+3 hct=22.7%	wbc 63.09x10+3 HCT 22.7%
form03b::n651specify	form03b::n651specify	WBC 6400, ANC 3800	WBC 6400, ANC 3800
form03b::n651specify	form03b::n651specify	WBC 6500	WBC 6500
form03b::n651specify	form03b::n651specify	WBC 6700	WBC 6700
form03b::n651specify	form03b::n651specify	WBC 6800 ANC 3000	WBC 6800 ANC 3000
form03b::n651specify	form03b::n651specify	WBC 7000	WBC 7000
form03b::n651specify	form03b::n651specify	WBC 7100 ANC 190	WBC 7100 ANC 190
form03b::n651specify	form03b::n651specify	WBC 7900, HCT 66.4%	WBC 7900, HCT 66.4%
form03b::n651specify	form03b::n651specify	WBC 8.5x10000000 (leukopemia)	WBC 8.5x10000000 (leukopemia)
form03b::n651specify	form03b::n651specify	WBC 8300	WBC 8300
form03b::n651specify	form03b::n651specify	WBC 8900 ANC 1500	WBC 8900 ANC 1500
form03b::n651specify	form03b::n651specify	WBC 9500	WBC 9500
form03b::n651specify	form03b::n651specify	WBC count	WBC
form03b::n651specify	form03b::n651specify	WBC decrease	WBC decreased
form03b::n651specify	form03b::n651specify	WBC decrease and platelat decrease	WBC decrease and platelat decrease
form03b::n651specify	form03b::n651specify	WBC decrease,Platlet Decrease	WBC decrease,PLT Decrease
form03b::n651specify	form03b::n651specify	WBC increase	WBC increased
form03b::n651specify	form03b::n651specify	WBC increase -36.30	WBC increase 36.30
form03b::n651specify	form03b::n651specify	WBC increase 19.46	WBC increase 19.46
form03b::n651specify	form03b::n651specify	WBC Increase,Platlet Decrease	WBC increased, PLT decreased
form03b::n651specify	form03b::n651specify	WBC raise	WBC raise
form03b::n651specify	form03b::n651specify	WBC- 1.21 decrease	WBC 1.21 decreased
form03b::n651specify	form03b::n651specify	WBC- Raise-64.74 , HCT-decrease-34	WBC Raise 64.74 , HCT decrease 34
form03b::n651specify	form03b::n651specify	WBC-1.34*10*3,plt=20*10*3	WBC 1.34*10*3,PLT 20*10*3
form03b::n651specify	form03b::n651specify	WBC-1.40 Decrease	WBC 1.40 decreased
form03b::n651specify	form03b::n651specify	WBC-1.74*10^3,Plale bt-31*10^3	WBC 1.74*10^3,Plale bt 31*10^3
form03b::n651specify	form03b::n651specify	Wbc-1.89,RBC-0.79, Hab-1.8,HTC-8.5,PLT-40	Wbc 1.89,RBC 0.79, Hab 1.8,HTC 8.5,PLT 40
form03b::n651specify	form03b::n651specify	WBC-10*103,HCT-46.1,Ugb-16,Pet-90*10^6	WBC 10*103,HCT 46.1,Ugb 16,Pet 90*10^6
