updated,colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,newLabel
yes,,789,2,giard_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010725,"Cumulative # of stools with Giardia detected, 1st monthly stools",,sample,"Giardia, summary data",http://purl.obolibrary.org/obo/EUPATH_0011787,cumulative count of the number of positive giardia samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,540,9,hdim,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010726,H. diminuta detected by microscopy,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,H. diminuta detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,796,1,hdim_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010727,Cumulative # of stools with H. diminuta detected,,sample,"Hymenolepis diminuta, summary data",http://purl.obolibrary.org/obo/EUPATH_0011791,cumulative count of the number of positive H. diminuta samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,798,3,hdim_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010728,"Cumulative # of stools with H. diminuta detected, 1st diarrheal stools",,sample,"Hymenolepis diminuta, summary data",http://purl.obolibrary.org/obo/EUPATH_0011791,cumulative count of the number of positive H. diminuta samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,797,2,hdim_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010729,"Cumulative # of stools with H. diminuta detected, 1st monthly stools",,sample,"Hymenolepis diminuta, summary data",http://purl.obolibrary.org/obo/EUPATH_0011791,cumulative count of the number of positive H. diminuta samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,541,10,hnana,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010730,H. nana detected by microscopy,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,H. nana detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,800,1,hnana_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010731,Cumulative # of stools with H. nana detected,,sample,"Hymenolepis nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011792,cumulative count of the number of positive H. nana samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,802,3,hnana_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010732,"Cumulative # of stools with H. nana detected, 1st diarrheal stools",,sample,"Hymenolepis nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011792,cumulative count of the number of positive H. nana samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,801,2,hnana_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010733,"Cumulative # of stools with H. nana detected, 1st monthly stools",,sample,"Hymenolepis nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011792,cumulative count of the number of positive H. nanasamples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,539,8,hook,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010734,Hookworm detected by microscopy,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,Hookworm detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,792,1,hook_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010735,Cumulative # of stools with Hookworm detected,,sample,"Hookworm, summary data",http://purl.obolibrary.org/obo/EUPATH_0011790,cumulative count of the number of positive hookworm samples by PID. . Source=Calculated,continuous ,,,,
yes,,794,3,hook_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010736,"Cumulative # of stools with Hookworm detected, 1st diarrheal stools",,sample,"Hookworm, summary data",http://purl.obolibrary.org/obo/EUPATH_0011790,cumulative count of the number of positive hookworm samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,793,2,hook_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010737,"Cumulative # of stools with Hookworm detected, 1st monthly stools",,sample,"Hookworm, summary data",http://purl.obolibrary.org/obo/EUPATH_0011790,cumulative count of the number of positive hookworm samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,554,4,ibut,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010738,I. butschilii detected by microscopy,,sample,Nonpathogenic eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,I. butschilii detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,843,1,ibut_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010739,Cumulative # of stools with I. butschlii detected,,sample,"Iodamoeba butschlii, summary data",http://purl.obolibrary.org/obo/EUPATH_0011793,cumulative count of the number of positive I. butschilii samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,845,3,ibut_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010740,"Cumulative # of stools with I. butschlii detected, 1st diarrheal stools",,sample,"Iodamoeba butschlii, summary data",http://purl.obolibrary.org/obo/EUPATH_0011793,cumulative count of the number of positive I. butschilii samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,844,2,ibut_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010741,"Cumulative # of stools with I. butschlii detected, 1st monthly stools",,sample,"Iodamoeba butschlii, summary data",http://purl.obolibrary.org/obo/EUPATH_0011793,cumulative count of the number of positive I. butschilii samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,804,1,isos_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010743,Cumulative # of stools with Isospora detected,,sample,"Isospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011794,cumulative count of the number of positive isospora samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,806,3,isos_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010744,"Cumulative # of stools with Isospora detected, 1st diarrheal stools",,sample,"Isospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011794,cumulative count of the number of positive isospora samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,805,2,isos_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010745,"Cumulative # of stools with Isospora detected, 1st monthly stools",,sample,"Isospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011794,cumulative count of the number of positive isospora samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,503,15,lt_etec,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010746,"ETEC detected by PCR, LT-positive ST-negative",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,LT?. LT only. Source=Calculated,1=yes;0=no,,,multifilter,
yes,,661,4,lt_etec_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010747,"Cumulative # of stools with ETEC, LT-positive detected",,sample,"Heat-labile enterotoxin (LT), summary data",http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID. . Source=Calculated,continuous numeric,,How are ecpltentero_cum (microbiology) and lt_etec_cum (microbiology) different?,,
yes,,663,6,lt_etec_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010748,"Cumulative # of stools with ETEC, LT-positive detected, 1st diarrheal stools",,sample,"Heat-labile enterotoxin (LT), summary data",http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,How are ecpltentero_cum_d (microbiology) and lt_etec_cum_d (microbiology) different?,,
yes,,662,5,lt_etec_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010749,"Cumulative # of stools with ETEC, LT-positive detected, 1st monthly stools",,sample,"Heat-labile enterotoxin (LT), summary data",http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,How are ecpltentero_cum_m (microbiology) and lt_etec_cum_m (microbiology) different?,,
yes,,769,1,mdfcrypt_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010751,Cumulative # of stools with Cryptosporidium detected by microscopy,,sample,"Cryptosporidium, summary data",http://purl.obolibrary.org/obo/EUPATH_0011767,cumulative count of the number of positive crytosporidium samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,771,3,mdfcrypt_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010752,"Cumulative # of stools with Cryptosporidium detected by microscopy, 1st diarrheal stools",,sample,"Cryptosporidium, summary data",http://purl.obolibrary.org/obo/EUPATH_0011767,cumulative count of the number of positive crytosporidium samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,770,2,mdfcrypt_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010753,"Cumulative # of stools with Cryptosporidium detected by microscopy, 1st monthly stools",,sample,"Cryptosporidium, summary data",http://purl.obolibrary.org/obo/EUPATH_0011767,cumulative count of the number of positive cryptosporidium samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,553,3,mdfecoli,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010754,Entamoeba coli detected by microscopy,,sample,Nonpathogenic eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,Entamoeba coli detected?. . Source=MDF,1=yes;0=no,,,multifilter,
yes,,839,1,mdfecoli_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010755,Cumulative # of stools with Entamoeba coli detected,,sample,"Entamoeba coli, summary data",http://purl.obolibrary.org/obo/EUPATH_0011771,cumulative count of the number of positive entamoeba coli samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,841,3,mdfecoli_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010756,"Cumulative # of stools with Entamoeba coli detected, 1st diarrheal stools",,sample,"Entamoeba coli, summary data",http://purl.obolibrary.org/obo/EUPATH_0011771,cumulative count of the number of positive entamoeba coli samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,840,2,mdfecoli_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010757,"Cumulative # of stools with Entamoeba coli detected, 1st monthly stools",,sample,"Entamoeba coli, summary data",http://purl.obolibrary.org/obo/EUPATH_0011771,cumulative count of the number of positive entamoeba coli samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,572,1,mdfstaindetect,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010761,Modified acid fast stain microscopy result,,sample,Raw parasite data,http://purl.obolibrary.org/obo/EUPATH_0011845,Did the modified acid-fast stain detect an organism?. Raw variable from MDF form. Information contained in this variable has  been abstracted and included in other variables.. Source=MDF,"No =00; Yes, Cryptosporidium = 01; Yes, Isospora =02; Yes, Cyclospora =03; Yes, other =04",,,,
yes,,827,4,modother_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010763,"Cumulative # of stools with nonpathogenic eukaryota detected (modified), all 1st monthly & 1st diarrheal stools",,sample,"Nonpathogenic eukaryota detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011804,cumulative count of the number of positive samples by PID. . Source=Calculated,continuous numeric,,How are other_cum (microbiology) and modother_cum (microbiology) different?,,
yes,,829,6,modother_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010764,"Cumulative # of stools with nonpathogenic eukaryota detected (modified), all 1st diarrheal stools",,sample,"Nonpathogenic eukaryota detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011804,cumulative count of the number of positive samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,How are other_cum_d (microbiology) and modother_cum_d (microbiology) different?,,
yes,,828,5,modother_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010765,"Cumulative # of stools with nonpathogenic eukaryota detected (modified), all 1st monthly stools",,sample,"Nonpathogenic eukaryota detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0011804,cumulative count of the number of positive samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,How are other_cum_m (microbiology) and modother_cum_m (microbiology) different?,,
yes,,522,1,nrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010767,Norovirus detected by RT-PCR,,sample,Virus,http://purl.obolibrary.org/obo/NCBITaxon_10239,Norovirus detected (collapsed variable)?. Was NoV genogroup I or II detected? . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,727,1,nrv_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010768,Cumulative # of stools with Norovirus detected,,sample,"Norovirus, summary data",http://purl.obolibrary.org/obo/EUPATH_0011809,cumulative count of the number of positive norovirus samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,729,3,nrv_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010769,"Cumulative # of stools with Norovirus detected, 1st diarrheal stools",,sample,"Norovirus, summary data",http://purl.obolibrary.org/obo/EUPATH_0011809,cumulative count of the number of positive norovirus samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,728,2,nrv_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010770,"Cumulative # of stools with Norovirus detected, 1st monthly stools",,sample,"Norovirus, summary data",http://purl.obolibrary.org/obo/EUPATH_0011809,cumulative count of the number of positive norovirus samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,523,2,nrvgeno1,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010771,Norovius GI detected by RT-PCR,,sample,Virus,http://purl.obolibrary.org/obo/NCBITaxon_10239,NoV genogroup I result. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,731,1,nrvgeno1_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010772,Cumulative # of stools with Norovirus GI detected,,sample,"Norovirus GI, summary data",http://purl.obolibrary.org/obo/EUPATH_0011806,cumulative count of the number of positive NoV GI samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,733,3,nrvgeno1_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010773,"Cumulative # of stools with Norovirus GI detected, 1st diarrheal stools",,sample,"Norovirus GI, summary data",http://purl.obolibrary.org/obo/EUPATH_0011806,cumulative count of the number of positive NoV GI samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,732,2,nrvgeno1_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010774,"Cumulative # of stools with Norovirus GI detected, 1st monthly stools",,sample,"Norovirus GI, summary data",http://purl.obolibrary.org/obo/EUPATH_0011806,cumulative count of the number of positive NoV GI samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,524,3,nrvgeno2,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010775,Norovius GII detected by RT-PCR,,sample,Virus,http://purl.obolibrary.org/obo/NCBITaxon_10239,NoV genogroup II result. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,735,1,nrvgeno2_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010776,Cumulative # of stools with Norovirus GII detected,,sample,"Norovirus GII, summary data",http://purl.obolibrary.org/obo/EUPATH_0011807,cumulative count of the number of positive NoV GII samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,737,3,nrvgeno2_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010777,"Cumulative # of stools with Norovirus GII detected, 1st diarrheal stools",,sample,"Norovirus GII, summary data",http://purl.obolibrary.org/obo/EUPATH_0011807,cumulative count of the number of positive NoV GII samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
