variable,dataFile,label,IRI,displayOrder,definition,category,parentLabel,parentIRI,termType,codebookDescription,codebookValues
bf2::minapreda,bf2,Age 1st clear liquid given (days),http://purl.obolibrary.org/obo/EUPATH_0011035,3,,Participant,Weaning summary,http://purl.obolibrary.org/obo/EUPATH_0011191,variable,Age at which first clear liquid is given. New predominant and partial variables considering animal milk to be ingested with tea in Pakistan (even if animal milk is not indicated on the SAF). Source=calculated.,>10 unique values
bf2::minasolid,bf2,Age 1st solid food given (days),http://purl.obolibrary.org/obo/EUPATH_0011036,4,,Participant,Weaning summary,http://purl.obolibrary.org/obo/EUPATH_0011191,variable,Age at which first solid food is given. These calculations change feeding definitions starting with the first occasion.  They do not allow for back and forth.. Source=calculated.,>10 unique values
aggregatedVax::bcgdosen,aggregatedVax,Total Bacille Calmette-Guerin (BCG) vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011210,1,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::cpoxdosen,aggregatedVax,Total varicella vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011214,20,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1"
aggregatedVax::dewormdosen,aggregatedVax,Total deworming treatments,http://purl.obolibrary.org/obo/EUPATH_0011222,23,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::dptdosen,aggregatedVax,"Total diphtheria, pertussis, and tetanus (DPT) vaccine doses",http://purl.obolibrary.org/obo/EUPATH_0011234,2,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::fludosen,aggregatedVax,Total influenza vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011246,6,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3, 4, 5"
aggregatedVax::hepbdosen,aggregatedVax,Total hepatitis B vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011257,5,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3, 4, 5"
aggregatedVax::hibdosen,aggregatedVax,Total Haemophilus influenzae type B vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011267,4,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3, 4, 5"
aggregatedVax::jedosen,aggregatedVax,Total Japanese encephalitis vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011282,8,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1"
aggregatedVax::meadosen,aggregatedVax,Total measles vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011306,9,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::mendosen,aggregatedVax,Total meningitis vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011316,10,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3"
aggregatedVax::mmrdosen,aggregatedVax,"Total measles, mumps, and rubella (MMR) vaccine doses",http://purl.obolibrary.org/obo/EUPATH_0011323,11,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3"
aggregatedVax::opvdosen,aggregatedVax,Total oral poliovirus (OPV) vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011384,13,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::pcvdosen,aggregatedVax,Total pneumococcal conjugate (PCV) vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011394,14,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3, 4"
aggregatedVax::rabdosen,aggregatedVax,Total rabies vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011411,15,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3, 4, 5"
aggregatedVax::rotadosen,aggregatedVax,Total rotavirus vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011427,16,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::rubdosen,aggregatedVax,Total rubella vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011436,17,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3"
aggregatedVax::vitadosen,aggregatedVax,Total vitamin A supplementations,http://purl.obolibrary.org/obo/EUPATH_0011440,22,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::yfdosen,aggregatedVax,Total yellow fever vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011441,21,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1"
aggregatedVax::tetadosen,aggregatedVax,Total tetanus vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011459,18,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::typdosen,aggregatedVax,Total typhoid vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011464,19,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1"
aggregatedVax::mumdosen,aggregatedVax,Total mumps vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011483,12,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,", 1, 2, 3"
aggregatedVax::ipvdosen,aggregatedVax,Total inactivated poliovirus (IPV) vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011484,7,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,
aggregatedVax::chodosen,aggregatedVax,Total cholera vaccine doses,http://purl.obolibrary.org/obo/EUPATH_0011952,3,,Participant,Aggregated immunization and prevention data,http://purl.obolibrary.org/obo/EUPATH_0011471,variable,.,"1, 2"
vax_and_titer_wdates::log2mea,vax_and_titer_wdates,"Log2 measles titer (IU/L), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011287,2,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Measles titer in log2 scale.log2(VRFMEASTIT); 0 if VRFMEASTIT=0.calculated,0 to 14.48
vax_and_titer_wdates::log2per,vax_and_titer_wdates,"Log2 pertussis titer (IU/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011288,4,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Pertussis titer in log2 scale.log2(VRFPERSTIT); 0 if VRFPERTIT=0.calculated,>10 unique values
vax_and_titer_wdates::log2poligg,vax_and_titer_wdates,"Log2 polio IgG titer (U/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011289,6,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio IgG titer in log2 scale.log2(VRFPOLIgGTIT); 0 if VRFPOLIgGTIT=0.calculated,>10 unique values
vax_and_titer_wdates::log2pol1n,vax_and_titer_wdates,"Log2 polio serotype 1 titer, by microneutralization result",http://purl.obolibrary.org/obo/EUPATH_0011290,8,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio Serotype 1 titer in log2 scale.log2(VRFPOLSER1TIT) + 0.5.calculated,>10 unique values
vax_and_titer_wdates::log2pol2n,vax_and_titer_wdates,"Log2 polio serotype 2 titer, by microneutralization result",http://purl.obolibrary.org/obo/EUPATH_0011291,10,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio Serotype 2 titer in log2 scale .log2(VRFPOLSER2TIT) + 0.5.calculated,>10 unique values
vax_and_titer_wdates::log2pol3n,vax_and_titer_wdates,"Log2 polio serotype 3 titer, by microneutralization result",http://purl.obolibrary.org/obo/EUPATH_0011292,12,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio Serotype 3 titer in log2 scale .log2(VRFPOLSER3TIT) + 0.5.calculated,>10 unique values
vax_and_titer_wdates::log2rotag,vax_and_titer_wdates,"Log2 rotavirus IgG titer (U/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011293,16,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Rotavirus IgG titer in log2 scale.log2(VRFROTAGTIT); 0 if VRFROTAGTIT=0.calculated,>10 unique values
vax_and_titer_wdates::log2rotaa,vax_and_titer_wdates,"Log2 rotavirus IgA titer (U/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011294,14,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Rotavirus IgA titer in log2 scale.log2(VRFROTAATIT); 0 if VRFROTAATIT=0.calculated,>10 unique values
vax_and_titer_wdates::log2tet,vax_and_titer_wdates,"Log2 tetanus titer (IU/L), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011295,18,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Tetanus titer in log2 scale.log2(VRFTETSTIT); 0 if VRFTETTIT=0.calculated,0 to 15.28
vax_and_titer_wdates::vrfpoligg,vax_and_titer_wdates,"Polio IgG titer (U/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011403,5,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio IgG titer (U/ml)..VRF,>10 unique values
vax_and_titer_wdates::vrfpolser2tit,vax_and_titer_wdates,"Polio serotype 2 titer, by microneutralization result",http://purl.obolibrary.org/obo/EUPATH_0011474,9,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio Serotype 2 titer (Neutralization assay)..VRF,>10 unique values
vax_and_titer_wdates::vrftettit,vax_and_titer_wdates,"Tetanus titer (IU/L), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011514,17,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Tetanus titer (IU/L)..VRF,0 to 39880
vax_and_titer_wdates::vrfrotagtit,vax_and_titer_wdates,"Rotavirus IgG titer (U/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011515,15,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Rotavirus IgG titer (U/ml)..VRF,>10 unique values
vax_and_titer_wdates::vrfrotaatit,vax_and_titer_wdates,"Rotavirus IgA titer (U/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011516,13,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Rotavirus IgA titer (U/ml)..VRF,>10 unique values
vax_and_titer_wdates::vrfpertit,vax_and_titer_wdates,"Pertussis titer (IU/mL), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011517,3,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Pertussis titer (IU/ml)..VRF,>10 unique values
vax_and_titer_wdates::vrfpolser1tit,vax_and_titer_wdates,"Polio serotype 1 titer, by microneutralization result",http://purl.obolibrary.org/obo/EUPATH_0011518,7,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio Serotype 1 titer (Neutralization assay)..VRF,>10 unique values
vax_and_titer_wdates::vrfpolser3tit,vax_and_titer_wdates,"Polio serotype 3 titer, by microneutralization result",http://purl.obolibrary.org/obo/EUPATH_0011519,11,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Polio Serotype 3 titer (Neutralization assay)..VRF,>10 unique values
vax_and_titer_wdates::vrfmeastit,vax_and_titer_wdates,"Measles titer (IU/L), by ELISA result",http://purl.obolibrary.org/obo/EUPATH_0011522,1,,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,variable,Measles titer (IU/L)..VRF,0 to 22883
lmz::duration_urine_collection,lmz,Duration of urine collection (hrs),http://purl.obolibrary.org/obo/EUPATH_0011235,4,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,variable,.,>10 unique values
lmz::note,lmz,Other reason urine sample excluded,http://purl.obolibrary.org/obo/EUPATH_0011333,7,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,variable,.,", CHILD TOOK ONLY 6ML OF LM. HAD ALLERGY TO THE SOLUTION W/PDF, DOSAGE BASED ON PRIOR MONTH'S WEIGHT, W/PDF, INCORRECT DOSAGE ADMINISTERED (21.86ML INSTEAD OF 20ML) W/PDF"
lmz::ucf_in_14d_window,lmz,Urine collected in 14 day window,http://purl.obolibrary.org/obo/EUPATH_0011465,2,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,variable,.,", 0, 1"
lmz::ucf_in_30d_window,lmz,Urine collected in 30 day window,http://purl.obolibrary.org/obo/EUPATH_0011466,3,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,variable,.,", 0, 1"
lmz::urine_collection_long,lmz,Duration of urine collection greater than 5.5 hrs,http://purl.obolibrary.org/obo/EUPATH_0011468,6,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,variable,.,", 1"
lmz::urine_collection_short,lmz,Duration of urine collection less than 4.5 hrs,http://purl.obolibrary.org/obo/EUPATH_0011469,5,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,variable,.,", 1"
mn_iar::urine_window,mn_iar,Urine sample collected in target window,http://purl.obolibrary.org/obo/EUPATH_0011923,2,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,"variable, derived",,
vax_and_titer_wdates::meapos,vax_and_titer_wdates,"Measles antibodies, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0011309,1,,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,variable,0/1 'Positive' measles titer.1 if VRFMEASTIT>250.calculated,0 to 1
